,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
1513,LLB: Life Line of Bachelors,"LLB: Life Line of Bachelors[1] is a 2024 Indian Malayalam-language drama thriller film written and directed by A. M. Sidhique.[2] The film was produced by Mujeeb Randathani under the banner of Randathani Films. The film stars Sreenath Bhasi, Vishak Nair, Aswanth Lal, and Anoop Menon in lead roles.[citation needed] The cinematography was handled Faisal Ali, and Athul Vijay took charge of the editing.",A. M. Sidhique,A. M. Sidhique,Mujeeb Randathani,"Sreenath Bhasi, Anoop Menon, Vishak Nair, Aswanth Lal",Faisal Ali,Athul Vijay,2 February 2024,India,Malayalam
1514,Lobola Man,"Lobola Man was released on Netflix on July 12, 2024.",Thabang Moleya,Katleho Ramaphakela,Katleho Ramaphakela,,Brad Devine,Kabi Modiko,12 July 2024,South Africa,"English, Zulu"
1515,Local Kung Fu 3,Local Kung Fu 3 is an Indian Assamese language Kung fu martial arts-comedy film. It is directed and produced by Kenny Basumatary. It is the third installment in Local Kung Fu (film series) and direct sequel to 2013 Local Kung Fu.[2][3],Kenny Basumatary,,Kenny Basumatary,"Kenny Basumatary, Utkal Hazowary, Bonny Deori, Tony Deori Basumatary, Bibhuti Bhushan Hazarika, Montu Deori, Amar Singh Deori",,,5 September 2024,India,Assamese
1516,Local Sarakku,"Local Sarakku (transl. Local alcohol) is a 2024 Tamil-language comedy film directed by S. P. Rajkumar and produced by K. Vinothkumar under the banner of Varaha Swamy Films.[1] The film stars Dinesh, Yogi Babu and Upasana RC in the lead roles.",S. P. Rajkumar,S. P. Rajkumar,K. Vinothkumar,"Dinesh, Yogi Babu, Upasana RC",Ks Palani,Jf Castro,26 January 2024,India,Tamil
1517,Locha Laapsi,"Locha Laapsi is a 2024 Gujarati comedy thriller,[1]  directed by Sachin Brahmbhatt and written by Maulin Parmar. It stars Malhar Thakar,[2][3][4] Chirag Vohra, Vaibhavi Upadhyay who demise in car accident in 2023,[5][6] Chetan Dhanani [7] and others.   The film is produced by Jeegar Chauhan & Malhar Thakar with co produced by Saheb Malik, Vaidehi Chintan Desai, & Shital Tejas Patel. under the banner of Jeegar Chauhan Production & Ticket Window Entertainment. The film will be distributed by Panorama Studios.",Sachin Brahmbhatt,"Maulin Parmar (Story, Screenplay, Dialogues), Sachin Brahmbhatt (Screenplay)","Jeegar Chauhan, Malhar Thakar","Malhar Thakar, Chirag Vohra, Vaibhavi Upadhyay, Chetan Dhanani",Himanshu Dubey,Nirav Panchal,20 September 2024,India,Gujarati
1518,Locust,"Chung-Han, a mute restaurant worker who himself goes through an existential crisis by his own standards, has to follow the famous idiom of ""live to fight another day"" to sum up his experiences of survival amidst being caught in a critical juncture of having to fight against a deadly violent gang.",,,,,,,,,
1519,Lokshahi,"Lokshahi (transl. Democracy) is a 2024 Indian Marathi-language drama film written and directed by Sanjay Amar and produced by Sushilkumar Agrawal. The film stars Mohan Agashe, Tejashree Pradhan, Amit Riyaan, Girish Oak, Sameer Dharmadhikari, Shantanu Moghe, Bhargavi Chirmule.[1]",Sanjay Amar,Sanjay Amar,Sushilkumar Agrawal,"Mohan Agashe, Tejashree Pradhan, Amit Riyaan, Girish Oak, Sameer Dharmadhikari, Shantanu Moghe, Bhargavi Chirmule",,,9 February 2024(Maharashtra),India,Marathi
1520,Lola,"Lola is a 2024 American drama film written and directed by Nicola Peltz Beckham, who stars alongside Raven Goodwin, Richie Merritt, Luke David Blumm, Trevor Long, and Virginia Madsen. The film, released in the United States on February 9, 2024, was universally panned by critics and grossed just $648 at the box office.[1]",Nicola Peltz Beckham,Nicola Peltz Beckham,Will McCance,"Nicola Peltz Beckham, Raven Goodwin, Richie Merritt, Luke David Blumm, Trevor Long, Virginia Madsen","Madeline Leach, Sevdije Kastrati (additional)","Nick Houy, Andrew Leven","February 9, 2024",United States,English
1521,Lollipop,"Lollipop is a 2024 British drama film directed and written by Daisy-May Hudson. The film premiered at the Edinburgh International Film Festival on 20 August 2024, and was released in the United Kingdom on 13 June 2025.",Daisy-May Hudson,Daisy-May Hudson,"Cecilia Frugiuele, Olivier Kaempfer","Posy Sterling, Idil Ahmed, TerriAnn Cousins, Tegan-Mia Stanley Rhoads, Luke Howitt, Aliyah Abdi, Johanna Allitt",Jaime Ackroyd,Lee Mckarkiel,20 August 2024(Edinburgh International Film Festival),"United Kingdom, [, 1, ]",English
1522,Lolo and the Kid,"Lolo and the Kid (lit. Grandpa and the Kid) is a 2024 Philippine drama film written, produced, and directed by Benedict Mique. Starring Euwenn Mikaell and Joel Torre, with the special participation of Juan Karlos, the hard-hitting emotional drama film revolves around the relationship between an adult hustler and a child.[1]",Benedict Mique,Benedict Mique,Benedict Mique,"Euwenn Mikaell, Joel Torre",Mark Joseph Cosico,Noah Tonga,"August 7, 2024",Philippines,Filipino
1523,Lonely Planet,Lonely Planet is a 2024 American romantic drama film written and directed by Susannah Grant. It stars Laura Dern and Liam Hemsworth.[1][2],Susannah Grant,Susannah Grant,"Liza Chasin, Susannah Grant, Sarah Timberman","Laura Dern, Liam Hemsworth, Diana Silvers, Younès Boucif, Adriano Giannini, Rachida Brakni",Ben Smithard,Kevin Tent,"October 11, 2024",United States,English
1524,Long Distance,"Long Distance is a 2024 American science fiction adventure film directed by Josh Gordon and Will Speck, and written by Spenser Cohen. The film stars Anthony Ramos, Naomi Scott, Kristofer Hivju, and Zachary Quinto. Filming took place between September and November 2020.","Josh Gordon, Will Speck",Spenser Cohen,"Brian Kavanaugh-Jones, Fred Berger, Anna Halberg","Anthony Ramos, Naomi Scott, Kristofer Hivju, Zachary Quinto",Jeff Cutter,Gregory Plotkin,"July 12, 2024(Vietnam)",United States,English
1525,Long Gone Heroes,"Long Gone Heroes is a 2024 American action thriller film written and directed by John Swab, based on a story by Santiago Manes Moreno. It stars Frank Grillo, Josh Hutcherson, Mekhi Phifer, Eden Brolin, Beau Knapp, George Carroll, Wendy Moniz, Melissa Leo, and Andy García. In the film, an ex-soldier assembles a team of mercenaries to rescue his niece after she is kidnapped by a drug lord in Venezuela.[1][2]",John Swab,,"Cristina Villar Rosa, Scott Putman, Charlie Toro, Carlos Velázquez","Frank Grillo, Josh Hutcherson, Eden Brolin, Melissa Leo, Andy García",Brandon Lee Cox,"Andrew Aaronson, Kevin Hale","September 20, 2024",United States,English
1526,Long Good Thursday,"The film is based on Tuomas Kyrö's novel of the same name and was adapted for the screen by Sami Keski-Vähälä.[2] Filming began in September 2023, taking place in the Helsinki metropolitan area and Uusimaa region.[5]",Mika Kaurismäki,Sami Keski-Vähälä,"Hanna Virolainen, Markus Selin, Jukka Helle","Heikki Kinnunen, Jaana Saarinen, Iikka Forss, Ville Tiihonen",Jari Mutikainen,Nina Ijäs,6 September 2024,Finland,Finnish
1527,Long Live Xander the Great,Long Live Xander the Great is a 2024 true fiction short film by Devin Scott.[1][2][3][4],Devin Scott,Devin Scott,Jeanne Scott,,Rob Amato,,2024,,
1528,Longing,"Longing is a 2024 drama film written and directed by Savi Gabizon. It stars Richard Gere, Suzanne Clément, and Diane Kruger. It is a remake of Gabizon's 2017 Israeli film.[1][2]",Savi Gabizon,Savi Gabizon,"Daniel Bekerman, Alexander Vinnitski, Neil Mathieson","Richard Gere, Suzanne Clément, Diane Kruger",Paul Sarossy,Tali Halter-Shenkar,"June 7, 2024","Canada, Israel",English
1529,Longlegs,"Longlegs is a 2024 American mystery horror thriller film written and directed by Osgood Perkins. The film stars Maika Monroe, Blair Underwood, Alicia Witt, and Nicolas Cage. Set in the 1990s, the story follows a Federal Bureau of Investigation (FBI) agent assigned to hunt down an occult-obsessed serial killer responsible for a string of family murders across Oregon. The killer is dubbed Longlegs, and baffles the FBI with his perfect ability to seemingly leave zero trace of involvement at the crime scenes.",Osgood Perkins,Osgood Perkins,"Dan Kagan, Brian Kavanaugh-Jones, Nicolas Cage, Dave Caplan, Chris Ferguson","Maika Monroe, Blair Underwood, Alicia Witt, Nicolas Cage",Andrés Arochi Tinajero,"Greg Ng, Graham Fortin","July 8, 2024(Grauman's Egyptian Theatre)",United States,English
1530,Look at Me,"The cast also includes Koumbie, Sam Vigneault, Josh MacDonald, Oliver Boyle, Jessica Barry, Thom Payne, Jeremy Smith, Matthew Lumley, Frietzen Kenter, Varun Guru, Emily Jewer, Beth Amiro, David Light, Kathleen Dorian, Peter Sarty, Richie Wilcox and Stephanie MacDonald in supporting roles.",Taylor Olson,Taylor Olson,"Taylor Olson, Koumbie, Kirsten Luella Bruce","Taylor Olson, Koumbie",Tim Mombourquette,Shawn Beckwith,"January 22, 2024(Slamdance)",Canada,English
1531,Look Back,"Look Back (Japanese: ルックバック, Hepburn: Rukku Bakku) is a 2024 Japanese animated coming-of-age drama film based on the one-shot web manga of the same name by Tatsuki Fujimoto. The film is directed by Kiyotaka Oshiyama [ja], who also wrote the screenplay and served as a character designer, and produced by Studio Durian. It stars Yuumi Kawai and Mizuki Yoshida as two girls with a passion for drawing—the outgoing Fujino (Kawai) and the truant recluse Kyomoto (Yoshida), the latter of whose artistic ability inspires a competitive fervor in Fujino that soon develops into a partnership.","Kiyotaka Oshiyama, [, ja, ]",,,"Yuumi Kawai, Mizuki Yoshida",,,June 2024(Annecy),Japan,Japanese
1532,Look into My Eyes,"Look into My Eyes is a 2024 American documentary film, directed and produced by Lana Wilson. It follows a group of psychics in New York City, conducting intimate readings for their clients.",Lana Wilson,,"Kyle Martin, Lana Wilson",,Stephen Maing,Hannah Buck,"January 22, 2024(Sundance)",United States,English
1533,Looney Tunes Collector's Choice,"This is the first Looney Tunes Blu-ray to be released through Warner Archive, as opposed to the main home video division (second overall home media release after the Porky Pig 101 DVD set in 2017). A four-disc set, Looney Tunes Collector's Choice: Volumes 1–4, containing the four volumes in the series was also released on the same date.[1]","Chuck Jones, Friz Freleng, Arthur Davis, Robert McKimson, Frank Tashlin",,"Leon Schlesinger, Eddie Selzer, John W. Burton",Mel Blanc,,,"May 30, 20233",United States,English
1534,Lord of Misrule,"Lord of Misrule is a 2024 British folk horror film directed and co-produced by William Brent Bell and written by Tom de Ville. Starring Tuppence Middleton, Ralph Ineson, Evie Templeton, and Matt Stokoe, the film follows a young mother as she is in a desperate search for the young daughter of the town's new minister.[1]",William Brent Bell,,"Deepak Nayar, Nik Bower, Jason Newmark, Laurie Cooke, William Brent Bell, James Tomlinson, Alison Brister","Tuppence Middleton, Ralph Ineson, Evie Templeton, Matt Stokoe",Simon Rowling,Andrew Leven,8 January 2024(UK),"United Kingdom, Ireland",
1535,The Lord of the Rings: The War of the Rohirrim,"The Lord of the Rings: The War of the Rohirrim is a 2024 anime fantasy film directed by Kenji Kamiyama from a screenplay by Jeffrey Addiss & Will Matthews and Phoebe Gittins & Arty Papageorgiou, based on characters created by J. R. R. Tolkien. Set around 200 years before Peter Jackson's The Lord of the Rings (2001–2003) and The Hobbit (2012–2014) film trilogies, it tells the story of legendary Rohan king Helm Hammerhand. When the neighboring Dunlendings propose a marriage to his daughter Héra, Helm unintentionally kills their leader and starts a war. The film stars Brian Cox as Helm and Gaia Wise as Héra, alongside Luke Pasqualino, Laurence Ubong Williams, Lorraine Ashbourne, and Miranda Otto.",Kenji Kamiyama,,"Philippa Boyens, Jason DeMarco, Joseph Chou","Brian Cox, Gaia Wise, Luke Pasqualino, Laurence Ubong Williams, Lorraine Ashbourne, Miranda Otto",,Tsuyoshi Sadamatsu,3 December 2024,"New Zealand, Japan, United States",English
1536,Lorry Chapter – 1,"Lorry Chapter – 1 is a 2024 Indian Telugu-language drama film written and directed by Sreekanth Reddy Asam.[1] The film stars Srekanth Reddy Asam and Chandrashikha along with Rockey Sing, Geetha Bhosle in supporting roles. The film was released on 2 August 2024.[2]",Sreekanth Reddy Asam,Sreekanth Reddy Asam,Sreekanth Reddy Asam,"Sreekanth Reddy Asam, Chandrashikha, Rockey Sing",Nagarajuna Tadipatri,,2 August 2024,India,Telugu
1537,Losing Lerato 2,"The film also features an ensemble cast of Kagiso Modupe, Nefisa Mkhabela, Zolisa Xaluva, Aubrey Poo, Dineo Langa, Lerato Marabe and Zia Kani. It was released on Netflix on 2 August 2024.[2]",Zolani Phakade,"Ricardo Arendse, Kagiso Modupe","Kagiso Modupe, Rashaka ""Rush"" Muofhe","Kagiso Modupe, Patrick Mofokeng, Nefisa Mkhabela, Dineo Langa",Gavin Sterley,"Gugu Sibanze, Ravi Desai, Nqobizwe Ndlangamandla",2 August 2024,South Africa,"English, Zulu"
1538,Lost & Found in Cleveland,"Lost & Found in Cleveland is a 2024 American comedy film written, produced, and directed by Marisa Guterman and Keith Gerchak, and starring Martin Sheen, Jeff Hiller, Dennis Haysbert, June Squibb, Stacy Keach, Santino Fontana, Loretta Devine, Jon Lovitz, Dot-Marie Jones, Liza Weil, Rory O'Malley, Esther Povitsky, Benamin Steinhauser, Yvette Yates Redick, and Mark L. Walberg. It is Guterman and Gerchak's feature directorial debut.[1]","Marisa Guterman, Keith Gerchak","Marisa Guterman, Keith Gerchak","Marisa Guterman, Keith Gerchak","Martin Sheen, Dennis Haysbert, June Squibb, Stacy Keach, Loretta Devine, Jon Lovitz, Santino Fontana, Jeff Hiller, Dot-Marie Jones, Liza Weil, Rory O'Malley, Esther Povitsky, Benamin Steinhauser, Yvette Yates Redick, Mark L. Walberg",Davon Slininger,Tricia Holmes,"October 19, 2024(NBFF)",United States,English
1539,The Lost Boys of Dilworth,"The Lost Boys of Dilworth is a 2024 New Zealand docudrama that explores revelations of sexual abuse by staff against students at Auckland's Dilworth School. It was written and presented by former Dilworth student and victim Mark Staufer and screened on TVNZ1 and TVNZ+ on 14 April 2024.[2][3] Besides Staufer, the documentary also featured interviews with former Dilworth alumni Mat Stapleton, Vaughan Sexton and Paula Doherty,[4] the sister of the late former student Sean Doherty.[5]","Peter Burger, Mary Durham",Mark Staufer,,,,Emma Patterson,"April 14, 2024(New Zealand)1",New Zealand,English
1540,Lost but Win,"The film was released for streaming on 26 May 2024 on Tencent Video, iQiyi and Youku.[2]",Xin Zhao,,Yang Rui,"Michael Tse, Jason Chu, Jerry Lamb, Yuen Wah, Yuen Qiu",,,26 May 2024,China,Mandarin
1541,Lost Chapters,"After years abroad, Ena returns to Venezuela with a fragmented sense of self. At home, she finds her grandmother losing her grasp of reality. Meanwhile, her father spends his days looking for rare books in an attempt to safeguard his country's literary past. When Ena discovers a mysterious postcard inside a book, she embarks on a search across Caracas to uncover a forgotten writer, Rafael Bolívar Coronado. Her search gradually interweaves with her grandmother's memory loss and her father's quixotic dreams, as they all struggle to hold on to the past.[1][2]",Lorena Alvarado,Lorena Alvarado,"José Ostos, Lorena Alvarado, coproduce with, Tyler Taormina, and Emiliana Ammirata","Ena Alvarado, Ignacio Alvarado, Adela Rodríguez","José Ostos, Lorena Alvarado",Lorena Alvarado,2024,Venezuela,Spanish
1542,The Lost Holliday,"The film premiered at the 28th annual American Black Film Festival in June 2024.[3][4][5] It was released in selected theatres on September 27, 2024, by AMC Theatres.[6][7] It was also released on Amazon Prime on May 9, 2025.",Jussie Smollett,"Jussie Smollett, Jerrell Chesney","Jussie Smollett, Tressa Azarel Smallwood, Mona Scott-Young","Vivica A. Fox, Jussie Smollett, Jabari Redd, Marquise Vilsón, Brittany S. Hall, Miriam A. Hyman, Gina Belafonte, Leslie David Baker",Joe 'Jody' Williams,Jake Smollett,June 2024(American Black Film Festival),United States,English
1543,Lost Nation,Lost Nation is a 2024 film about Ethan Allen and Lucy Terry Prince directed by Jay Craven.[1][2],,,,,,,,,
1544,Lost on a Mountain in Maine,"Lost on a Mountain in Maine is a 2024 American adventure drama survival[2] film written by Luke Paradise, directed by Andrew Kightlinger and starring Luke David Blumm as Donn Fendler.[3]  It is based on Fendler's book of the same name.[2]",Andrew Boodhoo Kightlinger,Luke Paradise,"Sylvester Stallone, Braden Aftergood, Dick Boyce, Ryan B. Cook","Luke David Blumm, Paul Sparks, Caitlin FitzGerald",Idan Menin,Andrew Drazek,"July 13, 2024(Maine International Film Festival)",United States,English
1545,Lost Sabungeros,"Lost Sabungeros was initially intended to have its world premiere at the Cinemalaya Film Festival in August 2024, but its screenings at the festival were cancelled due to ""security concerns"".[1] Its premiere was instead held at the QCinema International Film Festival in November 2024.",Bryan Kristoffer Brazil,"Lee Joseph M. Castel, (head), Mary Zeliet Paris, Mark Roland Romas",Joselito Chang Tan,,Marco Felipe Lopez,Eman Payumo,"November 9, 2024(QCinema)",Philippines,Filipino
1546,The Lost Tiger,"The Lost Tiger is a 2024 Australian animated adventure film directed, written and produced by Chantelle Murray. It is the sixth film in Like a Photon Creative's The Tales from Sanctuary City franchise. The film follows Teo, one of the last thylacines (""Tasmanian tigers""), who is taken by a family of kangaroos, and he embarks on an adventure to save his homeland from being destroyed.","Chantelle Murray, [, 1, ]","Philip Tarl Denson, Chantelle Murray","Nadine Bates, Ryan Greaves, Chantelle Murray, Kristen Souvlis","Thomas Weatherall, Rhys Darby, Celeste Barber, Jimi Bani, Nakkiah Lui",,,26 October 2024(Brisbane International Film Festival),Australia,English
1547,Love,"The film had its world premiere at the main competition of the 81st Venice International Film Festival, aiming for the Golden Lion.[4]",Dag Johan Haugerud,Dag Johan Haugerud,"Hege Hauff Hvattum, Yngve Sæther","Andrea Bræin Hovig, Tayo Cittadella Jacobsen",Cecilie Semec,Jens Christian Fodstad,"September 6, 2024(Venice)",Norway,Norwegian
1548,Love Child,"Love Child is a 2024 Philippine romantic comedy-drama film starring RK Bagatsing, Jane Oineza, and John Tyrron Ramos which was directed by Jonathan Jurilla. It about a young couple who would learn that their son has autism.[1]",Jonathan Jurilla,,Arden Rod Condez,"RK Bagatsing, Jane Oineza, John Tyrron Ramos",Rommel Sales,John Paul Ponce,"August 2, 2024(Cinemalaya)",Philippines,
1549,Love in the Big City,"Love in the Big City (Korean: 대도시의 사랑법) is a 2024 South Korean comedy-drama film directed by E.oni [ko], based on the novel of the same name by Sang Young Park, written by Kim Na-deul, and starring Kim Go-eun and Noh Sang-hyun. It revolves around two young adults — Jae-hee, a free spirit, and Heung-soo, a man who hides a deep secret — becoming best friends and roommates. They navigate their lives together, sharing both joys and hardships in Seoul.[3]","E.oni, [, ko, ]",Kim Na-deul,"Park Joon-sik, Kim Hye-sung","Kim Go-eun, Noh Sang-hyun",Kim Hyung-joo,"Kim Sun-min, Lee Hyun-mi","September 13, 2024(TIFF)",South Korea,Korean
1550,Love Letter to the Dog,"Love Letter to the Dog (Korean: 개를 위한 러브레터) is a 2024 South Korean psychological thriller drama short film written and directed by Han Seo-yul, and starring Han Sun-hwa and Chang Ryul. The film had its world premiere at the 16th Seoul Yeongdeungpo International Extreme-Short Image & Film Festival (SESIFF) on September 27, 2024.[2][3] It was produced through the ""E-CUT Project,"" a production support program where actors donate their talents to produce works and the film festival provides funding. In 2024, Han Sun-hwa participated as the talent donor for this independent film.[4][5]",Han Seo-yul,,Seo Ji-soo,"Han Sun-hwa, Chang Ryul",,"Han Seo-yul, [, 1, ]","September 27, 2024",South Korea,Korean
1551,Love Li,"Love Li is a 2024 Indian Kannada-language romantic action film directed by Chetan Keshav and produced by Ravindra Kumar under Abhuvanasa Creations. The film stars Vasishta N. Simha, Stefy Patel, Achyuth Kumar, Malavika Avinash, Sadhu Kokila, Sameeksha and Kavya Shetty.[2] The music was composed by J. Anoop Seelin, while cinematography and editing were handled by Ashwin Kennedy and Harish Komme.[3]",Chetan Keshav,Chetan Keshav,Ravindra Kumar,"Vasishta N. Simha, Stefy Patel",Ashwin Kennedy,Harish Komme,14 June 2024,India,Kannada
1552,Love Lies,"After co-writing Meow (2017), Ho Miu Ki began developing the screenplay during the COVID-19 pandemic and was selected for the First Feature Film Initiative in 2020. Principal photography took place from June to August 2023, with filming locations in Hong Kong and Hokkaido, Japan. The film features the theme song ""Penpal"" performed by MC Cheung Tin-fu.",Ho Miu Ki,,"Chan Hing Kai, Janet Chun","Sandra Ng, MC Cheung Tin-fu",Tam Wai Kai,To To,29 March 2024(HKIFF),Hong Kong,Cantonese
1553,Love Lies Bleeding,"Love Lies Bleeding is a 2024 romantic thriller film directed by Rose Glass from a screenplay she co-wrote with Weronika Tofilska, and starring Kristen Stewart, Katy O'Brian, Jena Malone, Anna Baryshnikov, Dave Franco, and Ed Harris. It is an international co-production between the United Kingdom and the United States. Set in 1989, the film's plot follows the lesbian relationship between a reclusive gym manager, who is estranged from her powerful father, a sinister businessman with a criminal history, and an ambitious bodybuilder who gets wrapped up in the father's web of violence and coverups.",Rose Glass,"Rose Glass, Weronika Tofilska","Andrea Cornwell, Oliver Kassman","Kristen Stewart, Katy O'Brian, Jena Malone, Anna Baryshnikov, Dave Franco, Ed Harris",Ben Fordesman,Mark Towns,"January 20, 2024(Sundance)","United Kingdom, United States",English
1554,Love Live! Nijigasaki High School Idol Club,"Love Live! Nijigasaki High School Idol Club[a] is a Japanese multimedia spin-off project from the Love Live! series and its game series Love Live! School Idol Festival. It was first introduced in 2017 as ""Perfect Dream Project"" and was initially created as part of the game Love Live! School Idol Festival All Stars.[1] Unlike μ's and Aqours, the previous groups from the franchise, they are a group of individual school idols who compete with each other while working together to keep their school idol club alive. Together, they are referred as the Nijigasaki High School Idol Club.[b]",,,,,,,,,
1555,Love Me,"Love Me is a 2024 American post-apocalyptic romance film written and directed by the Zucheros in their feature directorial debuts, starring Kristen Stewart and Steven Yeun.","Sam Zuchero, Andy Zuchero","Sam Zuchero, Andy Zuchero","Kevin Rowe, Luca Borghese, Ben Howe, Shivani Rawat, Julie Goldstein","Kristen Stewart, Steven Yeun",Germain McMicking,"Joseph Krings, Salman Handy","January 19, 2024(Sundance)",United States,English
1556,Love Me,,Arun Bhimavarapu,Arun Bhimavarapu,"Harshith Reddy, Hanshitha Reddy, Naga Mallidi","Ashish Reddy, Vaishnavi Chaitanya",P. C. Sreeram,Santhosh Kamireddy,25 May 2024,India,Telugu
1557,Love Mouli,"Love Mouli is a 2024 Indian Telugu-language romantic drama film directed by Avaneendra and produced by Nyra Creations LLP. The film stars Navdeep and Pankhuri Gidwani. Apart from directing the film, Avaneendra also serves as the cinematographer and editor.[1]",Avaneendra,,,"Navdeep, Pankhuri Gidwani",Avaneendra,Avaneendra,7 June 2024,India,Telugu
1558,Love Reddy,"Love Reddy is a 2024 Indian Telugu-language romantic drama film written and directed by Smaran Reddy P and produced by Hemalatha Reddy, Madhan Gopal Reddy, Naveen Reddy, Ravendra G, Prabanjan Reddy, Sunanda B Reddy, and Naga Raju Beerappa under Geethansh Productions.[1][2]",Smaran Reddy P,Smaran Reddy P,"Hemalatha Reddy, Madhan Gopal Reddy, Naveen Reddy, Ravendra G, Prabanjan Reddy, Sunanda B Reddy, Naga Raju Beerappa","Anjan Ramachendra, Shravani Krishnaveni","Askar Ali, Mohan Chary, K Shiva Shankara Vara Prasad",Kotagiri Venkateswara Rao,18 October 2024,India,Telugu
1559,Love Sex Aur Dhokha 2,"Love Sex Aur Dhokha 2 (LSD 2) is a 2024 Hindi-language anthology drama film written by Dibakar Banerjee, Shubham, Prateek Vats, and directed by Dibakar Banerjee. The film features Paritosh Tiwari, Bonita Rajpurohit, Abhinav Singh, and Swaroopa Ghosh in the lead roles. It is a sequel to the 2010 film of the same name.[3] Its narrative is a blend of found footage and screenlife format.",Dibakar Banerjee,"Dibakar Banerjee, Shubham, Prateek Vats","Shobha Kapoor, Ekta Kapoor","Paritosh Tiwari, Bonita Rajpurohit, Abhinav Singh, Swaroopa Ghosh","Anand Bansal, Riju Das, Priyashanker Ghosh",Paramita Ghosh,19 April 2024(India),India,Hindi
1560,Love Unlike in K-Dramas,The film had its world premiere at the 19th Jogja-NETPAC Asian Film Festival on 1 December 2024. It was theatrically released in Indonesia on 5 December 2024.,Meira Anastasia,,"Ernest Prakasa, Dipa Andika","Lutesha, Ganindra Bimo, Jerome Kurnia",Arfian,Ryan Purwoko,1 December 2024(Jogja),Indonesia,
1561,Love You to Debt,"A low-level debt collector (Vachirawit Chivaaree) goes around the neighborhood streets harassing shop owners and collecting debts for the loan shark he works for.[14][15] He encounters a simple woman (Urassaya Sperbund) struggling to take care of her ailing father and his hospital bills.[16][17] She has a huge debt, so he strikes a deal with her to repay it, asking a favor to date him in return.[18] He eventually falls in love with her, but later discovers that he has a terminal illness.[19][20][21]",Waasuthep Ketpetch,,"GMMTV, Parbdee Taweesuk","Vachirawit Chivaaree, Urassaya Sperbund",Wongwattana Chunhavuttiyano,,25 April 2024,Thailand,Thai
1562,"Love, Danielle","Love, Danielle is an American dramedy film co-written by Devin Sidell and produced by Amy Byer Shainman.[3] The film centers on a woman who carries a BRCA gene mutation and must decide whether to undergo preventive surgeries—such as a mastectomy and oophorectomy—to reduce her risk of developing cancer. The cast includes Devin Sidell, Jaime King, Lesley Ann Warren, Michael Roark, Barry Bostwick, Ian Owens, Marianna Palka, Larry Clarke, Raymond Cruz, Kim Coles, and Kelly Jenrette.",Marianna Palka,"Steve Sears, Devin Sidell","Joanna Kerns, Steve Morris, Amy Byer Shainman, Robin Conly, Steve Sears, Devin Sidell","Devin Sidell, Jaime King, Lesley Ann Warren, Michael Roark, Barry Bostwick, Ian Owens, Marianna Palka, Larry Clarke, Raymond Cruz, Kim Coles, Kelly Jenrette",Hana Kitasei,Alexandra Scratch,October 2024(Heartland Film Festival)1,United States,English
1563,"Love, Divided","Love, Divided (Spanish: Pared con pared) is a 2024 Spanish romantic comedy film directed by Patricia Font and written by Marta Sánchez starring Aitana Ocaña and Fernando Guallar. It is a remake of 2015 French film Blind Date based on an original story by Lilou Fogli.",Patricia Font,Marta Sánchez,,"Aitana Ocaña, Fernando Guallar",,,12 April 2024,Spain,Spanish
1564,"Love, Sitara","Love, Sitara is a 2024 Indian Hindi-language drama film directed by Vandana Kataria.[1] Produced by Ronnie Screwvala under RSVP Movies, it stars Sobhita Dhulipala and Rajeev Siddhartha.[2] It was released on ZEE5 on 27 September 2024 to positive reviews from critics.[3]",Vandana Kataria,"Sonia Bahl, Abbas Dalal, Hussain Dalal, Vandana Kataria",Ronnie Screwvala,"Sobhita Dhulipala, Rajeev Siddhartha","Szymon Lenkowski, Sidharth Kale","Paramita Ghosh, Namrata Rao",27 September 2024,India,Hindi
1565,Loveable,"The film had its world premiere at the 58th Karlovy Vary International Film Festival on 2 July 2024, where it received the Special Jury Prize and four other awards. At the 2025 Amanda Awards, the film led with nine nominations.",Lilja Ingolfsdottir,Lilja Ingolfsdottir,Thomas Robsahm,"Helga Guren, Oddgeir Thune, Heidi Gjermundsen Broch, Marte Magnusdottir Solem",Øystein Mamen,Lilja Ingolfsdottir,2 July 2024(KVIFF),Norway,Norwegian
1566,Lovely,"The cast also includes Melika Ghali as Lee's best friend Nate and Elton Tannis as his boxing coach Leonard, as well as Cole Porter Healey, Shai Barcia, Savannah Bangoura, Matthew Mugoa, Joshua Obra, Kathy Rupcic, Stu Arthur, Pablo S.J. Quiogue, Keith Singer, Farah Khan Baig, April Park, Fred Grosselfuenger, Julian Gray and Charmaine Magumbe in supporting roles.",Serville Poblete,Mark Bacolcol,"Mark Bacolcol, Serville Poblete, Shai Barcia, Jason Gosbee","Mark Bacolcol, Victoria Lenhardt, Melika Ghali, Elton Tannis",Serville Poblete,Serville Poblete,"October 26, 2024(Reelworld)",Canada,English
