,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
1412,Katha Venuka Katha,"Katha Venuka Katha is a 2023 Indian Telugu-language crime thriller film written and directed by Krishna Chaithanya and starring Viswant Duddumpudi, Srijitha Ghosh and Subha Sri.[1][2]",Krishna Chaithanya,Krishna Chaithanya,Dandamudi Avanindra Kumar,"Viswant Duddumpudi, Srijitha Ghoush, Subha Sri",,Amar Reddy Kudumula,12 May 2023,India,Telugu
1413,Kathal,"Kathal - A Jackfruit Mystery  also known as Kathal (transl. Jackfruit)[2] is a 2023 Indian Hindi-language social-satirical comedy thriller film written by Ashok Mishra and directed by Yashowardhan Mishra for Netflix.[3][4] The film is produced by Shobha Kapoor, Ekta Kapoor, Guneet Monga and Achin Jain under the banners Balaji Motion Pictures and Sikhya Entertainment.[5] The film features Sanya Malhotra, Anant V Joshi, Vijay Raaz, Rajpal Yadav, Brijendra Kala, Neha Saraf and Raghubir Yadav in prominent roles.[6][7][8] The film released on 19 May 2023 via Netflix.[9] The film revolves around two Uncle Hong jackfruits (kathal) which get stolen from the garden local MLA Munnalal Pateria, and a police team is assigned to investigate, headed by Inspector Mahima Basor.[10]",Yashowardhan Mishra,"Ashok Mishra, Yashowardhan Mishra","Shobha Kapoor, Ekta Kapoor, Guneet Monga, Achin Jain","Sanya Malhotra, Anant V Joshi, Vijay Raaz, Rajpal Yadav, Brijendra Kala, Neha Saraf",Harshvir Oberai,Prerna Saigal,19 May 2023,India,Hindi
1414,Kathar Basha Endra Muthuramalingam,,M. Muthaiah,M. Muthaiah,Vedikkaranpatti. S. Sakthivel,"Arya, Siddhi Idnani, Prabhu, K. Bhagyaraj",R. Velraj,Venkat Raajen,2 June 2023,India,Tamil
1415,Kathuru Mithuru,Kathuru Mithuru (Sinhala: කතුරු මිතුරු) is a 2023 Sri Lankan Sinhala comedy film directed by Giriraj Kaushalya and produced by Basuru Siriwardena for Alankulama Films.[2][3] The film stars Jayalath Manoratne and Mahendra Perera in lead role whereas Rodney Warnakula and Priyantha Seneviratne made supportive roles.[4][5],Giriraj Kaushalya,Giriraj Kaushalya,Basuru Siriwardena,"Jayalath Manoratne, Mahendra Perera, Rodney Warnakula, Priyantha Seneviratne","Ruwan Costa, Thusitha Anuradha",Ajith Ramanayake,22 September 2023,Sri Lanka,Sinhala
1416,Katshinau,"The cast also includes Fred-Eric Salvail, Geneviève Boivin-Roussy, Dorothée Gauthier Nolett, Ryan Bommarito, Benoît Mauffette and Adrien Lessard.","Jani Bellefleur-Kaltush, Julien G. Marcotte","Jani Bellefleur-Kaltush, Julien G. Marcotte",Geneviève Gosselin-G.,Soleil Launière,Nicolas Poitras-Gamache,Pier-Philippe Chevigny,"October 2, 2023(VIFF)",Canada,French
1417,Kattil,"Kattil (transl. Bed) is a 2023 Indian Tamil-language drama film written and directed by E. V. Ganesh Babu. Written and edited by B. Lenin, the film stars E.V. Ganesh Babu, Srushti Dange and Semmalar Annam in the lead roles. The film was released theatrically on 8 December 2023.",E. V. Ganesh Babu,B. Lenin,,"E. V. Ganesh Babu, Srushti Dange, Semmalar Annam",Ravishankar,B. Lenin,8 December 2023,India,Tamil
1418,Kazakh Business in Brazil,"Kazakh Business in Brazil (Kazakh: Қазақша бизнес Бразилияда, Russian: Бизнес по-казахски в Бразилии) is a 2023 Kazakh comedy film. A sequel to Kazakh Business in India (2022), it is the seventh movie of the Kazakh Business franchise.[1]","Älişer Utev, [, 1, ]",,Nurlan Koyanbayev,"Nurlan Koyanbayev, Jan Baijanbaev, Gülnaz Jolanova, Dariğa Badyqova, Ramazan Amantai, Qajet Smağul, Berik Tursynbekov, Maqsat Rahmet","Älişer Utev, [, 2, ]",,28 December 2023(Kazakhstan)2,,
1419,Kazhuvethi Moorkkan,"Kazhuvethi Moorkkan is a 2023 Indian Tamil-language political action drama film written and directed by Sy Gowthama Raj.[1] The film stars Arulnithi, Dushara Vijayan, and Santhosh Prathap, with Chaya Devi, Munishkanth, Sharath Lohithaswa, Rajasimman, and Yaar Kannan portraying supporting roles.[2] The music was composed by D. Imman with cinematography by Sridhar and editing by Nagooran.",Sy Gowtham Raj,Sy Gowtham Raj,S. Ambeth Kumar,"Arulnithi, Dushara Vijayan, Santhosh Prathap",Sridhar,Nagooran,26 May 2023,India,Tamil
1420,Keedaa Cola,"Keedaa Cola is a 2023 Indian Telugu-language crime-comedy film, co-written and directed by Tharun Bhascker. It stars Chaitanya Rao Madadi, Rag Mayur, Brahmanandam, Tharun Bhascker, Jeevan Kumar, Vishnu Oi, Ravindra Vijay and Raghu Ram in the main roles. The music was composed by Vivek Sagar.",Tharun Bhascker,"Tharun Bhascker, Pranay Koppala, Shanthan Raj, Ramya Kakumanu","K. Vivek Sudhanshu, Saikrishna Gadwal, Srinivas Kaushik Nanduri, Sripad Nandiraj, Upendra Varma, Rana Daggubati, (, presenter, )","Chaitanya Rao Madadi, Rag Mayur, Brahmanandam, Tharun Bhascker, Jeevan Kumar, Vishnu Oi, Ravindra Vijay, Raghu Ram",AJ Aaron,Upendra Varma,3 November 2023,India,Telugu
1421,Kelce,"Kelce is a feature-length documentary film which follows Jason Kelce during the 2022 National Football League season. It was produced by Philadelphia-based studio 9.14 Pictures, Vera Y Productions, and NFL Films. [1] It was released on Amazon Prime Video on September 11, 2023.[2] Within 24 hours of its release, Kelce became the No. 1 most watched movie on Amazon in the United States.[3] It was nominated for two Sports Emmy Awards in 2024.[4]",Don Argott,,"Don Argott, Connor Barwin, Keith Cossrow, David Ellison, Sheena M. Joyce, Pat Kelleher, Ross Ketover, Larry Platt, Jesse Sisgold, Jon Weinback",,Jarred Alterman,"Demian Fenton, Andrew Weigel","September 12, 2023",United States,English
1422,Kennedy,Kennedy  is a 2023 Indian Hindi-language neo-noir crime thriller film written and directed by Anurag Kashyap.[3] It stars Rahul Bhat and Sunny Leone in the lead roles.[4][5] The film marks the third collaboration of Kashyap and Bhat after Ugly (2013) and Dobaaraa (2022).,Anurag Kashyap,Anurag Kashyap,"Ranjan Singh, Kabir Ahuja","Rahul Bhat, Sunny Leone, Mohit Takalkar",Sylvester Fonseca,"Tanya Chhabria, Deepak Kattar",25 May 2023(Cannes),India,Hindi
1423,Kensuke's Kingdom,"The film was nominated for the inaugural BAFTA Award for Best Children's & Family Film at the 78th British Academy Film Awards, though it lost to Wallace & Gromit: Vengeance Most Fowl.","Neil Boyle, Kirk Hendry",,"Camilla Deakin, Ruth Fielding, Stephan Roellants","Sally Hawkins, Cillian Murphy, Raffey Cassidy, Aaron MacGregor, Ken Watanabe",,Richard Overall,11 June 2023(Annecy),"United Kingdom, Luxembourg, France",English
1424,Kepler 6B,The plot follows upon the meeting of Zai (a girl suffering from abuse from her stepfather) and Jonás (an isolated old man who has come to believe that he is an astronaut living in a starship moored in a far away planet).[2],Alejandro Suárez Lozano,,"Lina Badenes, Gonzalo de Santiago","Karra Elejalde, Daniela Pezzotti, Jorge Bosch, Pablo Molinero, Juli Mira, Ramiro Blas",Pablo Bürmann,Perig Guinamant,13 March 2023(Málaga),"Spain, France",Spanish
1425,The Kerala Story,"The Kerala Story is a 2023 Indian Hindi-language drama film directed by Sudipto Sen and produced by Vipul Amrutlal Shah.[1] It stars Adah Sharma, Siddhi Idnani, Yogita Bihani and Sonia Balani. The plot follows a group of women from Kerala who are coerced into converting to Islam and joining the Islamic State.[5][6] Marketed as a true story, the film is premised on the Hindutva theory of ""love jihad"",[7] and claims that thousands of Hindu women from Kerala have been converted to Islam and recruited in the Islamic State.[8][9] However, the filmmakers had to accept the addition of two disclaimers –  that the figures in the film were inauthentic, and that the film was a ""fictionalised"" depiction of events.[10]",Sudipto Sen,"Suryapal Singh, Sudipto Sen, Vipul Amrutlal Shah",Vipul Amrutlal Shah,"Adah Sharma, Siddhi Idnani, Yogita Bihani, Sonia Balani",Prasantanu Mohapatra,Sanjay Sharma,5 May 2023,India,Hindi
1426,Kezhapaya,Kezhapaya (transl. Old Fellow) is a 2023 Indian Tamil-language film directed by Yazh Gunasekaran and starring Kathiresakumar and Krishnakumar in the lead roles. It was released on 22 September 2023.[1][2],Yazh Gunasekaran,,R. Kathiresan,"Kathiresakumar, Krishnakumar, Vijaya Ranadheeran",Ajithkumar,K. N. Rajesh,22 September 2023,India,Tamil
1427,Khali Purse of Billionaires,"Khali Purse of Billionaires (transl. Empty purse of billionaires) is a 2023 Indian Malayalam-language comedy film written and directed by Maxwell Jose.[1] It stars Dhyan Sreenivasan, Arjun Ashokan, Aju Varghese, and Tanvi Ram. The film was jointly produced by Ahamed Rubin Salim, Nahas M. Hassan, and Anu Juby James under the banner of Royal Buncha Entertainment.[2]",Maxwell Jose,Maxwell Jose,"Anu Juby James, Ahmed Rubin Salim, Nahas M. Hassan","Dhyan Sreenivasan, Arjun Ashokan, Aju Varghese, Tanvi Ram",Santhosh Anima,Nowfal Abdulla,10 March 2023,India,Malayalam
1428,(August 2009),A list of films produced in Peru in year order. For a list of films A-Z currently with an article on Wikipedia see Category:Peruvian films.,,,,,,,,,
1429,Khela Hobe,Khela Hobe is a 2023 Indian Hindi-language film  starring Om Puri and Mugdha Godse.[2] The film gathered the headlines due to its title as it is one of the famous slogan of the Bangladeshi politicians Shamim Osman in 2006 later 2018 West Bengal Chief Minister Mamta Banerjee. The censor board had chopped few dialogues as it was objectionable.[3],Sunil C Sinha,,Kumari Manju,"Om Puri, Mugdha Godse, Manoj Joshi, Rati Agnihotri",Ravi Bhat,Shiva Bayappa,24 February 2023,India,Hindi
1430,Khichdi 2: Mission Paanthukistan,"Khichdi 2: Mission Paanthukistan[a] (Hindi pronunciation: [kʰɪt͡ʃ.ɽiː ʈuː mɪʃn pə̃tʰuːkɪstaːn]) is a 2023 Indian Hindi-language comedy film written and directed by Aatish Kapadia, and produced by Vineet Jain and Jamnadas Majethia. The film stars Supriya Pathak Kapur, Rajeev Mehta, Anang Desai, Vandana Pathak, Jamnadas Majethia. It is the fifth overall installment of the Khichdi franchise, and a direct sequel to the 2010 film Khichdi: The Movie.[3]",Aatish Kapadia,Aatish Kapadia,"Vineet Jain, Jamnadas Majethia","Supriya Pathak Kapur, Rajeev Mehta, Anang Desai, Vandana Pathak, Jamnadas Majethia, Kirti Kulhari",Vijay Soni,Aajay K.,17 November 2023,India,Hindi
1431,Khitrovka. The Sign of Four,"This film was theatrically released on May 18, 2023, by ""KaroRental"" Film Distribution.[6]",Karen Shakhnazarov,"Ekaterina Kochetkova, Elena Podrez, Karen Shakhnazarov","Karen Shakhnazarov, Galina Shadur","Konstantin Kryukov, Mikhail Porechenkov, Alexander Oleshko, Ivan Kolesnikov, Aleksei Vertkov, Anfisa Chernykh",Oleg Lukichyov,Irina Kozhemyakina,"May 18, 2023(Russia)",Russia,Russian
1432,Kho Gaye Hum Kahan,"Kho Gaye Hum Kahan (transl. Where Have We Lost Ourselves?) is a 2023 Indian Hindi-language coming-of-age buddy drama film directed by Arjun Varain Singh, in his directorial debut.[2][3] Written by Singh, Zoya Akhtar, Reema Kagti and produced by Ritesh Sidhwani, Akhtar, Kagti, and Farhan Akhtar under the banners of Excel Entertainment and Tiger Baby Films, the film stars Siddhant Chaturvedi, Ananya Panday, and Adarsh Gourav as three friends who navigate their goals and relationships against the pressures of social media. Kalki Koechlin, Anya Singh and Rohan Gurbaxani appear in supporting roles.",Arjun Varain Singh,"Arjun Varain Singh, Zoya Akhtar, Reema Kagti, Yash Sahai","Zoya Akhtar, Reema Kagti, Ritesh Sidhwani, Farhan Akhtar","Siddhant Chaturvedi, Ananya Panday, Adarsh Gourav",Tanay Satam,Nitin Baid,26 December 2023,India,Hindi
1433,Khufiya,"Khufiya (transl. Secret) is a 2023 Indian Hindi-language spy thriller film written, produced, scored and directed by Vishal Bhardwaj, based on Amar Bhushan's espionage novel Escape to Nowhere. The film stars Tabu, Ali Fazal, Wamiqa Gabbi and Azmeri Haque Badhon (in her Hindi film debut). The film revolves around a Research and Analysis Wing operative who is assigned to track down a mole, who is selling defense secrets, while also grappling with her dual identity as a spy and lover.",Vishal Bhardwaj,"Rohan Narula, Vishal Bhardwaj","Vishal Bhardwaj, Rekha Bhardwaj","Tabu, Ali Fazal, Wamiqa Gabbi, Azmeri Haque Badhon",Farhad Ahmed Dehlvi,A. Sreekar Prasad,5 October 2023,India,Hindi
1434,Khun Pan 3,"It is the third and final installment in the Khun Pan Trilogy, preceded by Khun Pan (2016) and Khun Pan 2 (2018).",Kongkiat Khomsiri,Kongkiat Khomsiri,Somsak Techarattanaprasert,"Ananda Everingham, Mario Maurer, Phakin Khamwilaisak, Bhumibhat Thavornsiri, Sarika Sathsilpsupa, Chidjun Hung, Nutthanaphol Thinroj, Arak Amornsupasiri",,,"March 1, 2023",Thailand,Thai
1435,Kick,"Kick is a 2023 Indian Tamil-language romantic comedy film written and directed by Prashant Raj. It is produced by Naveen Raj under the production banner Fortune Films. A remake of the director's Kannada film Zoom (2016) which itself is a remake of Lover Come Back (1961),[1] the film stars Santhanam and Tanya Hope in the lead roles, Ragini Dwivedi, Brahmanandam, Mansoor Ali Khan, Senthil, Thambi Ramaiah, Kovai Sarala, and Manobala in supporting roles.",Prashant Raj,Prashant Raj,Naveen Raj,"Santhanam, Tanya Hope",Sudhakar S. Raj,Nagooran Ramachandran,1 September 2023,India,Tamil
1436,Kida,"Kida is a 2023 Indian Tamil-language drama film written and directed by Ra. Venkat. Produced by Sravanthi Ravi Kishore under the production banner Sri Sravanthi Movies, the film stars Kaali Venkat and Poo Ramu in the lead roles, and Dileep and Pandiyamma in supporting roles. The film was released theatrically on 11 November 2023.[1]",Ra. Venkat,,Sravanthi Ravi Kishore,"Kaali Venkat, Poo Ramu, Dileep",M. Jayaprakash,Anand Geraldin,11 November 2023,India,Tamil
1437,Kiddo,Kiddo is a 2023 Dutch drama road movie directed by Zara Dwinger (in her directorial debut) who co-wrote it with Nena van Driel.[1][2] Starring Frieda Barnhard and Rosa van Leeuwen.[3] It is about an absentee mother who snatches her daughter from her adoptive family to take her on a road trip to Poland to be together forever.[4],Zara Dwinger,"Zara Dwinger, Nena van Driel",Layla Meijman,"Frieda Barnhard, Rosa van Leeuwen",Douwe Hennink,Fatih Tura,19 February 2023(Berlinale),Netherlands,"Dutch, Polish, English"
1438,Kidnapped,"Kidnapped (Italian: Rapito), released in the US as Kidnapped: The Abduction of Edgardo Mortara,[4] is a 2023 historical drama film co-written and directed by Marco Bellocchio, about Edgardo Mortara, a young Jewish boy who was taken from his family by the Papal States and raised as a Catholic. It is loosely based on Daniele Scalise's book Il caso Mortara.[5] It is a co-production between Italy, France and Germany.[2]",Marco Bellocchio,,"Beppe Caschetto, Simone Gattoni",,Francesco Di Giacomo,"Francesca Calvelli, Stefano Mariotti",23 May 2023(Cannes),"Italy, France, Germany","Italian, Latin, [, 2, ], Hebrew, [, 2, ], Emilian, [, 2, ]"
1439,Kill,"Kill is a 2023 Indian Hindi-language action thriller film written and directed by Nikhil Nagesh Bhat and produced by Dharma Productions and Sikhya Entertainment. The film, which is inspired by a train robbery experienced by Bhat in 1995, stars Lakshya, Raghav Juyal, Ashish Vidyarthi, Harsh Chhaya, Tanya Maniktala and Abhishek Chauhan.[4][5][6]",Nikhil Nagesh Bhat,Nikhil Nagesh Bhat,"Karan Johar, Guneet Monga, Apoorva Mehta, Achin Jain","Lakshya, Raghav Juyal, Ashish Vidyarthi, Abhishek Chauhan, Harsh Chhaya, Tanya Maniktala",Rafey Mehmood,Shivkumar V. Panicker,7 September 2023(TIFF),India,Hindi
1440,Kill Boksoon,"A man lies half-naked on the cold ground, clutching a pillow. Wondering if he had left a hotel window open, he realizes he is on a bridge. Soon, the contract killer Gil Bok-soon wakes him. He is revealed to be Shinichiro Oda, a second-generation Korean-Japanese yakuza. Oda asks why she has not killed him yet. Bok-soon mentions her daughter Jae-young, recalling a moment when Jae-young criticized corruption and unfair competition. Seeking a fair fight, Bok-soon allows Oda to prepare his weapon, but when the duel begins, she abruptly abandons the rules, shooting him mid-battle. As Oda curses her in Korean, Bok-soon finishes him off.",Byun Sung-hyun,Byun Sung-hyun,Yi Jin-hee,"Jeon Do-yeon, Sul Kyung-gu, Kim Si-a, Esom, Koo Kyo-hwan",Cho Hyung-rae,Kim Sang-bum,"February 18, 2023(Berlinale)",South Korea,Korean
1441,Kill Her Goats,"Kill Her Goats was released on 4K UHD, Blu-ray, and video-on-demand (VOD) in March 2023.[3][4]",Steve Wolsh,Steve Wolsh,Steve Wolsh,"Arielle Raycene, Ellie Gonsalves, Monica Sims, Dani Mathers, Kane Hodder",,,March 2023,United States,English
1442,The Kill Room,"The Kill Room is a 2023 American crime comedy thriller film directed by Nicol Paone and written by Jonathan Jacobson. It stars Uma Thurman, Joe Manganiello, Maya Hawke, Debi Mazar, Dree Hemingway and Samuel L. Jackson.",Nicol Paone,Jonathan Jacobson,"Uma Thurman, Bill Kenwright, Dannielle Thomas, Jason Weinberg, Anne Clements, William Rosenfeld, Jon Keeyes, Jordan Yale Levine, Jordan Beckerman, Nicol Paone, Ram Vishwas Hannurkar, [, 1, ]","Uma Thurman, Joe Manganiello, Maya Hawke, Debi Mazar, Dree Hemingway, Samuel L. Jackson",Bartosz Nalasek,"Felipe Vasquez, [, 2, ], Gillian Hutshing","September 28, 2023",United States,English
1443,Killer Book Club,Killer Book Club (Spanish: El club de los lectores criminales) is a 2023 Spanish slasher film directed by  Carlos Alonso from a screenplay by Carlos García Miranda based on the novel by García Miranda which stars Veki Velilla.,Carlos Alonso,,,"Veki Velilla, Álvaro Mel, Iván Pellicer, Hamza Zaidi, Ane Rot, Priscilla Delgado, María Cerezuela, Carlos Alcaide",,,25 August 2023,Spain,Spanish
1444,Killer Kites,"Killer Kites is a 2023 American comedy horror film directed by Paul Dale and Austin Frosch, written by Frosch and starring Manon Pages, Carter Simoneaux, Austin Naulty and Zach Lee","Paul Dale, Austin Frosch",Austin Frosch,Zach Lee,"Manon Pages, Carter Simoneaux, Austin Naulty, Zach Lee",,,"May 26, 2023",United States,English
1445,Killer of Men,"Killer of Men is a 2023 American independently-produced suspense film written and directed by Tzvi Friedman (credited mononymously as ""Tzvi"").[1][2]","Tzvi Friedman (credited as ""Tzvi"")",Tzvi,Cary Woods,"Jon Peterson, Stacie Brown",Mikhail Kniazev,Kristian Otero,2023,United States,English
1446,The Killer,"The Killer is a 2023 American action thriller film[3] directed by David Fincher from a screenplay by Andrew Kevin Walker. It is based on the French graphic novel series The Killer written by Alexis ""Matz"" Nolent and illustrated by Luc Jacamon.[5] The film stars Michael Fassbender in the main role alongside Arliss Howard, Charles Parnell, Kerry O'Malley, Sala Baker, Sophie Charlotte, and Tilda Swinton in supporting roles. In the film, Fassbender plays an assassin who embarks on an international vendetta after a hit goes wrong.",David Fincher,,"William Doyle, Peter Mavromates, Ceán Chaffin","Michael Fassbender, Arliss Howard, Charles Parnell, Kerry O'Malley, Sala Baker, Sophie Charlotte, Tilda Swinton",Erik Messerschmidt,Kirk Baxter,"September 3, 2023(Venice)",United States,English
1447,Killers of the Flower Moon,"Killers of the Flower Moon[b] is a 2023 American epic crime drama film directed by Martin Scorsese, who co-wrote the screenplay with Eric Roth, based on the 2017 nonfiction book. It stars Leonardo DiCaprio, Robert De Niro, and Lily Gladstone. Set in 1920s Oklahoma, it focuses on a series of murders of Osage members and relations in the Osage Nation after oil was discovered on tribal land. The tribal members had retained mineral rights on their reservation, but a corrupt local political boss sought to steal the wealth. It is the sixth feature film collaboration between Scorsese and DiCaprio, the tenth between Scorsese and De Niro, and the eleventh and final between Scorsese and composer Robbie Robertson, who died two months before the film's release and to whom the film is dedicated.",Martin Scorsese,,"Dan Friedkin, Bradley Thomas, Martin Scorsese, Daniel Lupi","Leonardo DiCaprio, Robert De Niro, Lily Gladstone",Rodrigo Prieto,Thelma Schoonmaker,"May 20, 2023(Cannes)",United States,"English, Osage"
1448,Killing Romance,"Killing Romance (Korean: 킬링 로맨스; RR: Killing romaenseu) is a 2023 South Korean musical romantic comedy film directed by Lee Won-suk, starring Lee Hanee, Lee Sun-kyun, and Gong Myung. Described as ""a love story, a musical, a murder plot and a million things in between,"" the film follows a former star actress as she teams up with her super-fan teenage neighbor in an attempt to escape her toxic marriage to a cartoonishly villainous real estate mogul.[2]",Lee Won-suk,,,"Lee Hanee, Lee Sun-kyun, Gong Myung",Kang Min-woo,Jeong Ji-eun,"April 14, 2023",South Korea,Korean
1449,Kim's Video,"The film outlines the store's history, most notably its reacquisition and restoration to New York City after the trip to Salemi, Italy, featuring clips from both mainstream and rarely-seen films that are part of Kim's collection of videos and DVDs, alongside archival footage and interviews with former employees like Alex Ross Perry.[4][5]","David Redmon, Ashley Sabin","David Redmon, Ashley Sabin","Francesco Galavotti, David Redmon, Ashley Sabin, Dale Smith, Deborah Smith, Rebecca Tabasky",,David Redmon,"Mark Becker, David Redmon, Ashley Sabin","January 19, 2023(Sundance)",,"English, Italian, Korean"
1450,Kina & Yuk,"Although sometimes described as a documentary,[3][4][5] the film is officially listed as a fiction feature and combines real wildlife footage with a scripted narrative.",Guillaume Maidatchevsky,"Guillaume Lonergan, Guillaume Maidatchevsky, Michael Souhaité",,,,,27 December 2023(France),"France, Italy, Canada",French
1451,Kindling,"A group of young men return to their hometown to turn their friend Sid's final summer into a celebration of life and friendship. Facing mortality, Sid wants to create a legacy and be remembered forever. With his obsession for astronomy and the atmosphere, he comes up with a plan to bring everyone together and make this summer unforgettable. He gives each boy a category - love, home, friends, family and location - and asks them to find an item that connects them all with the word they've been given. That week they'll build a fire to burn the items they collect, a ritual that Sid believes will make him last forever.",Connor O'Hara,Connor O'Hara,"Jamie Gamache, Mark Foligno",,David Wright,Sarah Peczek,25 March 2023(Cleveland),United Kingdom,English
1452,King Coal,King Coal is a 2023 documentary film about the culture around coal mining in Appalachia.[2][3],Elaine McMillion Sheldon,"Logan Hill,, Shane Boris, , Heather Hannah",,,,,23 January 2023(United States)1,USA,English
1453,The King of Algiers,"The King of Algiers (French: Omar la fraise, lit. 'Omar the Strawberry') is a 2023 French crime comedy film directed by Elias Belkeddar in his directorial debut, starring Reda Kateb and Benoît Magimel.[4] The film premiered on 20 May 2023 at the 76th Cannes Film Festival. It was released in France on 24 May 2023.",Elias Belkeddar,"Elias Belkeddar, Thomas Bidegain, Jérôme Pierrat","Mourad Belkeddar, Hugo Sélignac, [, 1, ]","Reda Kateb, Benoît Magimel",André Chemetoff,Simon Jacquet,20 May 2023(Cannes),France,"French, Arabic"
1454,King of Killers,"King of Killers is a 2023 Canadian American action adventure film written and directed by Kevin Grevioux and starring Alain Moussi, Marie Avgeropoulos, Georges St-Pierre, Stephen Dorff and Frank Grillo.[1]  It is based on Grevioux’s graphic novel of the same title.[2]  It is also Grevioux’s feature directorial debut.[3]",Kevin Grevioux,Kevin Grevioux,,"Alain Moussi, Marie Avgeropoulos, Georges St-Pierre, Stephen Dorff, Frank Grillo",,,"September 1, 2023","United States, Canada",English
1455,King of Kotha,"King of Kotha (also marketed as KOK) is a 2023 Indian Malayalam language gangster film directed by Abhilash Joshiy in his directorial debut.[1][4] Jointly produced by Wayfarer Films and Zee Studios, the film stars Dulquer Salmaan in the titular role, with an ensemble cast of Shabeer Kallarakkal, Aishwarya Lekshmi, Prasanna, Gokul Suresh, Nyla Usha, Shammi Thilakan, Chemban Vinod Jose, Sajitha Madathil, Shanthi Krishna, Saran Shakthi and Anikha Surendran.",Abhilash Joshiy,Abhilash N. Chandran,"Dulquer Salmaan, Zee Studios","Dulquer Salmaan, Shabeer Kallarakkal, Aishwarya Lakshmi, Prasanna, Gokul Suresh, Nyla Usha, Chemban Vinod Jose",Nimish Ravi,Shyam Sasidharan,24 August 2023,India,Malayalam
1456,The King of Musang King,"The King of Musang King (Chinese: 猫山王中王) is a 2023 Malaysian-Singaporean Chinese New Year comedy film directed by Jack Neo.[1] The film stars Neo, Yeo Yann Yann, Mark Lee, Henry Thia, Gadrick Chin, Glenn Yong, Angeline Teoh and Jamie Chu.[2][3] Set in Raub, Pahang, Malaysia, the film follows an ambitious durian farmer Wang Mao Shan (Neo) who aims to expand his business overseas. He develops feelings for his neighbour and business partner Liu Mei Lian (Yeo) along the way but faces complications when her estranged husband Wang Jin Shui (Lee) returns. It also marks the on-screen reunion of Jack Neo, Mark Lee and Henry Thia after their previous collaborations in Money No Enough, That One No Enough, Money No Enough 2, Where Got Ghost? and Money No Enough 3. Secondly, It also marks another on-screen reunion of Yeo Yann Yann and  Mark Lee after their previous collaborations as couples being wife and husband respectively in movies known as Being Human, Petaling Street Warriors and Lee Chong Wei. Moreover, it also marks another on-screen reunion of Yeo Yann Yann and Henry Thia after their previous collaboration in Love Matters where they both portrayed couples being wife and husband respectively. Furthermore, it also marks another on-screen reunion of Henry Thia and Gadrick Chin after their previous collaboration in Take 2. At the same time, besides Thia and Chin collaborating again, they also reprised their roles as Ah Hui and Sha Bao from The Diam Diam Era, The Diam Diam Era Two, Ah Boys to Men 3: Frogmen and Take 2 respectively. Also, it marks another on-screen reunion of Mark Lee, Henry Thia and Gadrick Chin after their previous collaboration in Number 1, in which Lee also portrayed a very similar role just like this film where both roles featured his characters looking for many jobs and work on them but ultimately were all failed attempts, which led them working as a drag queen in that film and durian seller with his family in this film respectively.",Jack Neo,,Jack Neo,"Jack Neo, Yeo Yann Yann, Mark Lee, Henry Thia, Gadrick Chin, Glenn Yong, Angeline Teoh, Jamie Chu",,Yim Mun Chong,21 January 2023,"Malaysia, Singapore","Mandarin, Hokkien, Cantonese"
1457,The King Tide,"The King Tide is a 2023 Canadian drama thriller film, directed by Christian Sparkes.[1]",Christian Sparkes,"Albert Shin, William Woods","Allison White, William Woods","Frances Fisher, Lara Jean Chorostecki, Clayne Crawford, Aden Young",Mike McLaughlin,Justin Oakey,11 September 2023(TIFF),Canada,English
1458,Kingdom 3: The Flame of Destiny,"Kingdom 3: The Flame of Destiny (キングダム 運命の炎, Kingudamu Unmei no Hono) is a 2023 Japanese historical war film directed by Shinsuke Sato, based on Yasuhisa Hara's manga series Kingdom. It is a sequel to Kingdom (2019) and Kingdom 2: Far and Away (2022). The film stars Kento Yamazaki, Ryo Yoshizawa, Kanna Hashimoto, Takao Osawa, and Masami Nagasawa as returning cast for the film.",Shinsuke Sato,,"Kouji Hirano, Shirley Kao, Naoaki Kitajima, Shinzou Matsuhashi, Ryousuke Mori","Kento Yamazaki, Ryo Yoshizawa, Kanna Hashimoto, Nana Seino, Anne Watanabe, Kataoka Ainosuke VI, Takao Osawa",Tooru Kawazu,Tsuyoshi Imai,"July 28, 2023",Japan,Japanese
1459,Kirkkan,"Kirkkan is a 2023 Indian Malayalam-language crime thriller film written and directed by Josh (in his feature film debut).[1] The film stars Vijayaraghavan, Salim Kumar, Kani Kusruti, Johny Antony, Anarkali Marikar, Appani Sarath, Meera Vasudev, and Maqbool Salmaan in lead roles.[2] The music and background score was composed by Manikandan Ayyappa.[3]",Josh,Josh,"Dr.Mathew Mampra, Ajith Nair, Rj Ajeesh Saarangi, Remya Josh","Salim Kumar, Vijayaraghavan, Kani Kusruti, Johny Antony, Anarkali Marikar",Gowtham Lenin,Rohith VS Variyath,21 July 2023,India,Malayalam
1460,Kisi Ka Bhai Kisi Ki Jaan,"Kisi Ka Bhai Kisi Ki Jaan (transl. Someone's Brother, Someone's Lover), also known by the initialism KBKJ, is a 2023 Indian Hindi-language action comedy film[4] directed by Farhad Samji and produced by Salman Khan Films. The film, a remake of the 2014 Tamil film Veeram, stars Salman Khan, Venkatesh and Pooja Hegde.",Farhad Samji,"Farhad Samji, Sparsh Khetarpal, Tasha Bhambra",Salman Khan,"Salman Khan, Venkatesh, Pooja Hegde",V. Manikandan,Mayuresh Sawant,21 April 2023,India,Hindi
