,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
1529,Look at Me,"Look at Me is a 2022 documentary film, directed by Sabaah Folayan. It focuses on the life and death of the rapper and singer-songwriter Jahseh Dwayne Ricardo Onfroy, known as XXXTentacion. The film's title is named after his breakthrough single. It premiered at the South by Southwest Film Festival on March 15, 2022, and was released on Hulu on May 26, 2022.[1][2][3][4][5][6]",Sabaah Folayan,,"Cleopatra Bernard, Chloe Campion, Bob Celestin, Darcy McKinnon, Solomon Sobande, Rob Stone","XXXTentacion, (archival footage), Geneva Ayala, Cleopatra Bernard, John Cunningham, Jenesis Sanchez, Ski Mask the Slump God, Solomon Sobande",,"Chris McNabb, Luis Carballar","March 15, 2022(SXSW)",United States,English
1530,Look Both Ways,"Look Both Ways is a 2022 American romantic comedy-drama film directed by Wanuri Kahiu and written by April Prosser. The film stars Lili Reinhart, Luke Wilson, Andrea Savage, Aisha Dee, Danny Ramirez, David Corenswet, and Nia Long.",Wanuri Kahiu,April Prosser,"Bryan Unkeless, Eric Newman, Jessica Malanaphy","Lili Reinhart, Danny Ramirez, David Corenswet, Aisha Dee, Andrea Savage, Luke Wilson, Nia Long",Alan Caudillo,Brad Leach,"August 17, 2022",United States,English
1531,LookAtMe,"#LookAtMe is a 2022 Singaporean film directed by Ken Kwek. It was premiered at 2022 New York Asian Film Festival.[1] The film was inspired by Amos Yee's 2015 vlogs that criticised Lee Kuan Yew and Christianity, and other real life events.[2]",Ken Kwek,,,,,,"23 July 2022(New York, USA)1",Singapore,English
1532,Looop Lapeta,"Looop Lapeta is a 2022 Indian Hindi-language comedy-thriller film directed by Aakash Bhatia and jointly produced by Sony Pictures Films India, Ellipsis Entertainment and Aayush Maheshwari. An official adaptation of the award-winning German film Run Lola Run by Tom Tykwer, the film stars Taapsee Pannu  and Tahir Raj Bhasin in the lead roles.[3][4][5][6] The film premiered on 4 February 2022 on Netflix.[7]",Aakash Bhatia,"Dr. Vinay Chhawal, Ketan Pedgaonkar, Aakash Bhatia, Arnav Vepa Nanduri","Tanuj Garg, Atul Kasbekar, Aayush Maheshwari","Taapsee Pannu, Tahir Raj Bhasin","Yash Khanna, [, 1, ]",Priyank Prem Kumar,4 February 2022,India,Hindi
1533,Lord of the Ants,"Lord of the Ants (Italian: Il signore delle formiche, literally ""The Lord of the Ants"") is a 2022 Italian biographical drama film co-written and directed by Gianni Amelio. The film was entered into the main competition at the 79th Venice International Film Festival.[1][2][3]",Gianni Amelio,,,"Luigi Lo Cascio, Elio Germano, Leonardo Maltese, Sara Serraiocco, Anna Caterina Antonacci",Luan Amelio Ujkaj,Simona Paggi,"September 6, 2022(Venice)",,Italian
1534,The Loser Man,"Ahmad Khosravi (Javad Ezzati), in the midst of his busy personal life, becomes responsible for handling mysterious cases. A case whose discovery process confuses Ahmed with his doubts and worries and affects his life.",Mohammad Hossein Mahdavian,"Mohammad Hossein Mahdavian, Hossein Hassani, Ebrahim Amini","Amir Banan, Kamran Hejazi","Javad Ezzati, Rana Azadivar, Babak Karimi, Anahita Dargahi",Hadi Behrouz,Sajad Pahlavanzadeh,"February 1, 2022(FIFF)",Iran,Persian
1535,Lost & Found,"Lost & Found (Spanish: Objetos, lit. 'Objects') is a 2022 thriller film directed by Jorge Dorado from a screenplay by Natxo López which stars Álvaro Morte, China Suárez, and Verónica Echegui. It is a Spanish-Argentine-German co-production.",Jorge Dorado,,,"Álvaro Morte, China Suárez, Verónica Echegui, Daniel Aráoz, Andy Gorostiaga, Maitane San Nicolás, Selva Alemán, Zorion Eguileor",David Acereto,,17 September 2022(Santander),"Spain, Argentina, Germany",Spanish
1536,Lost Bullet 2,"Lost Bullet 2 (French: Balle perdue 2) is a 2022 French action film directed by Guillaume Pierret. It is a sequel to Lost Bullet, which came out in 2020 on Netflix.[1]",Guillaume Pierret,,"Guillaume Pierret, Alban Lenoir",,Morgan S. Dalibert,,11 November 2022,France,"French, [, a, ]"
1537,The Lost City,"The Lost City is a 2022 American action-adventure comedy film directed by Aaron and Adam Nee, who co-wrote the screenplay with Oren Uziel and Dana Fox, based on a story by Seth Gordon.[5] Starring Sandra Bullock, Channing Tatum, Daniel Radcliffe, Da'Vine Joy Randolph and Brad Pitt, the film follows a romance novelist and her cover model, who must escape a billionaire who wants her to find a lost ancient burial chamber described in one of her books.","Aaron Nee, Adam Nee",,"Sandra Bullock, Liza Chasin, Seth Gordon","Sandra Bullock, Channing Tatum, Daniel Radcliffe, Da'Vine Joy Randolph, Brad Pitt",Jonathan Sela,Craig Alpert,"March 12, 2022(SXSW)",United States,English
1538,The Lost City of Melbourne,The film premiered at the Melbourne International Film Festival on 9 August 2022.,"Gus Berger, [, 1, ], [, 2, ]","Gus Berger, [, 2, ]","Gus Berger, [, 2, ]",,"Andrew Watson, [, 2, ], Radar Kane, [, 2, ]","Shannon Swan, [, 2, ], Phoenix Anna Cherry, [, 2, ]",9 August 2022(Melbourne International Film Festival),"Australia, [, 1, ]",English
1539,The Lost Girls,The film was released in cinemas and to streaming platforms on 17 June 2022.[1],Livia De Paolis,Livia De Paolis,"Chris Curling, Meta Valentic, Sam Tipper-Hale, Peter Touche, Livia De Paolis","Livia De Paolis, Louis Partridge, Emily Carey, Ella-Rae Smith, Joely Richardson, Iain Glen, Vanessa Redgrave",Anna Patarakina,Patricia Rommel,17 June 2022,,English
1540,Lost in the Stars,"Lost in the Stars (Chinese: 消失的她; lit. 'She Who Disappeared') is a 2022 Chinese mystery film directed by Cui Rui and Liu Xiang, and starring Zhu Yilong, Ni Ni, Janice Man, and Du Jiang.[3] The film is adapted from Aleksey Korenev's [ru] 1990 Soviet comedy film Trap for a Lonely Man and French playwright Robert Thomas' 1960 play Trap for a Lonely Man (Piege Pour un Homme Seul). It tells the story of businessman He Fei and his wife, Li Muzi, who disappears during an anniversary trip to Southeast Asia; the woman who reappears, claiming to be Li Muzi, is not his wife.[4][5]","Cui Rui, Liu Xiang",,Chen Sicheng,"Zhu Yilong, Ni Ni, Janice Man, Du Jiang",Shan He,Hongjia Tang,25 December 2022(Hainan International Film Festival),China,"Mandarin, Thai, English"
1541,The Lost King,"The Lost King is a 2022 British biographical film directed by Stephen Frears. Written by Steve Coogan and Jeff Pope, it is based on the 2013 book The King's Grave: The Search for Richard III by Philippa Langley and Michael Jones. It is a dramatisation of the story of Philippa Langley (Sally Hawkins), the woman who initiated the search to find King Richard III's remains under a car park in Leicester, and her treatment by the University of Leicester in the claiming of credit for the discovery. Coogan and Harry Lloyd also feature in the cast.",Stephen Frears,,"Steve Coogan, Christine Langan, Dan Winch","Sally Hawkins, Steve Coogan, Harry Lloyd, Mark Addy, Lee Ingleby, James Fleet",Zac Nicholson,Pia Di Ciaula,10 September 2022(TIFF),United Kingdom,English
1542,Lost Love,"Lost Love (Chinese: 流水落花) is a 2022 Hong Kong drama film directed by Ka Sing-fung. The film stars Sammi Cheng, Alan Luk Chun-kwong [zh], and Hedwig Tam, and centers on a foster family navigating love, loss, and emotional healing. It premiered on 13 November 2022 at the Hong Kong Asian Film Festival as a closing film,[1] and was theatrically released on 2 March 2023.[2]","Ka Sing-fung, [, zh, ]","Ka Sing-fung, Lo Kim-fei",Katherine Lee Ka-wai,"Sammi Cheng, Alan Luk Chun-kwong, Hedwig Tam","Danny Szeto Yat-lui, [, zh, ]",,13 November 2022(HKIFF),Hong Kong,Cantonese
1543,A Lot of Nothing,A Lot of Nothing is a satirical thriller focusing on the topics of racism and Police brutality in the United States. The film premiered at South by Southwest in 2022.[1] It received mixed reviews.,Mo McRae,"Sarah Kelly Kaplan, Mo McRae","Inny Clemons, Zak Kristofek","Y'lan Noel, Cleopatra Coleman, Justin Hartley",John Rosario,Annie Eifrig,March 2022(SXSW),USA,English
1544,Lotawana,"Lotawana is a 2022 American adventure drama film written and directed by Trevor Hawkins and starring Jennifer Seward, Todd Blubaugh and Anita Cordell.[1]",Trevor Hawkins,Trevor Hawkins,,"Jennifer Seward, Todd Blubaugh, Anita Cordell",,,2022,United States,English
1545,Lou,"Lou is a 2022 American crime thriller film directed by Anna Foerster. The film stars Allison Janney, Jurnee Smollett, Logan Marshall-Green, Ridley Asha Bateman, and Matt Craven.",Anna Foerster,"Maggie Cohn, Jack Stanley","J. J. Abrams, Jon Cohen, Hannah Minghella","Allison Janney, Jurnee Smollett, Logan Marshall-Green, Ridley Asha Bateman, Matt Craven",Michael McDonough,"Matt Evans, Paul Tothill","September 23, 2022",United States,English
1546,Louis Armstrong's Black & Blues,"On review aggregator website Rotten Tomatoes, the film holds an approval rating of 98% based on 54 reviews, with an average rating of 8.2/10. The website's consensus reads: ""A fitting tribute to a titan of American music, Louis Armstrong's Black & Blues honors its subject by letting him tell his story in his own words.""[2]",Sacha Jenkins,,"Sara Bernstein, Sacha Jenkins, Justin Wilkes, Julie Anderson",,Ed Lachman,,"October 28, 2022",United States,English
1547,Love 360,Love 360 is a 2022 Indian Kannada-language romantic crime thriller film directed by Shashank starring debutant Praveen Kumar and Rachana Inder. This movie is inspired from a 2009 released Korean movie Mother.[1],Shashank,Shashank,,"Praveen Kumar, Rachana Inder",Abilash Kalathi,Giri Mahesh,"August 19, 2022",India,Kannada
1548,Love Accidentally,"Love Accidentally is a 2022 American romantic comedy film written by Robert Dean Klein, directed by Peter Sullivan, and starring Brenda Song and Aaron O'Connell. It was released on Amazon Freevee on July 15, 2022.",Peter Sullivan,Robert Dean Klein,Brenda Song,"Brenda Song, Aaron O'Connell, Denise Richards",Joseph M. Setele,Randy Carter,"July 15, 2022",United States,English
1549,Love According to Dalva,"At the 13th Magritte Awards, Dalva received nine nominations and won seven awards, including Best Film and Best Director for Nicot.[3][4]",Emmanuelle Nicot,"Emmanuelle Nicot, Jacques Akchoti, (collaboration), Bulle Decarpentries, (collaboration)","Julie Esparbes, Delphine Schmit","Zelda Samson, Alexis Manenti, Fanta Guirassy",Caroline Guimbal,Suzana Pedro,20 May 2022(Cannes),"Belgium, France",French
1550,Love and Communication,"Love and Communication follows a young couple navigating the challenges of raising a son recently diagnosed with autism. As they become embroiled in a battle with their school district over his education, the tension begins to take a toll on their marriage.[4]",James J. Christy,James J. Christy,"Rob Margolies, Kevin Granahan, Zinarta Judea Cruse","Lev Gorn, Briana Evigan, Ryan Kennedy, Ellen Adair, Nikkole Salter",Eddie Bernard,James J. Christy,23 April 2022(AIFF),United States,English
1551,Love & Gelato,"Love & Gelato is a 2022 romantic comedy film[1] directed and written by Brandon Camp.[2] It follows 17-year-old Lina Emerson (Susanna Skaggs) as she travels to Rome in the summer before starting college shortly after her mother's funeral to fulfill her final wish. While in Italy, she is set on a journey to discover romance, adventure, and gelato. The film is based on the bestselling 2016 young adult novel by Jenna Evans Welch.[3]",Brandon Camp,Brandon Camp,"Viola Prestieri, David Bertoni","Susanna Skaggs, Tobia De Angelis, Owen McDonnell",,,"June 22, 2022(worldwide)",,"English, Italian"
1552,Love and Leashes,"Love and Leashes (Korean: 모럴센스; RR: Moreol senseu) is a 2022 South Korean romantic comedy film, based on the webtoon  Moral Sense by Gyeoul. The film directed by Park Hyun-jin and starring Seohyun and Lee Jun-young, depicts a romance between Ji-hoo, who has everything perfect but has secret BDSM desires, and Ji-woo, a competent public relations team member who finds out about his secret. It was released on Netflix on February 11, 2022, to coincide with Valentine's Day.[2]",Park Hyun-jin,,,"Seohyun, Lee Jun-young",,,"February 11, 2022",South Korea,Korean
1553,Love & Mathematics,"Billy is a singer who was very successful in the past, he is currently married with a son, but he feels frustrated and immersed in a routine, until the arrival of an old fan.[5][6]",Claudia Sainte-Luce,Adriana Pelusi,"Renato Betancourt, Christian Kregel, Erick Peña, Adán Pérez, Lesslye Yin",Roberto Quijano,Carlos Correa,Julián Felipe Sarmiento López,10 September 2022(TIFF),Mexico,Spanish
1554,Love Destiny: The Movie,,Adisorn Tresirikasem,Adisorn Tresirikasem,"Jira Maligool, Vanridee Pongsittisak, Arunosha Panupan","Ranee Campen, Thanavat Vatthanaputi",,,28 July 2022,"China, Hong Kong, Thailand",Thai
1555,Love Hostel,"Love Hostel is a 2022 Indian Hindi-language romantic thriller film written and directed by Shanker Raman and produced by Red Chillies Entertainment and Drishyam Films. It stars Vikrant Massey, Sanya Malhotra and Bobby Deol.[1][2] The film was released directly on ZEE5 on 25 February 2022.[3]",Shanker Raman,"Shanker Raman, Mehak Jamal, Yogi Singha","Gauri Khan, Manish Mundra, Gaurav Verma","Vikrant Massey, Sanya Malhotra, Bobby Deol",Vivek Shah,"Nitin Baid, Shan Mohammed",25 February 2022,India,Hindi
1556,Love in Kilnerry,"Love in Kilnerry is a 2022 American romantic comedy film written, produced, and directed by Daniel Keith in his directorial debut. The film stars Keith, Kathy Searle, Roger Hendricks Simon, James Patrick Nelson, Sybil Lines, Sheila Stasack, and Tony Triano.[1][6][3][7] The first draft edit of the film played to peers in the US on October 18, 2019, at the New Hampshire Film Festival and the San Diego International Film Festival simultaneously.[8] The film went through two more years of edits and reshoots before being completed in 2021. Archway Pictures released the film theatrically in North America in limited cities starting April 8 and a wide release on May 13, 2022.",Daniel Keith,Daniel Keith,"Daniel Keith, Courtney Bissonette, Mary Dougherty","Daniel Keith,, Kathy Searle, ,, Roger Hendricks Simon, ,, James Patrick Nelson,, Sybil Lines,, Sheila Stasack,, Tony Triano","J. Eric Camp, Jon Mercer",John Wilson,"April 8, 2022",United States,English
1557,Love In Plane Sight,"The Boy sees a neighboring Girl and instantly falls in love. He invites her on a date through a paper plane invite, but gets rejected so he uses his charm to get his second chance.[4]",Matej Rimanić,,,"Matej Rimanić, Eva Mlakar",Nik Kranjec,"Nik Kranjec, Matej Rimanić",7 April 2022,Slovenia,
1558,Love in the Time of Fentanyl,The film was the winner of the Colin Low Award at the 2022 DOXA Documentary Film Festival.[3],Colin Askey,,"Monika Navarro, Marc Serpa Francoeur, Robinder Uppal",,"Colin Askey, Eric Sanderson",Colin Askey,"May 10, 2022(DOXA)",Canada,English
1559,Love in the Villa,"Love in the Villa is a 2022 American romantic comedy film written, directed and produced by Mark Steven Johnson. It stars Kat Graham, Tom Hopper, and Raymond Ablack.",Mark Steven Johnson,Mark Steven Johnson,Mark Steven Johnson,"Kat Graham, Tom Hopper",José David Montero,Lee Haxall,"September 1, 2022",United States,English
1560,Love in Ukraine,"The film follows an Indian student named Raj (Kaushik) who falls in love with Liza (Lizabeta), a Russian girl set to get married into a mafia family. Their romance develops against the backdrop of cultural differences in Ukraine.[3]",,,,,,,,,
1561,Love Life,"Love Life is a 2022 drama film written and directed by Koji Fukada. Set in contemporary Japan, the film is inspired by the 1991 song ""Love Life"" by Akiko Yano, originally released on the album of the same name in 1991. In 2000, the singer Hitomi had released an eponym album on AvexTrax records. It revolves around Taeko and her husband Jiro facing ""love"" and ""life"".[7][8]",Koji Fukada,,"Yasuhiko Hattori, Masa Sawada, Yuko Kameda, [, 2, ]","Fumino Kimura, Kento Nagayama, Atom Sunada, Hirona Yamazaki, Tetta Shimada, [, 2, ], Natsume Mito, [, 3, ], Misuzu Kanno, Tomorowo Taguchi, [, 4, ]",Hideo Yamamoto,"Sylvie Lager, Koji Fukada",5 September 2022(Venice),"Japan, France","Japanese, Korean Sign Language, Korean, [, 2, ]"
1562,Love Like the Falling Petals,"A budding photographer, Haruto, meets a kind, young hairdresser named Misaki. Misaki reveals that he was her very first client, which he finds endearing, and falls in love with her at first sight. Haruto bends the truth and introduces himself as a photographer.",Yoshihiro Fukagawa,Tomoko Yoshida,,"Kento Nakajima, Honoka Matsumoto",,,"March 24, 2022",Japan,Japanese
1563,Love Mocktail 2,"Love Mocktail 2 is a 2022 Indian Kannada-language romantic drama film written and directed by Darling Krishna, who produced the film with his wife Milana Nagaraj. Krishna and Milana also star, alongside Rachel David. The film serves as a sequel to Love Mocktail (2020). The plot follows the life of Adi who is coping with the death of his wife Nidhi and tries to move on.",Darling Krishna,Darling Krishna,"Darling Krishna, Milana Nagaraj","Darling Krishna, Milana Nagaraj, Rachel David, Amrutha Iyengar",Sri Crazy Mindz,Sri Crazy Mindz,11 February 2022,India,Kannada
1564,A Love Song,"A Love Song is a 2022 American drama film written, directed, produced, and co-edited by Max Walker-Silverman in his feature directorial debut. It stars Dale Dickey and Wes Studi as two childhood friends who spend a night together by a lake in the mountains.",Max Walker-Silverman,Max Walker-Silverman,"Dan Janvey, Jesse Hope, Max Walker-Silverman","Dale Dickey, Wes Studi",Alfonso Herrera Salcedo,"Max Walker-Silverman, Affonso Gonçalves","January 20, 2022(Sundance)",United States,English
1565,Love Tactics,"Love Tactics (Turkish: Aşk Taktikleri) is a 2022 Turkish film directed by Emre Kabakuşak, written by Pelin Karamehmetoğlu and starring Demet Özdemir, Şükrü Özyıldız, Deniz Baydar and Özgür Ozan. The film was released on 11 February 2022 on Netflix.[1][2]",Emre Kabakuşak,Pelin Karamehmetoğlu,,"Demet Özdemir, Şükrü Özyıldız, Deniz Baydar, Özgür Ozan",,,11 February 2022,Turkey,Turkish
1566,Love Today,"Love Today is a 2022 Indian Tamil-language romantic comedy drama film directed by Pradeep Ranganathan and produced by AGS Entertainment. The film stars Pradeep Ranganathan (in his debut as lead actor), and Ivana, with Raveena Ravi, Yogi Babu, Sathyaraj, Radhika Sarathkumar, Akshaya Udayakumar, Prathana Nathan, Adithya Kathir and Aajeedh Khalique in supporting roles. It is an adaptation of Pradeep's short film App(a) Lock (2020). The film follows a youngster who must swap his phone with his girlfriend for 24 hours before their marriage under the command of the girl's suspicious father.",Pradeep Ranganathan,Pradeep Ranganathan,"Kalpathi S. Aghoram, Kalpathi S. Ganesh, Kalpathi S. Suresh","Pradeep Ranganathan, Ivana, Sathyaraj, Yogi Babu",Dinesh Purushothaman,Pradeep E. Ragav,4 November 2022,India,Tamil
1567,Love You Hamesha,"Love You Hamesha (transl. Love You Forever) is a 2022 Indian Hindi-language romance film written and directed by Kailash Surendranath.[1][2] It stars Akshaye Khanna and Sonali Bendre as its main cast, and other supporting actors.[citation needed] The film was stuck in the cans and remained unreleased for over 21 years.[3] Sonali Bendre called her role in this film one of her best roles.[4] The film was finally released on 7 July 2022 on YouTube on the NMP Movies Channel.[5]",Kailash Surendranath,"Sanjay Chhel, Manoj Lalwani, Vivek Sharma","Dr. Murali Manohar, Sunanda Murali Manohar","Akshaye Khanna, Sonali Bendre, Amitabh Nanda, Riya Sen","Ravi Yadav, R. M. Rao",Omkarnath Bhakri,7 July 2022,India,Hindi
1568,"Love, Lizzo","Love, Lizzo is an  American documentary film directed by Doug Pray and featuring American singer Lizzo. It was released through HBO Max on November 24, 2022.[2]",Doug Pray,,"Doug Pray, Stephanie Meurer, Kevin Beisler, Kevin Weaver, Ryan Kroft, Nicole Rocklin",Lizzo,,,"November 24, 2022(United States)","United States, Australia",English
1569,Lover,"Lover is a 2022 Indian Punjabi-language film directed by Dilsher Singh & Khushpal Singh.[1][2][3] The film is produced by KV Dhillon. It stars Guri, Ronak Joshi, Yashpal Sharma and Avtar Gill.[4] The film theatrically released on 1 July 2022.[5][6]",Dilsher Singh & Khushpal Singh,Taj,KV Dhillon,"Guri, Ronak Joshi, Yashpal Sharma, Avtar Gill",,Hardik,1 July 2022,India,Punjabi
1570,Loving Adults,"A police commissioner, Holger, tells his daughter the story of the married couple Christian Holm and Leonora Holm. Christian works as a construction worker with his friend Peter. Leonora is a housewife who put her career as a violinist on hold years ago to care for the couple's son, Johan, who is finally in remission and graduating from high school soon.",Barbara Topsøe-Rothenborg,,,"Dar Salim, Sonja Richter",,,26 August 2022,Denmark,Danish
1571,Low Life,"Benny Jansen is a minor YouTube personality who runs a channel called Creep Dunk, dedicated to exposing online predators. Posing as an underage girl in chat rooms, Benny arranges confrontations with men who respond to his fabricated profiles. These encounters, captured on video and shared with his growing audience, have garnered him moderate internet fame but also criticism for his vigilante tactics. Local law enforcement publicly condemns Benny’s actions, stating that his methods often render cases inadmissible in court, doing more harm than good.",Tyler Michael James,"Hunter Milano, Noah Rotter","Tyler Michael James, Hunter Milano","Wes Dunlap, Lucas Neff, Lucy Parks Urbano, Luna Montana, Hunter Milano, Jake Dvorsky, Devin Sidell, Marguerite Moreau",Ian Hussey,Zoe Bower,"August 25, 2022",United States,English
1572,The Loyola Project,"The Loyola Project is a 2022 documentary film about the 1963 Loyola Ramblers men's basketball team and the Game of Change.[1] The film details how the Ramblers, led by coach George Ireland, broke down racial barriers in college basketball on their path to becoming NCAA champions.",Patrick Creadon,"Lucas Williamson, William Neal, Julia Szromba","Christine O'Malley, Bob Parkinson, Betty Parkinson, Rob Parkinson, Corey McQuade",,Erin G. Wesley,"Nick Andert, William Neal",2022,United States,English
1573,Luck,"Luck is a 2022 American animated fantasy comedy film directed by Peggy Holmes from a screenplay written by Kiel Murray, and a story conceived by Murray and the writing team of Jonathan Aibel and Glenn Berger, based on an original concept created by Rebeca Carrasco, Juan De Dios, and Julián Romero.[3] Produced by Skydance Animation, the film features the voices of Eva Noblezada, Simon Pegg, Jane Fonda, Whoopi Goldberg, Flula Borg, Lil Rel Howery, Colin O'Donoghue, and John Ratzenberger. Set in the Land of Luck, the story follows the unluckiest person, Sam Greenfield (Noblezada), as she must unite with a talking black cat named Bob (Pegg) to turn her luck around.",Peggy Holmes,,"John Lasseter, David Ellison, Dana Goldberg, David Eisenmann","Eva Noblezada, Simon Pegg, Jane Fonda, Whoopi Goldberg, Flula Borg, Lil Rel Howery, Colin O'Donoghue, John Ratzenberger","Thomas Leavitt, Ferran Llàcer Álvarez, (camera), Eduardo Suazo, (lighting)",William J. Caparella,"August 5, 2022(United States)","United States, United Kingdom",English
1574,Luckdown Be Positive,Luckdown Be Positive is a 2022 Indian Marathi-language Family drama Comedy drama film directed by Santosh Ramdas Manjrekar and produced by Ishnav Media House.[1][2] Theefilm asedtheat ically ron 25 February 2022.[3],Santosh Manjrekar,,"Sharaddada Bhimaji Sonwane, Sagar Alka Shivaji Phulpagar, Darshan Alka Shivaji Phulpagar, Ajit Sonpatki","Ankush Chaudhari, Prajakta Mali",Dhananjay Kulkarni,Paresh Manjrekar,25 February 2022,India,Marathi
1575,Luckiest Girl Alive,"Luckiest Girl Alive is a 2022 mystery thriller film directed by Mike Barker from a screenplay by Jessica Knoll, based on her 2015 novel. The film stars Mila Kunis, Finn Wittrock, Scoot McNairy, Chiara Aurelia, Justine Lupe, Thomas Barbusca, Jennifer Beals, and Connie Britton.",Mike Barker,,"Bruna Papandrea, Jeanne Snow, Erik Feig, Lucy Kitada, Mila Kunis",Mila Kunis,Colin Watkinson,Nancy Richardson,"September 30, 2022(United States)","United States, Australia",English
1576,Lucky Lakshman,"Lucky Lakshman is a 2022 Indian Telugu-language romantic family drama film written and directed by AR Abhi and produced by Haritha Gogineni under the banner of Dattatreya Media. The film stars Syed Sohel as the titular character alongside Mokksha, Devi Prasad, Raja Ravindra, Sameer Hasan, Kadambari Kiran, Sridevi Kumar, Janshi and others. The film's music and soundtrack album is composed by Anup Rubens, and the film was released on 30 December 2022.[1]",AR Abhi,AR Abhi,Haritha Gogineni,"Syed Sohel, Mokksha, Devi Prasad, Raja Ravindra",I. Andrew,Prawin Pudi,30 December 2022,India,Telugu
1577,Lucky Man,"Lucky Man is a 2022 Indian Kannada-language romantic comedy film directed by S Nagendra Prasad in his directorial debut.[1][2] The film stars Puneeth Rajkumar in an extended cameo, Darling Krishna, Sangeetha Sringeri, Sadhu Kokila, Roshni Prakash, Nagabhushana and Prabhu Deva. Produced under the banner of Parsa Pictures, it is a remake of the 2020 Tamil film Oh My Kadavule.[3][4]",Nagendra Prasad,"Ashwath Marimuthu, Manju Mandavya, Raghunandan Kaanadka, Sampath Sirimane","P.R. Meenakshi Sundaram, R Sundara Kamaraj","Darling Krishna, Sangeetha Sringeri, Roshni Prakash",Jeeva Shankar,J. V. Manikanda Balaji,9 September 2022,India,Kannada
1578,Lucy and Desi,"The film had its worldwide release on March 4, 2022 through Amazon Prime Video. It received positive reviews and was nominated for six Emmy Awards including the Emmy Award for Outstanding Documentary or Nonfiction Special, winning two.[2]",Amy Poehler,Mark Monroe,"Amy Poehler, Jeanne Elfant Festa, Nigel Sinclair, Mark Monroe, Michael Rosenberg, Justin Wilkes","Lucille Ball, Desi Arnaz","Ernesto Lomeli, Axel Baumann",Robert A. Martinez,"January 22, 2022(Sundance)",United States,English
1579,Lullaby,"Lullaby (Spanish: Cinco lobitos, lit. 'Five Wolf Cubs') is a 2022 Spanish drama film written and directed by Alauda Ruiz de Azúa. It stars Laia Costa and Susi Sánchez alongside Ramón Barea and Mikel Bustamante.",Alauda Ruiz de Azúa,Alauda Ruiz de Azúa,"Manu Calvo, Nahikari Ipiña, Marisa Fernández Armenteros","Laia Costa, Susi Sánchez, Ramón Barea, Mikel Bustamante",Jon D. Domínguez,Andrés Gil,11 February 2022(Berlinale),Spain,"Spanish, Basque, English"
1580,"Luxembourg, Luxembourg",The film premiered at the Horizons section of the 79th edition of the Venice Film Festival.[1][2][3] It was later screened at the Toronto International Film Festival.[4],Antonio Lukich,,,Amil and Ramil Nasirov,Mykhailo Lubarskyi,,2022,Ukraine,"Ukrainian (including, surzhyk, )"
1581,"Lyle, Lyle, Crocodile","Lyle, Lyle, Crocodile is a 2022 American live-action animated musical fantasy comedy film directed by Will Speck and Josh Gordon from a screenplay by William Davies. Produced by Columbia Pictures and distributed by Sony Pictures Releasing, it is an adaptation of the children's story of the same name and its predecessor The House on East 88th Street by Bernard Waber. The plot focuses on a family who moves to New York City, where their struggling son befriends an anthropomorphic crocodile, Lyle, who can communicate verbally only by singing. The son tries to protect Lyle from the rest of the world. The film stars Shawn Mendes as Lyle's singing voice, alongside Javier Bardem, Constance Wu, Winslow Fegley, Scoot McNairy, and Brett Gelman.","Will Speck, Josh Gordon",,"Hutch Parker, Will Speck, Josh Gordon","Javier Bardem, Constance Wu, Winslow Fegley, Scoot McNairy, Brett Gelman, Shawn Mendes",Javier Aguirresarobe,Richard Pearson,"October 7, 2022(United States)",United States,English
1582,Lynch/Oz,Lynch/Oz is a 2022 American documentary film directed and written by Alexandre O. Philippe that explores the influence of the film The Wizard of Oz (1939) on the American filmmaker David Lynch.[1],Alexandre O. Philippe,Alexandre O. Philippe,"Kerry Deignan Roy, [, 1, ]",,"Robert Muratore, [, 1, ]","David Lawrence, [, 1, ]","June 9, 2022(Tribeca)",United States,English
1583,Lyra,The film won the Tim Hetherington award at Sheffield DocFest and the Audience Award at the Cork International Film Festival.[5],Alison Millar,,"Alison Millar, Jackie Doyle, [, 1, ]",,,Chloe Lambourne,2022,United Kingdom,English
1584,M3GAN,"M3GAN (pronounced ""Megan"") is a 2022 American science fiction horror film with black comedy elements about an artificially intelligent doll who develops self-awareness and becomes hostile toward anyone who comes between her and her human companion. It was directed by Gerard Johnstone from a screenplay by Akela Cooper, based on a story by Cooper and James Wan. Allison Williams and Violet McGraw star, Amie Donald physically portrays M3GAN, and Jenna Davis voices the character. It is the first installment in the M3GAN franchise.",Gerard Johnstone,,"Jason Blum, James Wan","Allison Williams, Ronny Chieng, Violet McGraw, Jenna Davis, Amie Donald, Brian Jordan Alvarez, Jen Van Epps, Stephane Garneau-Monten, Lori Dungey, Amy Usherwood",Peter McCaffrey,Jeff McEvoy,"December 7, 2022(Los Angeles)",United States,English
1585,Maa,"Maa is a 2022 Indian Punjabi language film directed by Baljit Singh Deo and produced by Ravneet kaur Grewal and Gippy Grewal. The film stars Divya Dutta, Gippy Grewal,[2] Babbal Rai, Raghveer Boli, Rana Ranbir and Gurpreet Ghuggi. The film was released on 6 May 2022.[3]",Baljit Singh Deo,Rana Ranbir,"Gippy Grewal, Ravneet Kaur Grewal","Gippy Grewal, Gurpreet Ghuggi, Divya Dutta, Babbal Rai",Baljit Singh Deo,Rohit Dhiman,6 May 2022,India,Punjabi
