,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
1256,Love Sarah,"A young woman wishes to fulfill her mother's dream of opening her own bakery in Notting Hill, London. To do this, she enlists the help of an old friend and her grandmother.[1]",Eliza Schroeder,"Mahalia Rimmer, Jake Brunger, Eliza Schroeder",,"Celia Imrie, Shelley Conn, Shannon Tarbet, Rupert Penry-Jones, Bill Paterson",Aaron Reid,"Jim Hampton, Laura Morrod","February 20, 2020",United Kingdom,English
1257,Love Song 1980,"Love Song 1980 (Chinese: 恋曲1980; pinyin: Liàn qū 1980) is a 2020 Chinese romantic drama film written directed by Mei Feng, starring Li Xian and Chun Xia. Won the best film award in the ""Developing Film Project"" section of the 3rd Pingyao International Film Festival and was once again nominated for the 33rd Tokyo International Film Festival - Tokyo Premiere 2020"" unit.[2]
The film is adapted from Yu Xiaodan’s novel ""The Lover in 1980"". It tells the story of young people in the 1980s, facing the fate of the times and social waves, using love as a guide, seeking spiritual truth.[3]",Mei Feng,,Song Yang,"Li Xian, Chun Xia",Zhu Jinjing,,"October 31, 2020(Tokyo International Film Festival)",China,Chinese Mandarin
1258,Love the Way U Lie,"Love the Way U Lie[2] is a 2020 Philippine romantic comedy film directed by RC Delos Reyes, starring Alex Gonzaga and Xian Lim.[3] The film was produced by Viva films and TinCan.[4]","RC Delos Reyes, [, 1, ]",,"Jaime G. Baltazar, Vic del Rosario Jr., Toni Gonzaga, Elle Lumanlan, Mon Lumanlan, Rafa Lumanlan, Jayart Tugade","Xian Lim, Alex Gonzaga, Kylie Verzosa",Lee Mariano,Noah Tonga,"August 20, 2020",Philippines,Filipino
1259,Love Under the Olive Tree,A conflict arises between two local olive oil ranches. Nicole Cabella is determined to prove the opponent Jake Brandini her family's recipe is award-worthy. But what if these two fall in love?.,,,,,,,,,
1260,Love Wedding Repeat,"Love Wedding Repeat is a 2020 romantic comedy film written and directed by Dean Craig, in his feature directorial debut.[1] A remake of the 2012 French romantic comedy film Plan de Table,[1] the film stars Sam Claflin, Olivia Munn and Eleanor Tomlinson.",Dean Craig,,"Piers Tempest, Guglielmo Marchetti","Sam Claflin, Olivia Munn, Eleanor Tomlinson, Joel Fry, Tim Key, Aisling Bea, Jack Farthing, Allan Mustafa, Freida Pinto",Hubert Taczanowski,Christian Sandino-Taylor,10 April 2020,"United Kingdom, [, 1, ], Italy, [, 1, ]",English
1261,"Love, Guaranteed","Love, Guaranteed is a 2020 American romantic comedy film directed by Mark Steven Johnson and written by Elizabeth Hackett and Hilary Galanoy, starring Rachael Leigh Cook and Damon Wayans Jr.[1][2] It was released on Netflix on September 3, 2020.[3]",Mark Steven Johnson,"Elizabeth Hackett, Hilary Galanoy","Rachael Leigh Cook, Dan Spilo, Stephanie Slack, Margret H. Huddleston","Rachael Leigh Cook, Damon Wayans Jr., Caitlin Howden, Jed Rees, Lisa Durupt, Sean Amsing, Brendan Taylor, Alvin Sanders, Kandyse McClure, Heather Graham",José David Montero,Kathryn Himoff,"September 3, 2020",United States,English
1262,"Love, Weddings & Other Disasters","Love, Weddings & Other Disasters is a 2020 American romantic comedy film written and directed by Dennis Dugan, from a story by Dugan, Eileen Conn and Larry Miller. It stars Diane Keaton, Jeremy Irons, Maggie Grace, Diego Boneta and Andrew Bachelor.",Dennis Dugan,,"Nadine de Barros, Martin Metz, Adrian Politowski, Michael Rachmil, Dan Reardon","Diane Keaton, Jeremy Irons, Maggie Grace, Diego Boneta, Andrew Bachelor",Nick Remy Matthews,Julie Garces,"December 4, 2020",United States,English
1263,The Lovebirds,"The Lovebirds is a 2020 American romantic comedy film directed by Michael Showalter from a screenplay by Aaron Abrams and Brendan Gall, and a story by Abrams, Gall, and Martin Gero. The film stars Issa Rae and Kumail Nanjiani, as well as Paul Sparks, Anna Camp, and Kyle Bornheimer, and follows a couple who go on the run after witnessing a murder.",Michael Showalter,,"Tom Lassally, Oly Obst, Martin Gero, Todd Schulman, Jordana Mollick, Issa Rae","Kumail Nanjiani, Issa Rae, Paul Sparks, Anna Camp, Kyle Bornheimer",Brian Burgoyne,"Robert Nassau, Vince Filippone","May 22, 2020(United States)",United States,English
1264,Lovers,"Lovers (French: Amants) is a 2020 French romantic thriller film directed by Nicole Garcia, who co-wrote the screenplay with Jacques Fieschi. It stars Pierre Niney, Stacy Martin and Benoît Magimel.",Nicole Garcia,"Nicole Garcia, Jacques Fieschi","Philippe Martin, David Thion","Pierre Niney, Stacy Martin, Benoît Magimel, Christophe Montenez, Nicolas Wanczycki, Grégoire Colin, Roxane Duran",Christophe Beaucarne,"Frédéric Baillehaiche, Juliette Welfling",3 September 2020(Venice),France,French
1265,Lovers Rock,"Lover's Rock (2020) opens by capturing the preparations necessary to turn a typical West London two-story home into the setting for a house party. There is significant commotion: couches and furniture are wrapped and taken outside, rugs are rolled, and individuals complain of heavy lifting. Soon it becomes clear that a party will unfold: reggae is blasted on large speakers rolled in from vans and the kitchen is filled with women singing and prepping food.",Steve McQueen,,"Anita Overland, Michael Elliott","Amarah-Jae St. Aubyn, Micheal Ward",Shabier Kirchner,"Chris Dickens, Steve McQueen",24 September 2020(NYFF),"United Kingdom, United States",English
1266,Lucky,"Lucky is a 2020 American horror film directed by Natasha Kermani and written by and starring Brea Grant. The film premiered at the Fantasia International Film Festival on August 23, 2020, and on Shudder on March 4, 2021.",Natasha Kermani,Brea Grant,"Patrick Ewald, Kimberly Hwang, Chelsea Davenport, Robert V. Galluzzo",Brea Grant,Julia Swain,Chris Willett,"August 23, 2020(Fantasia Film Festival)",United States,English
1267,Ludo,"Ludo is a 2020 Indian Hindi-language black comedy crime film written and directed by Anurag Basu.[2] It stars an ensemble cast of Abhishek Bachchan, Aditya Roy Kapur, Rajkummar Rao, Fatima Sana Shaikh, Sanya Malhotra, Rohit Saraf, and Pearle Maaney.[3][4] It was produced by T-Series Films, Anurag Basu Productions and Ishana Movies.[5]",Anurag Basu,Anurag Basu,"Bhushan Kumar, Divya Khosla Kumar, Krishan Kumar, Anurag Basu, Tani Basu, Deepshikha Bose","Abhishek Bachchan, Aditya Roy Kapur, Rajkummar Rao, Pankaj Tripathi, Fatima Sana Shaikh, Sanya Malhotra, Rohit Saraf, Pearle Maaney",Anurag Basu,"Steven H. Bernard, Hemal Kothari",12 November 20201,India,Hindi
1268,Luv Ni Love Storys,"Luv Ni Love Storys is a 2020 Gujarati romantic comedy-drama film written and directed by Durgesh Tanna. The film is produced by Manish Andani and Karim Minsariya under the banner of Swissk Entertainment and DB Talkies. The music and background scores are composed by Parth Bharat Thakkar with lyrics from Niren Bhatt and Aaditya Gadhavi.[1] The casting director of the film is Avani Soni and the film stars Pratik Gandhi, Shraddha Dangar, Deeksha Joshi, Vyoma Nandi and Hardik Sangani in leading roles.[2]",Durgesh Tanna,Durgesh Tanna,"Manish Andani, Karim Minsariya","Pratik Gandhi, Deeksha Joshi, Vyoma Nandi, Shraddha Dangar, Hardik Sangani",,Nirav Panchal,"January 31, 2020",India,Gujarati
1269,Luxor,"When British aid worker Hana returns to the ancient city of Luxor, she comes across Sultan, a talented archaeologist and former lover. As she wanders, haunted by the familiar place, she struggles to reconcile the choices of the past with the uncertainty of the present.",Zeina Durra,Zeina Durra,"Mohamed Hefzy, Gianluca Chakra, Mamdouh Saba, Zeina Durra","Andrea Riseborough, Michael Landes, Salima Ikram, Shahira Fahmy",Zelmira Gainza,Andrea Chignoli,January 2020(Sundance)1,"Egypt, United Kingdom","English, Arabic"
1270,Luz,"Luz – (/luːz/) (pronounced LOOZ) is a 2020 American LGBT romantic drama film written and directed by Jon Garcia, who also served as a producer. It stars Ernesto Reyes, Jesse Tayeh, Jimmy Garcia, Alma Gloria Garcia, and Lowell Deo. The film had its premiere at Miami's OUTshine LGBTQ+ Film Festival on August 24, 2020. It was then screened at Reeling: The Chicago LGBTQ+ International Film Festival, Out on Film, FilmOut San Diego, and Seattle Queer Film Festival. The movie had a limited theatrical release on March 19, 2021 and was then released to DVD and streaming services on April 6, 2021.[1][2]",Jon Garcia,Jon Garcia,"Jon Garcia, Michael Repsch, Lacy Todd, Rodney Washington","Ernesto Reyes, Jesse Tayeh, Jimmy Garcia, Alma Gloria Garcia, Lowell Deo",Sarah Whelden,Matthew Gift,"August 24, 2020",United States,English
1271,LX 2048,"The film was released on September 25, 2020.[1][2]",Guy Moshe,Guy Moshe,"Guy Moshe, Karolis Malinauskas, Linas Pozera, Matthew G. Zamias, Pedro Tarantino","James D'Arcy, Anna Brewster, Delroy Lindo",Thomas Buelens,Guy Moshe,"September 25, 2020","United States, Lithuania",English
1272,The Lyosacks Movie,"Faced with an alien invasion, those who demand the surrender of Dr. Yequil, the most intelligent child in the world, The Lyosacks will face the moral dilemma of handing over their mortal enemy, or fighting at his side.[5]",Alvaro Calmet,Alvaro Calmet,Alvaro Calmet,"Alvaro Calmet, Jon Bailey, Yong Yea",,Alvaro Calmet,"July 26, 2020","Peru, [, 1, ], Canada, [, 1, ]",English
1273,M.O.M. Mothers of Monsters,"Mothers of Monsters was named by Rotten Tomatoes one of the ""Top 100 Best Found Footage Movies"".[1]",Tucia Lyman,Tucia Lyman,"Austin Porter, Elaine White","Melinda Page Hamilton, Bailey Edwards",Matt Paulsen,,13 March 2020(Arena Cinelounge Theater),United States,English
1274,Ma Rainey's Black Bottom,"Ma Rainey's Black Bottom is a 2020 American musical drama film directed by George C. Wolfe and written by Ruben Santiago-Hudson, based on the 1982 play of the same name by August Wilson. The film stars Viola Davis, Chadwick Boseman in his final film role, Glynn Turman, Colman Domingo, and Michael Potts. Inspired by the career of blues singer Ma Rainey, the film dramatizes a turbulent recording session in 1920s Chicago.",George C. Wolfe,,"Denzel Washington, Todd Black, Dany Wolf","Viola Davis, Chadwick Boseman, Glynn Turman, Colman Domingo, Michael Potts",Tobias A. Schliessler,Andrew Mondshein,"November 25, 2020",United States,English
1275,Maa Vintha Gaadha Vinuma,"Maa Vintha Gaadha Vinuma (transl. Listen to our strange saga) is a 2020 Indian Telugu-language romantic drama film directed by Aditya Mandala from a screenplay written by Siddhu Jonnalagadda. The film stars Jonnalagadda and Seerat Kapoor while Tanikella Bharani, Shishir Sharma, and Kamal Kamaraju play supporting roles with the music composed by Sricharan Pakala–Rohit–Joy. The film premiered on Aha on 13 November 2020.",Aditya Mandala,Siddhu Jonnalagadda,"Sanjay Reddy, Anil Pallala, G. Sunitha, Kirthi Chilukuri","Siddhu Jonnalagadda, Seerat Kapoor",Sai Prakash Ummadisingu,"Vamsi Atluri, Siddhu Jonnalagadda",13 November 2020,India,Telugu
1276,Maayanadhi,"Maayanadhi (transl. Mystic river) is a 2020 Indian Tamil language drama film  written, produced,  and directed by Ashok Thiagarajan in his directorial debut. The film stars Venba, Aadukalam Naren, Abi Saravanan and Appukutty in the lead roles.[1][2] The music was composed by Bhavatharini with cinematography by Srinivas Devamsam and editing by Gopi Krishna. The film released on 31 January 2020.",Ashok Thiagarajan,Ashok Thiagarajan,Ashok Thiagarajan,"Venba, Aadukalam Naren, Abi Saravanan, Appukutty",Srinivas Devamsam,Gopi Krishna,31 January 2020,India,Tamil
1277,The Macaluso Sisters,"Following the sudden death of one of them during childhood, the four Macaluso sisters experience trauma and grief in their entire lives.",Emma Dante,"Emma Dante, Elena Stancanelli, Giorgio Vasta",Marica Stocchi,"Viola Pusatieri, Eleonora De Luca, Simona Malato, Susanna Piraino, Serena Barone, Maria Rosaria Alati, Anita Pomario, Donatella Finocchiaro, Ilena Rigano, Alissa Maria Orlando, Laura Giordani, Rosalba Bologna",Gherardo Gossi,Benni Atria,9 September 2020(Venice),Italy,Italian
1278,Made in Abyss,"Made in Abyss (Japanese: メイドインアビス, Hepburn: Meido in Abisu) is a Japanese web manga series written and illustrated by Akihito Tsukushi. It has been serialized on Takeshobo's Web Comic Gamma website since October 2012, and its chapters have been collected in 14 tankōbon volumes as of August 2025. The story follows an orphaned girl named Riko, who finds and befriends a part-robot boy named Reg, and descends with him into the titular ""Abyss"" that leads deep into the Earth, in hopes of exploring it and finding her mother.",,,,,,,,,
1279,Made in Italy,"Made in Italy is a 2020 comedy-drama film written and directed by James D'Arcy (in his feature directorial debut). It stars Liam Neeson, his son, Micheál Richardson, Valeria Bilello, and Lindsay Duncan, and follows an artist who must restore a villa with his estranged son after his wife dies in a car crash.",James D'Arcy,James D'Arcy,"Pippa Cross, Sam Tipper-Hale","Liam Neeson, Micheál Richardson, Valeria Bilello, Lindsay Duncan",Mike Eley,"Mark Day, Anthony Boys",7 August 2020(United States),"Italy, United Kingdom",English
1280,Made You Look: A True Story About Fake Art,"It is one of two documentaries on the subject, alongside 2019's Driven to Abstraction.[8] In 2020, Yahoo reported that Melbar Entertainment Group was working on a feature film adaption of the story.[9]",Barry Avrich,"Barry Avrich, Melissa Hood","Barry Avrich, Caitlin Cheddie",,Ken Ng,Tiffany Beaudin,"April 16, 2020(Hot Docs)",Canada,English
1281,Madly in Life,"Madly in Life (French: Une vie démente) is a 2020 Belgian comedy-drama film written and directed by Ann Sirot and Raphaël Balboni in their feature directorial debut. The film stars Jo Deseure, Jean Le Peltier, Lucie Debay and Gilles Remiche, and follows an aging woman dealing with her progressing dementia with the help of her son. It was the last film in which Remiche starred before his death in 2022.[1]","Ann Sirot, Raphaël Balboni","Ann Sirot, Raphaël Balboni",Julie Esparbes,"Jo Deseure, Jean Le Peltier, Lucie Debay, Gilles Remiche",Jorge Piquer Rodríguez,"Sophie Vercruysse, Raphaël Balboni",2 October 2020(Namur),Belgium,French
1282,Mafia: Chapter 1,"Mafia: Chapter 1, known simply as Mafia,[1] is a 2020 Indian Tamil-language action thriller film directed by Karthick Naren and produced by Allirajah Subaskaran under Lyca Productions. The film stars Arun Vijay in dual role, Priya Bhavani Shankar and Prasanna in the lead roles.[2][3] The music was composed by Jakes Bejoy, while cinematography was handled by Gokul Benoy and editing by Sreejith Sarang.[4]",Karthick Naren,,Allirajah Subaskaran,"Arun Vijay, Prasanna, Priya Bhavani Shankar",Gokul Benoy,Sreejith Sarang,21 February 2020,India,Tamil
1283,Magic Camp,"Magic Camp is a 2020 American fantasy comedy family film directed by Mark Waters. Micah Fitzerman-Blue, Noah Harpster, Matt Spicer, Max Winkler, Dan Gregor and Doug Mand serve as co-screenwriters, with an original story written by Gabe Sachs, Jeff Judah, Spicer and Winkler. It stars Adam DeVine, Jeffrey Tambor and Gillian Jacobs. The film was released on Disney+ on August 14, 2020. The film was removed from Disney+ on May 26, 2023.[4]",Mark Waters,,Suzanne Todd,"Adam DeVine, Jeffrey Tambor, Gillian Jacobs",Theo van de Sande,"Bruce Green, Robert Malina","August 14, 2020",United States,English
1284,The Magic Kids: Three Unlikely Heroes,The film was produced by Rat Pack Filmproduktion and the German division of Columbia Pictures. It was released on 23 January 2020 by Sony Pictures Releasing.,Tim Trageser,,Christian Becker,"Aaron Kissiov, Johanna Schraml, Arsseni Bultmann",Felix Poplawsky,Marco Pav D’Auria,23 January 2020,Germany,German
1285,Magikland,"Magikland is a 2020 Philippine fantasy adventure film, directed by Christian Acuña, produced by Brightlight Productions and Gallaga Reyes Films. It is an official entry to the 2020 Metro Manila Film Festival. It revolves around four children who get transported to Magikland, a fantasy world which is a setting of a mobile game.[1]",Christian Acuña,,"Albee Benitez, Rey Bantug, Peque Gallaga, Lore Reyes","Miggs Cuaderno, Elijah Alejo, Princess Aliyah, Josh Eugenio",Rody Lacap,Manet A. Dayrit,"December 25, 2020",Philippines,Filipino
1286,Magnesium,"Set in the 1920s in the borderland between Poland's Galicia and the USSR, Róza Lewenfisz (Maja Ostaszewska) take over the head position on her Jewish mafia family's, while twin brothers (Dawid Ogrodnik, Mateusz Kościukiewicz) from USSR plan to rob her family. Meanwhile, inspector Stanislawa Kochaj (Agata Kulesza) comes to town.",Maciej Bochniak,Maciej Bochniak,,"Dawid Ogrodnik, Mateusz Kościukiewicz, Maja Ostaszewska, Borys Szyc, Malgorzata Gorol, Andrzej Chyra, Magdalena Boczarska, Bartosz Bielenia, Piotr Głowacki, Agata Kulesza",,Jacek Drosio,"October 2, 2020",Poland,Polish
1287,The Magnificent Kotobuki,"The Magnificent Kotobuki (Japanese: 荒野のコトブキ飛行隊, Hepburn: Kōya no Kotobuki Hikōtai; lit. 'Kotobuki Squadron in the Wilderness') is an anime television series produced by GEMBA, which aired from January to March 2019. A smartphone game titled Kōya no Kotobuki Hikōtai - Ōzora no Take Off Girls! was released in February 2019.[1] A compilation film titled The Magnificent Kotobuki Complete Edition premiered in September 2020.",,,,,,,,,
1288,The Magnitude of All Things,"The film premiered at the 2020 Vancouver International Film Festival.[1] It was subsequently screened at the 2020 Planet in Focus environmental film festival, where it won the award for Best Canadian Feature.[3]",Jennifer Abbott,Jennifer Abbott,"Andrew Williamson, Henrik Meyer, Shirley Vercruysse, Jennifer Abbott",,Vince Arvidson,Jennifer Abbott,"September 24, 2020(VIFF)",Canada,English
1289,The Maid,"Joy (Ploy Sornarin) is hired as a housemaid by a wealthy family consisting of Uma (Savika Chaiyadej), Nirach (Theerapat Sajakul), and their only child and daughter, Nid (Keetapat Pongrue). Mrs. Wan (Natanee Sitthisaman), the head housemaid, reminds Joy not to pry into the affairs of their employers. Joy experiences odd occurrences around the house, and - ignoring Wan's warning - sneaks into Uma's study at night. She finds a photo of Uma, Nirach, and housemaid Ploy; Ploy is Joy's missing sister. The house is haunted by Ploy's ghost, and only Joy and Nid can see it.",Lee Thongkham,"Lee Thongkham, Piyaluk Tuntisrisakul",,"Savika Chaiyadej, Teerapat Sajakul, Ploy Sornarin",Brandt Hackney,,9 July 2020,Thailand,Thai
1290,The Main Event,"The Main Event is a 2020 American sports comedy film directed by Jay Karas, from a screenplay by Larry Postel and starring Seth Carr, Tichina Arnold, Ken Marino and Adam Pally. It was released on April 10, 2020, by Netflix.",Jay Karas,,Richard Lowell,"Seth Carr, Tichina Arnold, Ken Marino, Aryan Simhadri, Momona Tamada, Glen Gordon, Keith Lee, Babatunde Aiyegbusi, Josh Zaharia, Dallas Young, Bodhi Sabongui, Renee Paquette, Matt Polinsky, Kofi Kingston, Stephen Farrelly, Mike ""The Miz"" Mizanin, Adam Pally",Karsten Gopinath,Dan Schalk,"April 10, 2020",United States,English
1291,Mainstream,"Mainstream is a 2020 American comedy-drama film directed by Gia Coppola, who co-wrote the screenplay with Tom Stuart. It stars Andrew Garfield, Maya Hawke, Nat Wolff, Johnny Knoxville and Jason Schwartzman. Set in West Hollywood, California, the film follows struggling young filmmaker Frankie (Hawke) who achieves success after meeting up with Link (Garfield), a strange and bold man living off the grid.",Gia Coppola,,"Fred Berger, Andrew Garfield, Lauren Bratman, Gia Coppola, Siena Oberman, Enrico Saraiva, Jack Heller, Zac Weinstein, Alan Terpins","Andrew Garfield, Maya Hawke, Nat Wolff, Johnny Knoxville, Jason Schwartzman, Alexa Demie, Colleen Camp",Autumn Durald,Glen Scantlebury,"September 5, 2020(Venice)",United States,English
1292,Make Me Famous,"Make Me Famous is a 2020 British television film that premiered on BBC Three on 17 June 2020.[2][3] The film was created and written by Reggie Yates, directed by Peter King,[1] and stars an ensemble cast including Tom Brittney, Amanda Abbington, Tilly Keeper, Aiysha Hart, Nina Sosanya and Emma Rigby.[4]",,,,,,,,,
1293,Malang,"Malang (transl. Vagrant or Wanderer)[5] is a 2020 Indian Hindi-language romantic action thriller film directed by Mohit Suri, produced by Luv Films, T-Series & Northern Lights Entertainment and distributed by Yash Raj Films. It stars Anil Kapoor, Aditya Roy Kapur, Disha Patani, and Kunal Khemu.[6][7][8]",Mohit Suri,,"Bhushan Kumar, Krishan Kumar, Luv Ranjan, Ankur Garg, Jay Shewakramani Ramana Rudrapati","Anil Kapoor, Aditya Roy Kapur, Disha Patani, Kunal Khemu",Vikas Sivaraman,Devendra Murdeshwar,7 February 20202,India,Hindi
1294,Malgudi Days,"Malgudi Days is a 2020 Indian Kannada-language drama film written and directed by Kishore Moodbidri, and produced by K Rathnakar Kamath. Starring Vijay Raghavendra,[1] Greeshma Shridar, with a music score by Gagan Baderiya, it was released in India on 7 February 2020.[2][3][4] Despite receiving critical reviews for music, Gagan went on to win the Karnataka State Film Award for Best Music Director for the year 2020.[5]","Kishor Moodbidri, [, 1, ]",Kishor Moodbidri,K Rathnakar Kamath,"Vijay Raghavendra, Greeshma Shridar, Arjun Kapikad",Uday Leela,Pradeep Nayak,7 February 2020,India,Kannada
1295,Malmkrog,Malmkrog is a 2020 internationally co-produced drama film directed by Cristi Puiu.[1],Cristi Puiu,Cristi Puiu,Anca Puiu,Frédéric Schulz-Richard,Tudor Vladimir Panduru,,20 February 2020(Berlin),Romania,"Hungarian, French, Russian, German"
1296,Mama Drama,The film made its premier on 1 October 2020 at Filmhouse Imax cinemas and later released through Netflix in 2021.[5][6] The film received mixed reviews from critics.[7],Seyi Babatope,"Temitope Bolade, Diche Enunwa",Joy Grant-Ekong,"Osas Ighodaro, Kunle Remi, Kehinde Bankole, Femi Adebayo, Shafy Bello",Pindem Lot,"Eniola Ennis Adefidipe, Dayo Brown",1 October 2020,Nigeria,English
1297,Mama Gloria,"Mama Gloria is an American documentary film directed by Luchina Fisher. The film tells the life story of Gloria Allen, a septuagenarian trans woman from the south side of Chicago. Mama Gloria premiered in October 2020 at the Chicago International Film Festival. The film received awards from the Teaneck International Film Festival and the Milwaukee Film Festival.[2][3]",Luchina Fisher,Luchina Fisher,"Luchina Fisher, Yvonne Welbon, Zainab Ali",Gloria Allen,Stephen J. Lewis,Caroline Berler,14 October 2020(Chicago International Film Festival),United States,English
1298,Mama Weed,"Mama Weed (French: La Daronne, lit. 'The Mum')[4] is a 2020 French crime comedy film directed by Jean-Paul Salomé from a screenplay he co-wrote with Hannelore Cayre, and in collaboration with his son Antoine Salomé.[5] The film is based on Cayre's 2017 novel The Godmother.[6] It stars Isabelle Huppert. It had its world premiere at the L'Alpe d'Huez Film Festival on 16 January 2020. It was released in France on 9 September 2020.",Jean-Paul Salomé,,"Jean-Baptiste Dupont, [, 1, ], Kristina Larsen, [, 1, ]",Isabelle Huppert,"Julien Hirsch, [, 1, ]","Valérie Deseine, [, 1, ]",16 January 2020(Alpe d'Huez),France,French
1299,"Mamá, Mamá, Mamá","""Based on an unfortunate event - a little girl drowns in the pool at home - the film shows her twelve-year-old sister Cleo coping with the loss with her three cousins in a world without adults.""[2][failed verification]",,,,,,,,,
1300,Mamakiki,"Mamakiki[a] is a 2020 Indian Tamil-language romantic comedy anthology film starring Preetha Anandan, Ramesh Thilak, Maanas Chavali and Dev Ramnath.[3] The film released on ZEE5 after being delayed for several years.[2]","Shree Karthick, G. Radhakrishnan, Sameer Bharath Ram, Karthik Siva, Vadivel",,Sameer Bharath Ram,"Preetha Anandan, Ramesh Thilak, Maanas Chavali, Dev Ramnath","S. Srirama Santhosh, Sujith Sarang, Jagadeesh Sundaramurthy","Athiappan Siva, Sreejith Sarang, Vel Murugan, Karthik R",30 May 20201,India,Tamil
1301,Man from Podolsk,"Man from Podolsk (Russian: Человек из Подольска, romanized: Chelovek iz Podolska) is a 2020 Russian comedy-drama film directed by Semyon Serzin [ru].[1][2][3]","Semyon Serzin, [, ru, ]","Yulia Lukshina, Dmitry Danilov","Natalia Mokritskaya, Mila Rozanova","Vadik Korolyov, Viktoriya Isakova, Vladimir Mayzinger, Mikhail Kasapov, Ilya Borisov",Daniil Fomichev,,26 November 2020,Russia,Russian
1302,The Man in the Hat,"The Man in the Hat is a 2020 British independent comedy film,[1][2][3] and the directorial debut of composer Stephen Warbeck.[4] The film is a visually-driven road trip comedy, produced by Open Palm Films and Rather Good Films Ltd[5][6] and represented by Kaleidoscope Film Distribution.[7]","John-Paul Davidson, Stephen Warbeck","John-Paul Davidson, Stephen Warbeck","Daniel-Konrad Cooper, Dominic Dromgoole",,Kaname Onoyama,,18 September 2020,United Kingdom,English & French
1303,The Man Standing Next,"The Man Standing Next (Korean: 남산의 부장들; lit. 'Chiefs of Namsan') is a 2020 South Korean historical political thriller film directed by Woo Min-ho. Based on a book of the same title, the film stars Lee Byung-hun, Lee Sung-min, Kwak Do-won, and Lee Hee-joon as the high-ranking officials of the Korean government and the Korean Central Intelligence Agency (KCIA) during the presidency of Park Chung Hee 40 days before his assassination in 1979.[3]",Woo Min-ho,,Kim Won-guk,"Lee Byung-hun, Lee Sung-min, Kwak Do-won, Lee Hee-joon",Go Nak-seon,Jeong Ji-eun,22 January 2020,South Korea,Korean
1304,The Man Who Sold His Skin,"The Man Who Sold His Skin (Arabic: الرجل الذي باع ظهره, romanized: ar-rajul allaḏī bāʿa ẓahrahu, lit. 'The Man Who Sold His Back') is a 2020 internationally co-produced drama film directed by Kaouther Ben Hania. Its plot was inspired by Belgian contemporary artist Wim Delvoye's living work Tim (2006),[6] which was in turn inspired by Roald Dahl's 1952 short story ""Skin"".[7] It was selected as the Tunisian entry for the Best International Feature Film at the 93rd Academy Awards,[8] making the shortlist of fifteen films.[9] In March 2021, it was nominated for the Best International Feature Film.[10]",Kaouther Ben Hania,,"Habib Attia, Nadim Cheikhrouha, Martin Hampel, Thanassis Karathanos, Annabella Nezri, Andreas Rocksén","Yahya Mahayni, Dea Liane, Koen De Bouw, Monica Bellucci",Christopher Aoun,Marie-Hélène Dozo,4 September 2020(Venice),"Tunisia, France, Germany, Belgium, Sweden, Turkey, Cyprus","Arabic, English, French"
1305,Monsters of Man,"Monsters of Man is an Australian science fiction indie film written and directed by Australian cinematographer and director Mark Toia about a robotics team testing a new military robot for the CIA in the Golden triangle hunting drug traffickers that becomes sentient and goes rogue, attacking nearby villagers.",Mark Toia,"Mark Toia, Jeff Hand","Pam Collis, Ton That Diep, Keri Grant, Kulikar Sotho, Carolyn Toia, Mark Toia","Neal McDonough, Brett Tutor, Jose Rosete, David Haverty, Paul Haapaniemi",Mark Toia,Kram Aiot,"November 19, 2020","Australia, Cambodia",English
1306,Manasanamaha,Manasanamaha (transl. Salutations to Mind) is a 2020 Indian Telugu-language non-linear romantic drama short film written and directed by Deepak Reddy. It was produced by Gajjala Shilpa starring Viraj Ashwin and Drishika Chander.work,Deepak Reddy,Deepak Reddy,Gajjala Shilpa,"Viraj Ashwin, Drishika Chander, Valli Raghavender, Prithvi Sharma, Bunny Abhiran.",Edurolu Raju,,28 March 2020,India,Telugu
1307,Mandibles,"Mandibles (French: Mandibules) is a 2020 French-Belgian comedy film written and directed by Quentin Dupieux. It stars David Marsais, Grégoire Ludig, Adèle Exarchopoulos, India Hair, Roméo Elvis, Coralie Russier, Bruno Lochet, and Dave Chapman.",Quentin Dupieux,Quentin Dupieux,"Hugo Sélignac, Vincent Mazel","David Marsais, Grégoire Ludig, Adèle Exarchopoulos, India Hair, Roméo Elvis, Coralie Russier, Bruno Lochet, Dave Chapman",Quentin Dupieux,Quentin Dupieux,"September 5, 2020(Venice)","France, Belgium",French
1308,Mane Number 13,"Mane Number 13 (transl. House No. 13) is a 2020 Indian horror thriller film directed by Vivy Kathiresan and produced by Krishna Chaitanya under the banner of Sri Swarnalatha Productions. It stars Ramana, Sanjeev, Praveen Prem, Varsha Bollamma and Aishwarya Gowda.[1][2] The film was simultaneously made in Kannada and Tamil with the latter titled as 13aam Number Veedu.[3]
The film was released via streaming on Amazon Prime Video on 26 November 2020 to negative reviews.[4]",Vivy Kathiresan,Vivy Kathiresan,Krishna Chaitanya,"Ramana, Sanjeev, Praveen Prem, Varsha Bollamma, Aishwarya Gowda",Sandeep Sadashiv,Castro,26 November 2020,India,"Kannada, Tamil"
