,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
1536,JoJo's Bizarre Adventure: Diamond Is Unbreakable – Chapter 1,"In M-Prefecture's fictional town of Morioh, which has been plagued by a series of mysterious murders, Josuke Higashikata is a second-year high school student who befriends new student Koichi Hirose while displaying strange powers in fixing Koichi's bicycle. Josuke later foils a convenience store robbery by a delinquent acting under the influence of a water-like creature. Josuke then encounters Jotaro Kujo, introducing himself as the youth's nephew while explaining that Josuke is the illegitimate son of his grandfather, Joseph Joestar. Despite a brief fight from a misunderstanding, explaining their Stand psychic embodiments while displaying the time manipulative ability of his Stand, Star Platinum, Jotaro warns Josuke that the murders are being caused by another Stand user. Josuke realizes the creature he saw the other day was a Stand, unaware that its user is a serial killer named Anjuro ""Angelo"" Katagiri who intends to kill the student for his interference. The next day, Angelo has his Stand, Aqua Necklace, sneak into the Higashikata residence and, despite failing to kill Josuke's mother Tomoko, murders his grandfather Ryohei as Jotaro arrives to the youth's aid. The two are overwhelmed by Aqua Necklace until Josuke tricks it into entering a rubber glove he secretly swallowed. Upon finding Angelo, Josuke uses his Stand, Crazy Diamond, to fuse him into a rock while the serial killer reveals that he acquired his power from a mysterious arrow-wielding high school student.",Takashi Miike,,"Tetsuo Gensho, Misako Saka","Kento Yamazaki, Ryunosuke Kamiki, Nana Komatsu, Masaki Okada, Mackenyu Arata, Takayuki Yamada, Yusuke Iseya",Nobuyasu Kita,Kenji Yamashita,"July 2, 2017(Neuchâtel)",Japan,Japanese
1537,Jolly LLB 2,"Jolly LLB 2 (marketed as The State vs. Jolly LL.B 2) is a 2017 Indian Hindi-language legal comedy drama film written and directed by Subhash Kapoor. A standalone sequel to the 2013 film Jolly LLB, it stars Akshay Kumar as Jagdishwar Mishra, with Huma Qureshi, Annu Kapoor, and Kumud Mishra in supporting roles. Saurabh Shukla, Sanjay Mishra, and Brijendra Kala reprise their characters from the original film.",Subhash Kapoor,Subhash Kapoor,,"Akshay Kumar, Annu Kapoor, Huma Qureshi, Saurabh Shukla",Kamaljeet Negi,Chandrashekhar Prajapati,10 February 2017(India),India,Hindi
1538,Jomonte Suvisheshangal,"Jomonte Suvisheshangal (transl. Jomon's Gospels) is a 2017 Indian Malayalam-language family drama film directed by Sathyan Anthikkad and written by Iqbal Kuttippuram. The film stars Dulquer Salmaan, Mukesh, Aishwarya Rajesh (in her Malayalam debut) and Anupama Parameswaran in the lead roles.[4][5][6]",Sathyan Anthikad,Iqbal Kuttippuram,Sethu Mannarkad,"Dulquer Salmaan, Mukesh, Aishwarya Rajesh, Anupama Parameswaran",S. Kumar,K. Rajagopal,19 January 20171,India,Malayalam
1539,Jone Jone Jat Jat,,Ko Zaw (Ar Yone Oo),,Mu Paing Hnin Si,"Sai Sai Kham Leng, Wutt Hmone Shwe Yi, Soe Myat Thuzar, Nay Dway",,,"April 7, 2017(Myanmar)",Myanmar,Burmese
1540,Jora 10 Numbaria,"Jora 10 Numbaria[2] is a 2017 Indian Punjabi-language film written and directed by Amardeep Singh Gill, starring Deep Sidhu in the title role of the gangster Jora. It was followed by Gill's Jora: The Second Chapter in 2020 with Sidhu reprising his role, focusing on Jora's rise to political power after becoming a gangster.[3]",Amardeep Singh Gill,Amardeep Singh Gill,"Mandeep Singh Sidhu, Amardeep Singh Gill","Deep Sidhu, Dharmendra",Soni Singh,Hardik Singh Reen,1 September 2017,India,Punjabi
1541,You're Gonna Die Alone,"Jacobo was raised in San Ysidro, San Diego, and resides in Imperial Beach, California.[1][2] His father was part of the National Guard.[3]",,,,,,,,,
1542,Joshua: Teenager vs. Superpower,"Joshua: Teenager vs. Superpower is a 2017 documentary directed by Joe Piscatella about Joshua Wong, a teenager who rallies Hong Kong youth in dissent during the 2014 Hong Kong Occupy Movement when the Chinese Communist Party reneged on its promise of autonomy to the territory. At Sundance, Netflix negotiated worldwide viewing rights for the documentary. The film premiered at the 2017 Sundance Film Festival at the Park City Temple Theatre in Sundance's World Documentary Competition.[2] The film was released on Netflix on 26 May 2017.[3]",Joe Piscatella,,,Joshua Wong,,,20 January 2017,"Hong Kong, [, 1, ]","English, [, 1, ], Cantonese, [, 1, ]"
1543,Journey of Bhangover,"Journey of Bhangover is an Indian Hindi-language comedy thriller film, directed by Mahinder Singh Saniwal.[3] It stars Prerika Arora, Aradhya Taing, Jimmy Sharma, Yashpal Sharma,  Anmol Khatri, Palash Soni and Hemant Pandey.[4]",Mahinder Singh Saniwal,Mahinder Singh Saniwal,"Mahinder Singh Saniwal, Meenakshi Vijay, Sumitra Hooda Pednekar, [, 1, ], [, 2, ], Sanjeev Kakkar","Prerika Arora, Aradhya Taing, Rohit Thakur, Pawan Berwal, Jimmy Sharma, Hemant Pandey, Anmol Khatri, Palash Soni, Yashpal Sharma, Jaideep Ahlwat, Soniya Sharma, The Begraj, Rajoo Maan, Sapna Choudhary",Jigar,"Vinod Pathak,",15 December 2017,India,Hindi
1544,Journey to the Forbidden Valley,"Journey to the Forbidden Valley is a 2017 feature film directed by Ethan Wiley produced entirely in mainland China. It was the first ""creature film"" ever approved for official Co-Production status in China.[1] The screenplay was by Chris Walas and Ethan Wiley, and produced by Ethan Wiley and Rene Seegers. Chris Walas also designed and fabricated the creature effects for the film.",,,,,,,,,
1545,Journey to the West: The Demons Strike Back,"The film follows the adventures of Tang Sanzang and his disciples Sun Wukong, Zhu Bajie, and Sha Wujing after the events of the first film; all four roles have been recast. The film was released in China by Lianrui Pictures on 28 January 2017 in MX4D, 4DX, IMAX 3D and 3D.[1][11]",Tsui Hark,"Stephen Chow, Tsui Hark, Kelvin Lee","Stephen Chow, Tsui Hark, Nansun Shi","Kris Wu, Kenny Lin, Yang Yiwei, Mengke Bateer, Yao Chen, Jelly Lin",Choi Sung-fai,"Lin Li, Tsui Hark, Jason Zen","January 28, 2017","Hong Kong, [, 2, ], [, 3, ], China, [, 2, ], [, 3, ]",Mandarin
1546,The Journey,"The Journey (Arabic: الرحلة) is a 2017 Iraqi drama film written and directed by Mohamed Jabarah Al-Daradji. It was screened in the Contemporary World Cinema section at the 2017 Toronto International Film Festival.[2] Upon premiering on 1 March 2018 in Iraq, the film became the first Iraqi film in 27 years to be released in the theaters of Iraq.[1] It was selected as the Iraqi entry for the Best Foreign Language Film at the 91st Academy Awards, but it was not nominated.[3]",Mohamed Jabarah Al-Daradji,"Isabelle Stead, Mohamed Jabarah Al-Daradji","Isabelle Stead, Mohamed Jabarah Al-Daradji, Helene Cases","Zahraa Ghandour, Ameer Jabarah",Duraid Munajim,"Mohamed Jabarah Al-Daradji, Pascale Chavance, Hervé de Luze",7 September 2017(TIFF),"Iraq, [, 1, ], United Kingdom, [, 1, ], France, [, 1, ], Netherlands, [, 1, ], Qatar",Arabic
1547,Journey's End,"Journey's End is a 2017 British war film based on the 1928 play by R. C. Sherriff. Written by Simon Reade and directed by Saul Dibb, it was screened in the ""Special Presentations"" section at the 2017 Toronto International Film Festival.[3]",Saul Dibb,Simon Reade,"Guy de Beaujeu, Simon Reade","Sam Claflin, Asa Butterfield, Paul Bettany, Tom Sturridge, Toby Jones",Laurie Rose,Tania Reddin,8 September 2017(TIFF),United Kingdom,English
1548,Journeyman,"Journeyman is a 2017 British drama film written and directed by Paddy Considine. The film stars Considine and Jodie Whittaker, with Paul Popplewell, Anthony Welsh and Tony Pitts.[2][3][4]",Paddy Considine,Paddy Considine,Diarmid Scrimshaw,"Paddy Considine, Jodie Whittaker, Paul Popplewell, Anthony Welsh, Tony Pitts",Laurie Rose,Pia Di Ciaula,12 October 2017(London Film Festival),United Kingdom,English
1549,Juarez 2045,"Juarez 2045[2] (also known as Cartel 2045[3]) is a 2017 American science fiction action adventure film[4] directed by Chris Le and produced by Rocky Mudaliar. It stars Danny Trejo, Brad Schmidt and Alex Heartman in lead roles.[5] Juarez 2045 was released on April 1, 2017 in theaters in Sandy, Utah, near Salt Lake City.[6][7] The film was later released on video on demand on May 1, 2018 under the title Cartel 2045.[8][9][10]",Chris Le,,"Rocky Mudaliar, Can Göksoy","Danny Trejo, Alex Heartman",Cammon Randle,,"April 1, 2017(Sandy, Utah)","United States, Canada",English
1550,Judwaa 2,"Judwaa 2 (transl. Twins 2) is a 2017 Indian Hindi-language action comedy film directed by David Dhawan.[3][4] A reboot of the 1997 film Judwaa, itself a remake of the Telugu film Hello Brother (1994), which itself was inspired by the Jackie Chan-starrer 1992 film Twin Dragons, the film stars Varun Dhawan playing twins Raja and Prem[5] opposite Jacqueline Fernandez and Taapsee Pannu.[6][7] Produced by Nadiadwala Grandson Entertainment,[8] Judwaa 2 was released on 29 September 2017 to negative reviews from critics.[9] Nevertheless, it was a box office success and 4th highest grossing film of the year.",David Dhawan,,Sajid Nadiadwala,"Varun Dhawan, Jacqueline Fernandez, Taapsee Pannu, Sachin Khedekar, Zakir Hussain",Ayananka Bose,Ritesh Soni,29 September 2017,India,Hindi
1551,Juice,"Juice is a 2017 Indian Hindi-language drama short film directed by Neeraj Ghaywan and produced by Lalit Prem Sharma. Exploring the theme of gender inequality, it stars Shefali Shah as Manju Singh, a woman who is hosting a get-together of families along with her husband Brijesh (Manish Chaudhari) during a particularly hot evening. The film released to critical acclaim for its subject, direction and particularly Shah's performance. It won two Filmfare Short Film Awards at the 63rd Filmfare Awards, including Best Short Film (Fiction) and Best Actress in a Short Film for Shah.",Neeraj Ghaywan,"Ranjan Chandel, Neeraj Ghaywan, Suraj Majhi",Lalit Prem Sharma,Shefali Shah,Raaj Binder,Nitin Baid,22 November 2017,India,Hindi
1552,Julie 2,"Julie 2 is a 2017 Indian Hindi-language erotic thriller film written, co-produced and directed by Deepak Shivdasani and produced by Vijay Nair.[1] It features Raai Laxmi which marks her debut in Hindi cinema.[2][3] This is the sequel to Shivdasani's earlier film Julie (2004).",Deepak Shivdasani,"Faheem Chaudhry, (Dialogue)","Vijay Nair, Deepak Shivdasani, Pahlaj Nihalani",Raai Laxmi,Sameer Reddy,Asif Ali Sheik,24 November 2017,India,Hindi
1553,Juliet Lover of Idiot,"Juliet Lover of Idiot is a 2017 Telugu romantic comedy mystery film directed by Ajay Vodhirala, starring Naveen Chandra and Niveda Thomas in the lead roles. It is produced by Kothapalli R Raghu Babu and Kannika under Anurag Productions. Music is scored by Ratheesh Vega.[1]",Ajay Vodhirala,,"Kothapalli R Raghu Babu, KB Chowdary","Naveen Chandra, Nivetha Thomas",Arthur A. Wilson,S. B. Uddhav,15 December 2017,India,Telugu
1554,Julieum 4 Perum,"Julieum 4 Perum (transl. Julie and Four People) is a 2017 Indian Tamil-language comedy drama film written and directed by R. V. Satheesh. The film features Amudhavanan, George Vijay Nelson, R. V. Satheesh, Yoganand, and Alya Manasa in the lead roles, while Mahanadi Shankar and Jaguar Thangam play supporting roles. The music was composed by Raghu Sravan Kumar with cinematography by K. A. Rowin Bhaskar. The film began production during early 2016 and was released on 7 April 2017.[1]",R. V. Satheesh,,,"Amudhavanan, George Vijay Nelson, R. V. Satheesh, Yoganand, Alya Manasa",K. A. Rowin Baskar,"Sharan Shanmugam, V.A. Mazhai Dassan",7 April 2017,India,Tamil
1555,Jumanji: Welcome to the Jungle,"Jumanji: Welcome to the Jungle is a 2017 American action-adventure comedy film directed by Jake Kasdan and written by Chris McKenna, Erik Sommers, Scott Rosenberg and Jeff Pinkner. The film is the third in the Jumanji film series and a direct sequel to Jumanji (1995). The film stars Dwayne Johnson, Jack Black, Kevin Hart, Karen Gillan, Nick Jonas, Rhys Darby and Bobby Cannavale.",Jake Kasdan,,"Dwayne Johnson, Matt Tolmach, William Teitler","Dwayne Johnson, Jack Black, Kevin Hart, Karen Gillan, Nick Jonas, Bobby Cannavale, Rhys Darby",Gyula Pados,"Mark Helfrich, Steve Edwards","December 5, 2017(Grand Rex)",United States,English
1556,Jungle,"It was filmed in Mount Tamborine on the Gold Coast in Queensland, Australia.[4]",Greg McLean,,"Todd Fellman, Mike Gabrawy, Gary Hamilton, Mark Lazarus, Dana Lustig, Greg McLean","Daniel Radcliffe, Alex Russell, Thomas Kretschmann, Joel Jackson, Yasmin Kassim, Jacek Koman",Stefan Duscio,Sean Lahiff,3 August 2017(MIFF),"Australia, Colombia",English
1557,The Jungle Bunch,"An iceberg with an egg appears on the banks of an African jungle. Meanwhile, The Champs, consisting of big Bengal tigress Natacha, hippie three-toed sloth Tony, neurotic Javan rhinoceros  Goliath and crested porcupine Ricky, are engaged in saving all the inhabitants of the Jungle, mainly due to the evil deeds of an koala named Igor. During the next chase, Igor almost manages to escape from the island in a small boat, but he is hit by the iceberg, preventing the koala from leaving the shore. Igor tries to break the egg (delivered by the iceberg), but is defeated by The Champs, while the egg ends up on a tree.",David Alaux,"David Alaux, Éric Tosti, Jean-François Tosti","Jean-François Tosti, Bernard Birebent, François Cadene","Philippe Bozo, Laurent Morteau, Pascal Casanova, Céline Monsarrat",,Jean-Christian Tassy,13 June 2017(Annecy International Animation Film Festival),France,"French, English"
1558,Junior Majeur,"The film's cast also includes Normand Daneau, Claude Legault, Patrice Robitaille, Madeleine Péloquin and Edith Cochrane.",Éric Tessier,"Martin Bouchard, Emmanuel Joly",Christian Larouche,"Antoine Olivier Pilon, Rémi Goulet, Alice Morel-Michaud",Tobie Marier Robitaille,Alain Baril,"October 28, 2017(Abitibi-Témiscamingue)",Canada,French
1559,Junk Head,"Director Guillermo del Toro positively reviewed the film and it won three awards. It is the first film in a planned trilogy, with the second film, Junk World, released in June 2025.[7]",Takehide Hori,Takehide Hori,Kent Yoshida,"Takehide Hori, Atsuko Miyake",Takehide Hori,Takehide Hori,23 July 2017(Fantasia),Japan,Japanese
1560,Jupiter's Moon,"Jupiter's Moon (Hungarian: Jupiter holdja) is a 2017 Hungarian thriller film directed by Kornél Mundruczó and written by Kata Wéber. The film's title refers to the fourth largest moon of the planet Jupiter, the cold and icy Europa. Starring Merab Ninidze and Zsombor Jéger, it follows Aryan, a Syrian refugee in Budapest, who suddenly develops a levitating power.",Kornél Mundruczó,Kata Wéber,"Viktória Petrányi, Viola Fügen, Michael Weber, Michel Merkt","Merab Ninidze, Zsombor Jéger",Marcell Rév,Dávid Jancsó,19 May 2017(Cannes),"Hungary, Germany, France","Hungarian, English, Arabic"
1561,Just for You,Story of a young man who travels to Vietnam and heals his wounds of love with music.,Park Byoung-hwan,,Choi Hyun-min,"Tim, Son Ha-jung, Choi Jong-nam, Cha Soo-bin",Park Byoung-hwan,,"May 25, 2017(South Korea)",South Korea,Korean
1562,Just Getting Started,"Just Getting Started is a 2017 American action comedy film directed and written by Ron Shelton, his first feature film since Hollywood Homicide (2003). The film stars Morgan Freeman, Tommy Lee Jones, Rene Russo, Elizabeth Ashley and Glenne Headly.[3] The plot follows an ex-FBI agent who must put aside his personal feud with a former mob lawyer at a retirement home when the mafia comes to kill the pair. It was released in the United States on December 8, 2017, by Broad Green Pictures, was panned by critics and was a box office bomb, grossing just $7 million against its $22 million budget.[4]",Ron Shelton,Ron Shelton,"Bill Gerber, Steve Richards","Morgan Freeman, Tommy Lee Jones, Rene Russo, Joe Pantoliano, Glenne Headly, Sheryl Lee Ralph, Elizabeth Ashley, George Wallace, Graham Beckel, Jane Seymour, Johnny Mathis",Barry Peterson,Paul Seydor,"December 8, 2017",United States,English
1563,Just Like Our Parents,Just Like Our Parents (Portuguese: Como Nossos Pais) is a 2017 Brazilian drama film directed by Laís Bodanzky.[3] It was screened in the Panorama section at the 67th Berlin International Film Festival.[4],Laís Bodanzky,Laís Bodanzky,,"Maria Ribeiro, Clarisse Abujamra, Paulo Vilhena, Felipe Rocha",Pedro J. Márquez,Rodrigo Menecucci,11 February 2017(Berlin),Brazil,Portuguese
1564,Just Say Goodbye,"Just Say Goodbye is a 2017 American drama film directed by Matt Walting, starring Katerina Eichenberger, Max MacKenzie, William Galatis and Jesse Walters. Walting directed and produced the film while he was in high school.[1]",Matt Walting,Layla O'Shea,"Layla O'Shea, Matt Walting","Katerina Eichenberger, Max MacKenzie, William Galatis, Pamela Jayne Morgan",Jeff Simons,Matt Walting,25 October 2017(NewFilmmakers New York Film Festival),United States,English
1565,Just to Be Sure,Just to Be Sure (French: Ôtez-moi d'un Doute) is a 2017 French-Belgian comedy film directed by Carine Tardieu.[3] It was screened in the Directors' Fortnight section at the 2017 Cannes Film Festival.[4][5] It received two nominations at the 8th Magritte Awards.[6],Carine Tardieu,Carine Tardieu,Fabrice Goldstein,"François Damiens, Cécile De France",Pierre Cottereau,Christel Dewynter,20 May 2017(Cannes),"France, Belgium",French
1566,Find sources:,"Justice received mixed reviews from critics. Some reviews praised the performances and traditional Western atmosphere, while others noted its reliance on familiar genre tropes.[3]",,,,,,,,,
1567,Justice League,"Justice League is a 2017 American superhero film based on the DC Comics superhero team. Produced by Warner Bros. Pictures, DC Films, RatPac-Dune Entertainment,[b] Atlas Entertainment, and Cruel and Unusual Films, and distributed by Warner Bros., it is the fifth installment in the DC Extended Universe (DCEU). Directed by Zack Snyder,[a] and written by Chris Terrio and Joss Whedon, the film features an ensemble cast including Ben Affleck, Henry Cavill, Gal Gadot, Ezra Miller, Jason Momoa, Ray Fisher, Amy Adams, Jeremy Irons, Diane Lane, Connie Nielsen, and J. K. Simmons. In the film, following the events of Batman v Superman: Dawn of Justice (2016), Batman and Wonder Woman recruit the Flash, Aquaman, and Cyborg after the death of Superman to save the world from the catastrophic threat of Steppenwolf and his army of Parademons.","Zack Snyder, [, a, ]",,"Charles Roven, Deborah Snyder, Jon Berg, Geoff Johns","Ben Affleck, Henry Cavill, Gal Gadot, Ezra Miller, Jason Momoa, Ray Fisher, Amy Adams, Jeremy Irons, Diane Lane, Ciarán Hinds, Connie Nielsen, J. K. Simmons",Fabian Wagner,"David Brenner, Richard Pearson, Martin Walsh","November 13, 2017(Dolby Theatre)","United States, [, 3, ]",English
1568,Justice League Dark,"Justice League Dark is a 2017 American adult animated science fantasy superhero film produced by Warner Bros. Animation and distributed by Warner Home Video. Featuring the DC Comics team of the same name created by Peter Milligan and Mikel Janín, the film is the 28th of the DC Universe Animated Original Movies and the eighth of the DC Animated Movie Universe. Unlike most installments in the DC Animated Universe Movies series, Justice League Dark features an original premise. The film stars Matt Ryan as John Constantine, Camilla Luddington as Zatanna, and Jason O'Mara as Batman. Ryan, O'Mara and Jeremy Davies reprised their respective roles from previous media. It was released on Digital HD on January 24, 2017, and on DVD and Blu-ray on February 7.[1]",Jay Oliva,,James Tucker,"Matt Ryan, Camilla Luddington, Jason O'Mara",,Christopher D. Lozinski,"January 24, 2017(digital)",United States,English
1569,Juze,"Juze or Juje is a 2017 Indian film in Konkani, written and directed by Miransha Naik.[1] The film is about the social injustice and exploitation faced by migrant labourers in Goa, and is set in the 1990s.[2] It was co-produced by people from India, France and Netherlands (Thin Air, Three Rivers, Kepler Films, Cine-Sud Promotion) under the banner of Goa Film Bazaar, with some of the editing done in Paris.[3]",Miransha Naik,Miransha Naik,"Miransha Naik, Thierry Lenouvel, Derk-Jan Warrink","Rushikesh Naik, Sudesh Bhise, Prashanti Talpankar, Barkha Naik, Gauri Kamat",Abhiraj Rawale,"Jacques Comets, Siddesh Naik, Suzana Pedro",16 April 2017(Hong Kong International Film Festival),India,Konkani
1570,K3 Love Cruise,"Hanne, Klaasje and Marthe have been invited to the Rotterdam by captain Bas to perform for the travelers present during the cruise. The journey goes smoothly, until the pearl that Klaasje received from her grandmother turns into a pearl elf, which is only visible to the girls of K3.[3] Elvin sails with the cruise to the Bikini Circle, the place where he was kidnapped by Klaasje's great-great-grandfather, to see his daughter again. During the journey he also sees the opportunity to take revenge on the girls of K3 by bullying them and making things fail.[4]",Frederick Sonck,"Gert Verhulst, Hans Bourlon, Nico De Braeckeleer",Anja Van Mensel,"Hanne Verbruggen, Klaasje Meijer, Marthe De Pillecyn",Jan Mestdagh,,9 December 2017,"Belgium, Netherlands",Dutch
1571,Kaabil,"Kaabil (transl. Capable) is a 2017 Indian Hindi-language action-thriller film directed by Sanjay Gupta, written by Vijay Kumar Mishra, and produced by Rakesh Roshan under his banner FilmKraft Productions.[5][6] The film stars Hrithik Roshan, Yami Gautam, Ronit Roy and Rohit Roy. The film’s soundtrack is composed by Rajesh Roshan. Principal photography began on 30 March 2016.[7]",Sanjay Gupta,,Rakesh Roshan,"Hrithik Roshan, Yami Gautam, Ronit Roy, Rohit Roy","Sudeep Chatterjee, Ayananka Bose",Akiv Ali,25 January 20171,India,Hindi
1572,Kaadhali,"Kaadhali (transl. Lover Girl) is a 2017 Telugu-language film directed by Pattabhi R Chilukuri in his directorial debut. The film stars debutant Pooja Doshi, Harish Kalyan and Sai Ronak in the lead roles and marks the Telugu lead film debut of Kalyan.[1]",Pattabhi R Chilukuri,,Pattabhi R Chilukuri,"Pooja Doshi, Harish Kalyan, Sai Ronak",Sekhar V. Joseph,Marthand K. Venkatesh,16 June 2017,India,Telugu
1573,Kaafi Thota,"Kaafi Thota is a 2017 Indian romantic thriller Kannada film written, directed and co-produced by T. N. Seetharam. Adapting a crowd-funding methodology, Seetharam produced the film along with 29 other donors under the maiden banner ""Manvanthara Films"".",T. N. Seetharam,T. N. Seetharam,Manvantara Chitra.LLP,"Raghu Mukherjee, Radhika Chetan, Samyukta Hornad, Rahul Madhav",Ashok Kashyap,Akshay P Rao,18 August 2017,India,Kannada
1574,Kaala,The film revolves around the time of King Dhatusena and the way he constructed Kala Wewa. It depicts the chronicles related to the tank and formation of new deity Kadawara.[8],"Sujeewa Gunarathne, [, 2, ]",D K Atigala,Live Works Creations,"Mahendra Perera, Madani Malwaththa, W. Jayasiri",Chandana Jayasinghe,Rangana Sinharage,27 October 20171,Sri Lanka,Sinhala
1575,Kaatru Veliyidai,"Kaatru Veliyidai (transl. Amidst the air) is a 2017 Indian Tamil-language romantic war film, produced, written and directed by Mani Ratnam. Made under the Madras Talkies banner, it features music composed by A. R. Rahman, cinematography by Ravi Varman and editing by A. Sreekar Prasad. The film stars Karthi and Aditi Rao Hydari, with Lalitha, Rukmini Vijayakumar, Delhi Ganesh and RJ Balaji and Shraddha Srinath playing other pivotal roles.[1] Set against the backdrop of the Kargil War of 1999, the film narrates the story of an Indian Air Force pilot who recalls his romance with a doctor in the lead up to the war, while being kept as a prisoner of war at a jail in Rawalpindi, Pakistan. It marked Aditi's comeback and Shraddha's debut in Tamil cinema.",Mani Ratnam,Mani Ratnam,Mani Ratnam,"Karthi, Aditi Rao Hydari",Ravi Varman,A. Sreekar Prasad,7 April 2017,India,Tamil
1576,Kaattu,"Kaattu (lit. 'Wind') is a 2017 Indian Malayalam-language period film directed and produced by Arun Kumar Aravind. It was written by Ananthapadmanabhan based on the short story by his father Padmarajan. The film is set in late 1970s, it stars Asif Ali, Murali Gopy, Varalaxmi Sarathkumar and Manasa Radhakrishnan. Kaattu was released in India on 19 October 2017 on the occasion of Diwali.",Arun Kumar Aravind,Ananthapadmanabhan,Arun Kumar Aravind,"Asif Ali, Murali Gopy, Varalaxmi Sarathkumar, Manasa Radhakrishnan",Prasanth Raveendran,Arun Kumar Aravind,19 October 2017,India,Malayalam
1577,Kabula Barabula,"Kabula Barabula is a 2017 Indian Odia comedy film directed by Ramesh Rout.[1] The film stars Anubhav Mohanty and Elina Samantray in the lead roles.[2] The film was released on September 27, 2017.[3][4] The movie is a remake of 2013 Punjabi movie Singh vs Kaur.",Ramesh Rout,,"Vijay Kandoi, Aviram Sahu","Anubhav Mohanty, Elina Samantray, Abhisek Bhatta, Babul Mohanthy",Pratap Rout,Rajesh Dash,27 September 2017,India,Odia
1578,Kachcha Limboo,Kachcha Limboo is a 2017 Marathi language feature film directed by Prasad Oak[1] and produced by Mandar Devasthali.[2] The film was the recipient of the 2017 National Film Award in the Best Arts/Cultural Film category.[2],Prasad Oak,Chinmay Mandlekar,"Mandar Devasthali, Sudhir Kolte, Mohan Naddar","Sonali Kulkarni, Ravi Jadhav, Sachin Khedekar",Amalendu Chaudhary,Jayant Jathar,11 August 2017,India,Marathi
1579,Kada River,"Kada River is a 2017 Nigerian romantic drama film directed by Toka McBaror who also co-produced it alongside Forinclay Ejeh with executive produced by Olakunle Churchill.[1] The film features Nollywood actors and actress such as Joke Silva, Keppy Ekpenyong, Rachel Oniga and Bayray McNwizu.",Toka McBaror,,"Forinclay Ejeh, Toka McBaror","Joke Silva, Keppy Ekpenyong, Rachel Oniga, Bayray McNwizu, TBoss, Chris Okagbue, James Blessing, Fella Makafui, Rakiya Attah, Oluchi Madubuko",,"Toka McBaror, Mr. Size",September 2017,Nigeria,"English, Hausa"
1580,Kadaisi Bench Karthi,"Kadaisi Bench Karthi (transl. Last Bench Karthi) is a 2017 Indian Tamil-language romantic comedy film directed by Ravi Bhargavan. The film features Bharath, Ruhani Sharma and Angana Roy. The venture began production in July 2016 and had a theatrical release on 27 October 2017.",Ravi Bhargavan,,John Sudheer Pudhota,"Bharath, Ruhani Sharma, Angana Roy",Muneer Malik,N. H. Babu,27 October 2017,India,Tamil
1581,Kadamban,"Kadamban (Lord Muruganⓘ) is a 2017 Indian Tamil-language action adventure drama written and directed by N. Ragavan. It stars Arya and Catherine Tresa in the lead roles.[1] The music was composed by Yuvan Shankar Raja, while the art direction and action choreography were handled by A. R. Mohan and Dhilip Subbarayan.",N. Ragavan,N. Ragavan,R. B. Choudary,"Arya, Catherine Tresa",S. R. Sathish Kumar,Deva,14 April 2017,India,Tamil
1582,Kadhal Kan Kattudhe,"Kadhal Kan Kattudhe (transl. Love is Dazzling) is a 2017 Indian Tamil-language romance film written, co-produced and directed by Shivaraj. Featuring newcomers KG, Athulya and Aneeruth in the lead roles, the music was composed by Pavan. The film began production during early 2016 and was released on 17 February 2017.[1][2][3] The film's title is based on a song from Kaaki Sattai (2015).[citation needed]",Shivaraj,Shivaraj,"Deva, Shivaraj","KG, Athulya, Aneeruth",Shivaraj,Shivaraj,17 February 2017,India,Tamil
1583,Kadhal Kasakuthaiya,"Kadhal Kasakuthaiya (transl. Love Feels Bitter) is a 2017 Indian Tamil-language romantic drama film written and directed by Dwarakh Raja. Featuring Dhruvva and Venba in the lead roles, the film also has veteran actors Charle and Kalpana in pivotal roles. The film began production in mid-2016 and was released on 8 September 2017 to mixed reviews from critics.",Dwarakh Raja,Dwarakh Raja,"V. Mathiyalagan, R. Ramya","Dhruvva, Venba",Balaji Subramaniam,Muniez,8 September 2017,India,Tamil
1584,Kadugu,"Kadugu (transl. Mustard) is a 2017 Indian Tamil-language action drama film written, produced and directed by Vijay Milton. The film features an ensemble cast of Bharath, Rajakumaran, Radhika Prasidhha, Subiksha, Bharath Seeni and A. Venkatesh. Distributed by actor Suriya, the film had a theatrical release on 24 March 2017 and won positive reviews from critics.[1][2] The director remade the movie for his Kannada directorial debut Bairagee (2022).[3]",S. D. Vijay Milton,S. D. Vijay Milton,"Bharath Seeni, S. D. Vijay Milton, Suriya, (Presenter)","Bharath, Rajakumaran, Radhika Prasidhha, Subiksha, Bharath Seeni, A. Venkatesh",S. D. Vijay Milton,J. R. John Abraham,24 March 2017,India,Tamil
1585,Kadvi Hawa,"Kadvi Hawa (transl. Bitter wind) is a 2017 Indian Hindi-language drama film, directed by Nila Madhab Panda and produced by Panda, Drishyam Films and Akshay Parija. Based on the theme of climate change, the film stars Sanjay Mishra, Ranvir Shorey and Tillotama Shome in lead roles. It was released on 24 November 2017.[2] It also got a Special Mention at the 64th National Film Awards held on 7 April 2017. The film is presented by Drishyam Films.[3]",Nila Madhab Panda,Nitin Dixit,"Manish Mundra, Akshay Kumar Parija, Nila Madhab Panda","Sanjay Mishra, Ranvir Shorey, Tillotama Shome, Bhupesh Singh",Ramanuj Dutta,Jabeen Merchant,24 November 2017,India,Hindi
