,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
1967,Maximum Ride,"Maximum Ride is a 2016 American science fiction film based on the novel series of the same name by James Patterson. It adapts the first half of The Angel Experiment, the first book in the series. YouTube personality Jenna Marbles served as an executive producer of the film.[1][2][3]",Jay Martin,,"Gary Binkow, Amee Dolleman","Allie Marie Evans, Patrick Johnson, Lyliana Wray, Luke Gregory Crosby, Gavin Lewis, Tetona Jackson, Zayne Emory, Carrie Wampler, Peter O'Brien",Ed Wu,Joel Griffen,"August 30, 2016",United States,English
1968,May God Save Us,"In the hot summer of 2011, against the backdrop of the economic crisis and the 15-M Movement, Madrid is swarmed by a million and a half of pilgrims awaiting the visit of Pope Benedict XVI. Two police inspectors are commissioned to investigate a brutal serial killer who rapes and kills older women. The two inspectors will have to solve the case in a short time and without too much clamor. The ending is unexpected and after three years from the facts told.",Rodrigo Sorogoyen,"Rodrigo Sorogoyen, Isabel Peña","Gerardo Herrero, Mikel Lejarza, Mercedes Gamero","Antonio de la Torre, Roberto Álamo, Luis Zahera, Raúl Prieto, María Ballesteros, Mónica López, Rocío Muñoz, José Luis García Pérez, María de Nati, Teresa Lozano",Alex de Pablo,"Alberto del Campo, Fernando Franco",18 September 2016(SSIFF),Spain,Spanish
1969,Maya 3D,"Maya (Sinhala: මායා 3D, lit. 'Illusion 3D', ) is a 2016 Sri Lankan Sinhala 3D horror comedy film directed by Donald Jayantha and co-produced by Raja Sadesh Kumar and Srimathi Sadesh Kumar. It stars Ranjan Ramanayake, Pubudu Chathuranga in lead roles along with Giriraj Kaushalya, Nilmini Kottegoda and Upeksha Swarnamali.[1][2][3] It is the 1257th Sri Lankan film in the Sinhala cinema.[4] The film is a shot-for-shot remake of the 2011 tamil film Kanchana.[5]",Donald Jayantha,Raja Sadesh Kumar,"Raja Sadesh Kumar, Srimathi Sadesh Kumar","Pududu Chathuranga, Ranjan Ramanayake, Shehara Hewadewa",Ayeshmantha Hettiarachchi,Pravin Jayaratne,14 September 2016,Sri Lanka,Sinhalese
1970,MBA Partners,"MBA Partners is a 2016 Chinese romantic drama film directed by Jang Tae-yoo and starring Yao Chen, Tiffany Tang, Hao Lei, Li Chen and a special appearance by Aaron Kwok.[2] It was released in China on 29 April 2016.[1]",Jang Tae-yoo,,"Du Hua, Wang Kafei, Ma Jun","Yao Chen, Tiffany Tang, Hao Lei, Li Chen, Wang Yibo, Aaron Kwok",Lu Douwan,,29 April 2016,China,Mandarin
1971,McDull: Rise of the Rice Cooker,"McDull: Rise of the Rice Cooker (麥兜·飯寶奇兵) is a 2016 animated comedy film directed by Brian Tse and featuring the Hong Kong character McDull.[3][4][2] A Chinese-Hong Kong co-production, it was released in China on 15 September 2016.[1]",Brian Tse,,,"Zhang Zhengzhong, Sandra Ng, Anthony Wong, The Pancakes",,,15 September 2016(China),"China, Hong Kong, [, 1, ]","Cantonese, Mandarin, [, 2, ]"
1972,Me Before You,"Me Before You is a 2016 romantic drama film directed by Thea Sharrock in her directorial debut and adapted by author Jojo Moyes from her 2012 novel. The film stars Emilia Clarke, Sam Claflin, Janet McTeer, Charles Dance and Brendan Coyle.[5]",Thea Sharrock,,"Karen Rosenfelt, Alison Owen","Emilia Clarke, Sam Claflin, Janet McTeer, Charles Dance, Brendan Coyle, Matthew Lewis",Remi Adefarasin,John Wilson,23 May 2016(New York City),"United Kingdom, [, 2, ], United States, [, 2, ]",English
1973,Mean Dreams,"Described as ""a coming-of-age drama that evolves into a crime thriller"",[4] the film begins with teenagers Jonas and Casey meeting, introduced by Casey's faithful dog Blaze. Jonas spends his days working on his father's cattle ranch in the Great Lakes region of North America; Casey and her father Wayne, a police sergeant, are the new neighbors. Wayne tries to quell the romance blossoming between Casey and Jonas. When Jonas sees Wayne hit Casey, Jonas and Wayne get into fight and Wayne threatens Jonas's life. Jonas talks to the Chief and his father about protecting Casey without receiving any help. He decides to act on his own.",Nathan Morlando,"Kevin Coughlin, Ryan Grassby","William Woods, Allison Black","Sophie Nélisse, Josh Wiggins, Bill Paxton, Colm Feore",Steve Cosens,"Ronald Sanders, Sandy Pereira",15 May 2016(Cannes),Canada,English
1974,La Mécanique de l'ombre,"La Mécanique de l'ombre, known in English as The Eavesdropper[3] and Scribe,[4] is a 2016 action thriller film directed by Thomas Kruithof in his feature directorial debut.[5] The film was a co-production between companies in France and Belgium.","Thomas Kruithof, [, fr, ]","Thomas Kruithof, Yann Gozlan, Marc Syrigas, Aurélie Valat","Thibault Gast, Matthias Weber","François Cluzet, Denis Podalydès, Sami Bouajila, Simon Abkarian, Alba Rohrwacher",Alex Lamarque,Jean-Baptiste Beaudoin,25 August 2016(Angoulême),"France, Belgium",French
1975,Mechanic: Resurrection,"Mechanic: Resurrection is a 2016 American action thriller film directed by Dennis Gansel and written by Philip Shelby and Tony Mosher, with a story by Shelby and Brian Pittman. It is the sequel to the 2011 film The Mechanic, which was a remake of the 1972 film of the same name. The film stars Jason Statham, Tommy Lee Jones, Jessica Alba, and Michelle Yeoh.",Dennis Gansel,,"John Thompson, Robert Earl, David Winkler, William Chartoff","Jason Statham, Jessica Alba, Tommy Lee Jones, Michelle Yeoh, Sam Hazeldine",Daniel Gottschalk,"Michael Duthie, Todd E. Miller, Ueli Christen","August 22, 2016(ArcLight Hollywood)",United States,English
1976,Meeku Meere Maaku Meme,Meeku Meere Maaku Meme is a 2016 Telugu language film directed by Hussain Sha Kiran. It stars Tarun Shetty and Avantika Mishra.,Hussain Sha Kiran,Hussain Sha Kiran,Nakama Planet Green studios,"Tarun Shetty, Avantika Mishra",Surya Vinay,Marthand K. Venkatesh,17 June 2016,India,Telugu
1977,Meelo Evaru Koteeswarudu,"Meelo Evaru Koteswarudu (transl. Who is the millionaire among you all?) is a 2016 Indian Telugu film directed by E. Satti Babu and produced by K. K. Radhamohan starring Naveen Chandra, Shruti Sodhi, Murali Sharma, Prudhviraj and Saloni Aswani among others. The film was released on 16 December 2016.[2]",E. Satti Babu,E. Satti Babu,K. K. Radhamohan,"Naveen Chandra, [, 1, ], Shruti Sodhi, Prudhviraj, Saloni Aswani",,Goutham Raju,16 December 2016,India,Telugu
1978,Meen Kuzhambum Mann Paanaiyum,"Meen Kuzhambum Mann Paanaiyum (transl. Fish curry and Claypot) is a 2016 Indian Tamil language fantasy comedy film filmed in parts of West Malaysia, Indonesia and Cambodia. It was written and directed by Amudheshwar and produced by Dushyanth Ramkumar. The film stars Prabhu, Kalidas Jayaram, Ashna Zaveri and Pooja Kumar in the lead roles. It was promoted as Prabhu Ganesan’s 200th film.[1] The principal photography of the film commenced in November 2015 in Chennai and the film was released exactly a year later.[2] Kamal Haasan shot for a cameo appearance in the film. It also marked the feature film debut as an adult of Kalidas Jayaram, son of noted film actors Jayaram and Parvathy, who had appeared as a child artist during the early 2000s and also his official Tamil debut.",Amudheshwar,,Dushyanth Ramkumar,"Prabhu, Kalidas Jayaram, Ashna Zaveri, Pooja Kumar, Kamal Haasan",Laxman Kumar,Richard Kevin,11 November 2016,India,Tamil
1979,Meendum Oru Kadhal Kadhai,"Meendum Oru Kadhal Kadhai (transl. Once Again a Love Story) is a 2016 Tamil-language romantic musical film directed by Mithran R. Jawahar, starring Walter Philips and Isha Talwar. It is a remake of the Malayalam film Thattathin Marayathu,[1] with Talwar reprising her role.",Mithran R. Jawahar,,Sangili Murugan,"Walter Phillips, Isha Talwar",Vishnu Sarma,M. Thiyagarajan,26 August 2016,India,Tamil
1980,Meera Jaakirathai,"Meera Jaakirathai (transl. Beware of Meera) is the 2016 Tamil-language horror film directed by R. G. Kesvan, produced by Anthony Edward, and written by K. Mageswaran. The film features Surendar, Monica, and Bobby Simha. The music for the film was composed by Raj with cinematography by Veeramani and editing by Shyjith Kumaran. The film, having been in production for six years, released on 27 May 2016 to negative reviews.",R. G. Kesavan,K. Mageswaran,Anthony Edward,"Surendar, Monica, Bobby Simha",Veeramani,Shyjith Kumaran,27 May 2016,India,Tamil
1981,Meester Kikker,"Meester Kikker is a 2016 Dutch-Belgian family film directed by Anna van der Heide.[3] It was based on the book of the same name by Paul van Loon. It was listed as one of eleven films that could be selected as the Dutch submission for the Best Foreign Language Film at the 89th Academy Awards, but it was not nominated.[4]",Anna van der Heide,,Burny Bos,"Jeroen Spitzenberger, Georgina Verbaan, Paul R. Kooij",Mark van Aller,Michiel Reichwein,16 July 2016(Netherlands)1,"Netherlands, Belgium",Dutch
1982,Meet the Blacks,"Meet the Blacks is a 2016 American black comedy horror film directed by Deon Taylor, written by Taylor and Nicole DeMasi, and is a parody of the 2013 film The Purge. It stars Mike Epps, Gary Owen, Zulay Henao, Lil Duval, Bresha Webb, George Lopez and Mike Tyson. This was Charlie Murphy's last film role before his death from leukemia in 2017 as well as the final role for Paul Mooney, who died in 2021.",Deon Taylor,"Deon Taylor, Nicole DeMasi","Roxanne Avent, Shannon McIntosh, Deon Taylor","Mike Epps, Gary Owen, Zulay Henao, Bresha Webb, Lil Duval, George Lopez, Mike Tyson",John T. Connor,"Suzanne Hines, Patrick McMahon","April 1, 2016",United States,English
1983,Mellow Mud,,Renārs Vimba,Renārs Vimba,"Aija Bērziņa, Alise Ģelze","Elīna Vaska, Andžejs Lilientāls, Edgars Samītis",Arnar Thorisson,,26 February 2016(Latvia),Latvia,Latvian
1984,Memories of a Penitent Heart,"Memories of a Penitent Heart is an American documentary film which premiered at the Tribeca Film Festival in 2016[1] and aired in shortened form on PBS's documentary series POV on July 31, 2017.[2] Written and directed by Cecilia Aldarondo, the film centers on her attempts to find out more about the life and death of her uncle Miguel Dieppa, an aspiring actor and playwright who died of an AIDS-related illness when Aldarondo was six years old and had only ever met him once.[3]",Cecilia Aldarondo,Cecilia Aldarondo,"Cecilia Aldarondo, Patricia Benabe",,Brennan Vance,Hannah Buck,"April 15, 2016(Tribeca)",United States,"English, Spanish"
1985,Mental,"Mental known as Mental: It can be your Love Story or Rana Pagla: The Mental, is a 2016 Bangladeshi psychological-action thriller film featuring Shakib Khan, Nusrat Imrose Tisha with Achol, Misha Sawdagor, Shiba Shanu, Don and Shimul Khan in supporting roles.[1] The film was directed by debutant Shamim Ahamed Roni with the screenplay written by Abdullah Zahir and Daud Hussein. The film was produced by Saiful Alam Chowdhury (Parvez) under the banner of Banglaxpress Films.[2]",Shamim Ahamed Roni,,Saiful Alam Chowdhury (Parvez),"Shakib Khan, Nusrat Imrose Tisha, Achol",Chandan Roy Chowdhury,,"July 7, 2016",Bangladesh,Bengali
1986,The Menu,"The Menu (Chinese: 導火新聞線) is a 2016 Hong Kong drama film about journalism and the sequel to the television series of the same name. The film is directed by Ben Fong, who also directed the television series, and stars Catherine Chau, Gregory Wong, Ng Man-tat and Kate Yeung. The film was released on 4 August 2016.",Ben Fong,"Pun Man-hung, Chiu Mei-yee, Anson Wong, Cola Ho","Pun Man-hung, Xian Guohua, Song Jia, Wang Ren, Albert Lee","Catherine Chau, Gregory Wong, Ng Man-tat, Kate Yeung",Alpheus Woo,Wong Yuk-ming,4 August 2016,Hong Kong,"Cantonese, Mandarin"
1987,Meow,"Meow is a 2016 Indian Tamil-language thriller film directed by Chinnas Palanisamy and starring a persian cat named Jenny in the lead role along with Raja, Sanjay, Hayden, Kumar and Urmila Gayathri.",Chinnas Palanisamy,,Vincent Adaikalaraj,"Jenny, Raja, Sanjay, Hayden, Kumar, Urmila Gayathri",Bojan K Dinesh,Sathish Suriya,"December 30, 2016",India,Tamil
1988,Mercenary,Mercenary (French: Mercenaire) is a 2016 French drama film directed by Sacha Wolff. It was screened in the Directors' Fortnight section at the 2016 Cannes Film Festival[2][3] where it won the Europa Cinemas Label Award.[4] A young man from the French oversea collectivity of New Caledonia in the South Pacific plays rugby in France.,Sacha Wolff,Sacha Wolff,,Toki Pilioko,,,18 May 2016(Cannes),France,French
1989,Merci patron!,"Merci patron! (Thank you, boss!) is a French documentary film directed by journalist François Ruffin. It was first screened in 2015 and was released nationally in France on 24 February 2016. The film is critical of the practice of outsourcing French jobs to foreign labour, and in particular it is critical of one of France's richest people, Bernard Arnault, chairman and CEO of the luxury goods conglomerate LVMH.[3][4] The style of the documentary has been compared to that of the American director Michael Moore.[3] The film's success has been cited as a factor in the rise of the Nuit debout movement.[5][6][7]",François Ruffin,,"Edouard Mauriat, Johanna Silva",,,Cécile Dubois,24 February 2016(France),France,French
1990,Mercury Plains,"Mercury Plains is a 2016 American action drama film directed by Charles Burmeister and starring Scott Eastwood, Angela Sarafyan, and Nick Chinlund. Grindstone Entertainment Group acquired the US rights to the film, and it was distributed by Lionsgate Home Entertainment.[2] Eastwood stars as an American drifter hired in Mexico to fight drug cartels.",Charles Burmeister,Charles Burmeister,"Houston Hill, Eric Watson","Scott Eastwood, Angela Sarafyan, Nick Chinlund, Justin Arnold",Philip Roy,Christopher Rucinski,"January 5, 2016(US)",United States,English
1991,Mercy,"Mercy is a 2016 American horror-thriller film written and directed by Chris Sparling. The film had its world premiere at Los Angeles Film Festival on June 4, 2016, and its distribution rights were acquired by Netflix.[1][2]",Chris Sparling,Chris Sparling,"Robyn K. Bennett, Andrew D. Corkin, Kyle Franke","James Wolk, Caitlin FitzGerald, Tom Lipinski, Dan Ziskie, Michael Godere, Michael Donovan",Luca Del Puppo,"Seth Anderson, Phillip Kimsey","June 4, 2016(LA Film Fest)",United States,English
1992,Meridian,"Meridian is a 2016 film noir thriller film directed by Curtis Clark and written by Clark and James Harmon Brown. The film stars Kevin Kilner, Reid Scott, and Elyse Levesque, and focuses on detectives investigating the disappearances of three men in 1940s Los Angeles. It was released on Netflix and Xiph.org in September 2016.",Curtis Clark,,Malcolm Duncan,"Kevin Kilner, Reid Scott, Elyse Levesque",,David Sconyers,2016,United States,English
1993,Merku Thodarchi Malai,"Merku Thodarchi Malai (English: Western Ghats) is a 2018 Indian Tamil language drama film. It was directed by Lenin Bharathi and produced by Vijay Sethupathi, with cinematographer Theni Eswar and composer Ilaiyaraaja.[1] This is said to be Ilaiyaraaja's 1001th film signed by him in 2015.[2]",Lenin Bharathi,Raasi Thangadurai (Dialogues),Vijay Sethupathi,"Antony, Gayathri Krishnaa, Abu Valayankulam",Theni Eswar,Kasi Viswanathan,2018(New York Indian Film Festival),India,Tamil
1994,The Mermaid,"The Mermaid (Chinese: 美人鱼) is a 2016 romantic fantasy comedy film directed, co-written and produced by Stephen Chow, which stars Lin Yun, Deng Chao, Zhang Yuqi and Show Lo.[8] A Chinese-Hong Kong co-production, the film tells the story of a playboy businessman (Deng Chao) who falls in love with a mermaid (Lin Yun) sent to assassinate him.[9][10][11]",Stephen Chow,"Stephen Chow, Kelvin Lee, Andrew Fung, Ho Miu-kei, Chan Hing-kai, Lu Zhengyu, Ivy Kong, Tsang Kan-cheong","Stephen Chow, Jiang Ping, Ivy Kong, [, 1, ]","Deng Chao, Lin Yun, Show Lo, Zhang Yuqi",Choi Sung-fai,"Cheung Ka-fai, Cheng Man-to",8 February 2016,"China, Hong Kong","Mandarin, [, 3, ], [, 4, ]"
1995,Merry Christmas Mr. Mo,"Widower and barber Mo Geum-san (Gi Ju-bong) is terminally ill. His dying wish is to make a short film directed by his estranged son, Stephen (Oh Jung-hwan).[1][2][3][4]",Lim Dae-hyung,,Park Doo-hee,"Gi Ju-bong, Oh Jung-hwan, Go Won-hee, Jeon Yeo-been",Moon Myung-hwan,Park Se-young,October 2016(Busan),South Korea,Korean
1996,Message from the King,"Message from the King is a 2016 revenge-action-thriller film directed by Fabrice Du Welz, and written by Stephen Cornwell and Oliver Butcher. The film is produced by Cornwell, David Lancaster and Simon Cornwell and stars Chadwick Boseman, Luke Evans, Teresa Palmer, and Alfred Molina. The film's plot revolves around Jacob King (Boseman), a man from Cape Town, South Africa who travels to Los Angeles in order to find his younger sister and, after finding out she is dead, he works to avenge her death.",Fabrice Du Welz,,"Stephen Cornwell, David Lancaster, Simon Cornwell","Chadwick Boseman, Luke Evans, Teresa Palmer, Alfred Molina",Monica Lenczewska,Beatrice Sisul,"September 8, 2016(TIFF)","United States, United Kingdom, France, Belgium",English
1997,Metro,"Metro  is a 2016 Indian Tamil-language action crime film produced and directed by Anandakrishnan. The film, which explores the theme of chain snatching in the outskirts of Chennai, stars Shirish in his film debut, alongside Bobby Simha and Sendrayan.[1]",Ananda Krishnan,Ananda Krishnan,Ananda Krishnan,"Shirish, Bobby Simha, Sendrayan, Sathya",N. S. Uthayakumar,M. Ramesh Bharathi,24 June 2016,India,Tamil
1998,Miami Beach,,Carlo Vanzina,"Carlo Vanzina, Enrico Vanzina",Marco Belardi,"Ricky Memphis, Paola Minaccioni, Max Tortora, Emanuele Propizio, Giampaolo Morelli",Enrico Lucidi,Luca Montanari,1 June 2016,Italy,Italian
1999,Michael Jackson's Journey from Motown to Off the Wall,"Michael Jackson's Journey from Motown to Off the Wall is a 2016 documentary film directed by Spike Lee, chronicling the rise of pop star Michael Jackson through the creation of his landmark solo album, Off the Wall (1979). It is the second Michael Jackson-focused documentary Lee has made, after Bad 25 (2012). The film premiered on January 24, 2016, at the 2016 Sundance Film Festival.[1]",Spike Lee,,"Spike Lee, John Branca, John McClain",Michael Jackson,Kerwin DeVonish,"Ryan Denmark, Barry Alexander Brown","January 24, 2016(2016 Sundance Film Festival)",United States,English
2000,Michael Moore in TrumpLand,Michael Moore in TrumpLand is a 2016 documentary film by Michael Moore[3][4][5][6][7] about the 2016 United States presidential election campaign.,Michael Moore,Michael Moore,Michael Moore,Michael Moore,Jim Zunt,Doug Abel,"October 18, 2016(IFC Center)",United States,English
2001,Mid-July Days 2,The film has grossed CN¥3.5 million at the Chinese box office.[1],Li Hong Jian,,,,,,"August 19, 2016",China,Mandarin
2002,Middle Man,"Middle Man is a 2016 American black comedy film written and directed by Ned Crowley.  It stars Jim O'Heir as Lenny, an unfunny, aspiring standup comedian who, on a road trip to Las Vegas, picks up a mysterious hitchhiker, played by Andrew J. West.  Believing himself responsible for the death of a heckler, Lenny publicly confesses, becoming an instant hit for what audiences perceive as  transgressive humor.",Ned Crowley,Ned Crowley,"William Fortney, Roger Petrusson, Gerald Webb","Jim O'Heir, Andrew J. West, Josh McDermitt, Anne Dudek, Tracey Walter",Dick Buckley,Chris Claeys,"June 10, 2016(SIFF)",United States,English
2003,Middle School: The Worst Years of My Life,"Middle School: The Worst Years of My Life is a 2016 American comedy film directed by Steve Carr and written by Chris Bowman, Hubbel Palmer and Kara Holden, based on the 2011 novel of the same name by James Patterson and Chris Tebbetts. The film stars Griffin Gluck, Lauren Graham, Rob Riggle, Isabela Merced, Retta, Thomas Barbusca, Andy Daly, and Adam Pally. It follows Rafael ""Rafe"" Khatchadorian (Gluck), a middle school student who sets out to break every one of the many rules made by his domineering tyrannical principal (Daly).",Steve Carr,,"Leopoldo Gout, Bill 
Robinson, Marty Eli Shwartz, Heidi Santelli","Griffin Gluck, Lauren Graham, Rob Riggle, Thomas Barbusca, Andy Daly, Adam Pally",Julio Macat,"Wendy Greene Bricmont, Craig Herring","October 7, 2016",United States,English
2004,Midnight Delight,"Midnight Delight is a 2016 American absurdist anthology film written and directed by Rohit Gupta. It is composed of nine vignettes of characters at a smoking lounge and their antics with people they have never met before. It stars an ensemble cast and produced by Gupta and Saumin Mehta under the production company Dot & Feather Entertainment.[1][2] The film is the second feature directed by Gupta, best known for Life! Camera Action... and Another Day Another Life.[3]",Rohit Gupta,Rohit Gupta,"Rohit Gupta, Saumin Mehta","Shaheed Woods, Alexandra Hellquist, Dipti Mehta, Michael Laguerre, Maggie Alexander","Joshua Echevarria, Monika Kolodziej","Rohit Gupta, Saumin Mehta, Michael Lester",21 July 2016,United States,English
2005,The Midnight Man,"The Midnight Man is a 2016 American direct-to-video crime thriller film starring 
Will Kemp, Brinna Kelly, William Forsythe, Brent Spiner, Doug Jones, Vinnie Jones, Steve Valentine, Max Adler and William Miller. Brinna Kelly also produced and co-wrote, along with director D.C. Hamilton. It was released to DVD and digitally by Cinedigm on March 1, 2016.",D.C. Hamilton,,Brinna Kelly,"Will Kemp, Brinna Kelly, William Forsythe, Brent Spiner, Doug Jones, Vinnie Jones, Steve Valentine, Max Adler",Joshua Harrison,D.C. Hamilton,"March 1, 2016(DVD and digital)",United States,English
2006,Midnight Special,"Midnight Special is a 2016 American science fiction drama film written and directed by Jeff Nichols, and produced by Sarah Green and Brian Kavanaugh-Jones. The film stars Michael Shannon, Joel Edgerton, Kirsten Dunst, Adam Driver, Jaeden Martell, and Sam Shepard.[6]  It is Nichols's fourth full-length film and his first studio production.[7] It was selected to compete for the Golden Bear at the 66th Berlin International Film Festival.[8]",Jeff Nichols,Jeff Nichols,"Sarah Green, Brian Kavanaugh-Jones","Michael Shannon, Joel Edgerton, Kirsten Dunst, Adam Driver, Jayden Lieberher, Sam Shepard",Adam Stone,Julie Monroe,"February 12, 2016(Berlinale)","United States, [, 3, ]",English
2007,A Midsummer Night's Dream,"A Midsummer Night's Dream is a 2016 British television film based on the William Shakespeare play A Midsummer Night's Dream. It was adapted by Russell T Davies, directed by David Kerr and produced by Nikki Wilson. It stars Maxine Peake as Titania, Matt Lucas as Bottom, John Hannah as Theseus and Nonso Anozie as Oberon. The film was first broadcast on 30 May 2016 on BBC One.",,,,,,,,,
2008,Migrant Dreams,"It was Lee's second documentary film about migrant workers in Canada, following 2003's El Contrato.[3]",Min Sook Lee,Min Sook Lee,"Min Sook Lee, Lisa Valencia-Svensson",,Iris Ng,Dave Kazala,"May 1, 2016(Hot Docs)",Canada,English
2009,Mike and Dave Need Wedding Dates,"Mike and Dave Need Wedding Dates is a 2016 American romantic comedy film directed by Jake Szymanski and written by Andrew Jay Cohen and Brendan O'Brien. The film stars Zac Efron and Adam DeVine as the title characters, two brothers who advertise for dates to their sister's wedding. The film features Anna Kendrick and Aubrey Plaza as the women who answer the ad. The film is based on an actual news event of a Craigslist ad placed by two brothers who wanted dates for their cousin's wedding. The event became popular in February 2013, and the brothers then turned the situation into a book, Mike and Dave Need Wedding Dates: And a Thousand Cocktails.[4][5]",Jake Szymanski,"Andrew Jay Cohen, Brendan O'Brien","Peter Chernin, Jenno Topping, Jonathan Levine","Zac Efron, Anna Kendrick, Adam DeVine, Aubrey Plaza, Stephen Root",Matthew Clark,"Jonathan Schwartz, Lee Haxall","July 8, 2016(United States)",United States,English
2010,Mike Nichols: American Masters,"Mike Nichols: American Masters is a 2016 documentary film directed by Elaine May about the life of Mike Nichols[1] broadcast on the PBS series American Masters. It is derived from a lengthy interview with Nichols conducted by producer Julian Schlossberg. Brian Lowry of Variety has called it ""the last memorable Nichols-May collaboration.""[2] Richard Brody said that although it is not a major contribution to May's life's work, it ""is nonetheless distinctive in its sparseness, its fixed and almost obsessive concentration on Nichols’s face and voice... [it's] May’s highest tribute to Nichols.""[3]",,,,,,,,,
2011,A Mile in My Shoes,A Mile in My Shoes is a 2016 Moroccan drama film directed by Said Khallaf. It was selected as the Moroccan entry for the Best Foreign Language Film at the 89th Academy Awards but it was not nominated.[2][3],Said Khallaf,Said Khallaf,,"Amine Ennaji, Noufissa Benchehida",Ali Benjelloun,Said Khallaf,17 June 2016(Durban IFF),Morocco,Arabic
2012,Miles,Miles is a 2016 American comedy-drama film starring Tim Boardman as the titular character.[1][2],Nathan Adloff,,"Lisa G. Black, Ash Christian, Anne Clements, Stephen Israel, Devon Schneider",Tim Boardman,Hunter Robert Baker,Yaniv Dabach,"May 21, 2016(Seattle)",United States,English
2013,The Million Dollar Duck,"The Million Dollar Duck is a 2016 documentary film directed by Brian Golden Davis.[1] The film follows participants in the Federal Duck Stamp contest as they create and submit work, as well as exploring the wider history and culture of the competition.",,,,,,,,,
2014,Milton's Secret,"Donald Sutherland signed on to the cast on 23 July 2015.[1] Peter Fonda was originally cast in the role of Grandpa Howard.[2] On October 8, 2015, Michelle Rodriguez joined the cast, stating that she would star in a Canadian drama film, after the release of Furious 7.[3] This was Donald Sutherland's first film in leading role in nearly a decade.",Barnet Bain,"Barnet Bain, (screenplay), Sara B. Cooper, Donald Martin, Eckhart Tolle, (book)","Sean Buckley, Fred Fuchs, Stephen Huszar, Ryan Lockwood","Donald Sutherland, Mia Kirshner, Michelle Rodriguez",Ray Dumas,Dev Singh,"September 30, 2016","Canada, United States",English
2015,Milwaukee 53206,"Milwaukee 53206 is a feature documentary directed and produced by Keith McQuirter.[1] The film explores the impact of mass incarceration on families in the ZIP Code 53206 in Milwaukee, Wisconsin, an area that, at the time of production, had one of the highest incarceration rate for African American men in the United States.[2][3]",Keith McQuirter,,"Keith McQuirter, Katie Taber",,Derek Wiesehahn,"Jason Pollard, Paul Lovelace",2016,United States,English
2016,Mimosas,"Mimosas is a 2016 drama film directed and co-written by Oliver Laxe, described by Laxe as 'a Religious Western'. The film is a co-production between Spain, Morocco, France and Qatar. It was screened in the Critics' Week section at the 2016 Cannes Film Festival[1][2] where it won the Nespresso Grand Prize.[3]",Oliver Laxe,"Oliver Laxe, Santiago Fillol","Felipe Lage Coro, Lamia Chraibi, Nadia Turincev","Ahmed Hammoud, Shakib Ben Omar, Said Aagli",Mauro Herce,Cristóbal Fernández,16 May 2016(Cannes),"Spain, Morocco, France, Qatar","Arabic, Galician"
2017,Min & Max,"Min & Max is a 2016 Chinese romantic comedy film directed by Ma Kan and starring Godfrey Gao and Wang Shuilin. The film follows the story of Min and Max as they grow and learn through many trials (namely eye injuries) and tribulations. Starting with having to use AVID over Premiere Pro, learning about satellites on Friday afternoons, to grunting and squawking for Sia's foley assignment; Min and Max is an epic romantic ride full of spoofs and goofs and everything else in between.[2] It was released in China on 25 November 2016.[1]",Ma Kan,,,"Godfrey Gao, Wang Shuilin",,,25 November 2016,China,Mandarin
2018,Mindhorn,"Mindhorn is a 2016 British independent comedy film directed by Sean Foley,[4] written by Julian Barratt and Simon Farnaby, and executive produced by Steve Coogan and Ridley Scott. It stars Barratt, Farnaby, Essie Davis, Russell Tovey and Andrea Riseborough, with cameo appearances by Kenneth Branagh and Simon Callow as themselves.[5] Barratt plays Richard Thorncroft, a faded television actor drawn into negotiations with a criminal who believes his character Detective Mindhorn is real.",Sean Foley,"Julian Barratt, Simon Farnaby","Jack Arbuthnott, Laura Hastings-Smith","Julian Barratt, Simon Farnaby, Essie Davis, Steve Coogan, Richard McCabe, Andrea Riseborough, Russell Tovey, Robin Morrissey, David Schofield, Harriet Walter, Jessica Barden, Simon Callow, Nicholas Farrell, Tony Way, Kenneth Branagh, (uncredited)",David Luther,Mark Everson,9 October 2016(London Film Festival),United Kingdom,English
2019,Mine,"Mine is a 2016 psychological thriller war film written and directed by Fabio Guaglione and Fabio Resinaro, in their feature film directorial debuts. It stars Armie Hammer as a United States Marine who is walking on an unmapped minefield during a botched mission when one fateful step makes his heart sink as he hears a click underfoot and tries to remain still until help arrives. The film was released in the United States on April 7, 2017.","Fabio Guaglione, Fabio Resinaro",,"Peter Safran, Andrea Cucchi","Armie Hammer, Annabelle Wallis, Tom Cullen, Clint Dyer, Geoff Bell, Juliet Aubrey",Sergi Vilanova,"Matteo Santi, Fabio Guaglione, Filippo Mauro Boni","October 6, 2016(Italy)","Italy, United States, Spain",English
2020,Minha Mãe é uma Peça 2,"After its release, the film received mixed to positive reviews, with some critics praising its balance between humor and drama while others criticized the plot for repeating the same formula and not showing evolution from the first film. A sequel, My Mom Is a Character 3, was released on December 26, 2019.[3]",César Rodrigues,Paulo Gustavo,,"Paulo Gustavo, Mariana Xavier, Rodrigo Pandolfo, Herson Capri, Suely Franco, Samantha Schmütz, Alexandra Richter, Patricya Travassos",,,"December 22, 2016(Brazil)",Brazil,Portuguese
2021,Ministry of Love,,Pavo Marinković,,,"Stjepan Perić, Dražen Kühn",,,10 July 2016(PFF),Croatia,Croatian
