,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
1261,Kho-Kho,"Kho-Kho is a 2021 Indian Malayalam-language sports drama film written and directed by Rahul Riji Nair starring Rajisha Vijayan, Mamitha Baiju and produced by First Print Studios.[1][2][3][4] The film was released on 14 April 2021.",Rahul Riji Nair,Rahul Riji Nair,First Print Studios,"Rajisha Vijayan, Mamitha Baiju",Tobin Thomas,Christy Sebastian,14 April 2021,India,Malayalam
1262,Khoka Theke Bangabandhu Jatir Pita,"Khoka Theke Bangabandhu Jatir Pita (Bengali: খোকা থেকে বঙ্গবন্ধু জাতির পিতা) is a 2021 Bangladeshi full-length animated feature film, based on the life of Sheikh Mujibur Rahman, the founding father and first President of Bangladesh. The film was produced by AGAMiLabs and directed by Md. Hanif Seddiqui. The film is based on national textbooks including Sheikh Mujibur Rahman's The Unfinished Memoirs, The Prison Diaries and his daughter Sheikh Hasina's book Sheikh Mujib Amar Pita.[1] The film shows Sheikh Mujibur Rahman's childhood, his relationship with the land and people of Bengal, his mind and interaction with the world around him.[1]",Md. Hanif Seddiqui,,Toslima Khanam,,,,28 September 2021,Bangladesh,Bengali
1263,Kicking Blood,"The cast also includes Benjamin Sutherland, Rosemary Dunsmore and Vinessa Antoine.",Blaine Thurier,"Blaine Thurier, Leonard Farlinger",Jennifer Jonas,"Alanna Bale, Luke Bilyk, Benjamin Sutherland",Jonathon Cliff,Matt Lyon,"September 10, 2021(TIFF)",Canada,English
1264,Kid 90,Kid 90 is a 2021 American documentary film directed and produced by Soleil Moon Frye. The film follows Frye who carried a camera around with her everywhere she went. Leonardo DiCaprio serves as an executive producer under his Appian Way Productions banner.,Soleil Moon Frye,,"Stacy Mahoney, Eliza Hindmarch",Soleil Moon Frye,Todd Hickey,"Matt Ferro, Lori Lovoy-Goran","March 12, 2021(United States)",United States,English
1265,Kid Candidate,"Kid Candidate is a 2021 American documentary film directed and produced by Jasmine Stodel. It follows Hayden Pedigo, who runs for city council in Amarillo, Texas.",Jasmine Stodel,,"Jasmine Stodel, Chevis LaBelle, William Dorrien-Smith",Hayden Pedigo,Homero Salinas,"William Dorrien-Smith, Bryan Yokomi","March 16, 2021(SXSW)",United States,English
1266,The Kids Are Alright,The Kids Are Alright (Spanish: ¡A todo tren! Destino Asturias) is a 2021 Spanish comedy film directed by Santiago Segura which stars Segura himself and Leo Harlem. It is a remake of the French film Attention au départ!.,Santiago Segura,"Santiago Segura, Marta González de Vega","Ricardo Marco Budé, María Luisa Gutiérrez, Ignacio Salazar-Simpson, Santiago Segura","Santiago Segura, Leo Harlem, Diego Arroba ""El Cejas"", David Guapo, Alan Miranda, Eneko Oller, Luna Fulgencio, Javier García, Sirena Segura, Verónica López, Joaquín Reyes, Florentino Fernández",Ángel Iguácel,Fran Amaro,8 July 2021,Spain,Spanish
1267,Killing the Eunuch Khan,Killing the Eunuch Khan is Abest's second feature.[9],Abed Abest,Abed Abest,Shahrzad Seifi,,Hamid Khozouie Abyane,Hayedeh Safiyari,2021,Iran,"Persian, Arabic"
1268,Kímmapiiyipitssini: The Meaning of Empathy,"The film premiered at the 2021 Hot Docs Canadian International Documentary Festival,[2] where it was named one of five winners of the Rogers Audience Award.[3] It was subsequently screened at the DOXA Documentary Film Festival, where Tailfeathers won the Colin Low Award for Best Canadian Director.[4]",Elle-Máijá Tailfeathers,Elle-Máijá Tailfeathers,"David Christensen, Lori Lozinski, Elle-Máijá Tailfeathers",,Patrick McLaughlin,Hans Olson,"April 29, 2021(Hot Docs)",Canada,"English, Blackfoot"
1269,Kin-iro Mosaic,"Kiniro Mosaic (Japanese: きんいろモザイク, Hepburn: Kin'iro Mozaiku; lit. ""Golden Mosaic""), also known by the abbreviation Kinmoza (きんモザ), is a Japanese four-panel manga written and illustrated by Yui Hara. The series began serialization in Houbunsha's Manga Time Kirara Max magazine in June 2010 issue and is licensed in English by Yen Press. An anime television adaptation by Studio Gokumi aired in Japan between July and September 2013, with a second season airing between April and June 2015. An original video animation was released in November 2016,[3] and an anime film premiered on August 20, 2021.",,,,,,,,,
1270,The Kindred,"The Kindred is a 2021 British psychological horror film written by Christian J. Hearn and directed by Jamie Patterson that stars April Pearson, Samantha Bond, James Cosmo, Patrick Bergin, James Dreyfus, Blake Harrison and Robbie Gee.[1] It was released on 26 August 2021.[2]",Jamie Patterson,Christian J. Hearn,"Stephen Jarvis, Tracy Jarvis","April Pearson, Samantha Bond, James Cosmo, Patrick Bergin, James Dreyfus, Blake Harrison, Robbie Gee",,David Fricker,2021,United Kingdom,English
1271,King Knight,King Knight is a 2021 American comedy film written and directed by Richard Bates Jr.[1],Richard Bates Jr.,Richard Bates Jr.,"Rob Higginbotham, Colin Tanner","Matthew Gray Gubler, Angela Sarafyan, Andy Milonakis, Kate Comer, Nelson Franklin, Emily Chang, Johnny Pemberton, Josh Fadem, Barbara Crampton, Ray Wise",Shaheen Seth,Brit DeLillo,"August 8, 2021(Fantasia Film Festival)",United States,English
1272,The King of All the World,"The King of All the World (Spanish: El rey de todo el mundo) is a 2021 musical drama film directed and written by Carlos Saura. A Mexico-Spain co-production, the cast is led by Ana de la Reguera, Manuel García Rulfo, Damián Alcázar, Enrique Arce, Manolo Cardona, Isaac Hernández and Greta Elizondo.",Carlos Saura,Carlos Saura,Eusebio Pacha,"Greta Elizondo, Isaac Hernández, Ana de la Reguera, Manuel García Rulfo, Damián Alcázar, Enrique Arce, Manolo Cardona",Vittorio Storaro,Vanesa Marinbert,4 October 2021(FICG),"Mexico, Spain",Spanish
1273,The King of Laughter,The film was selected to compete for the Golden Lion at the 78th Venice International Film Festival.[1],Mario Martone,,"Nicola Giuliano, Francesca Cima, Carlotta Calori","Toni Servillo, Maria Nazionale, Cristiana Dell'Anna, Antonia Truppo, Eduardo Scarpetta, Roberto De Francesco, Lino Musella, Marzia Onorato, Paolo Pierobon, Gianfelice Imparato, Iaia Forte",Renato Berta,Jacopo Quadri,7 September 2021(Venice),"Italy, Spain","Italian, Neapolitan"
1274,de jure,"Bir Tawil is a landlocked tract of land lying between Egypt and Sudan that, owing to the nature of a border dispute between the two countries, is claimed by neither. Due to its status as de jure unclaimed territory, a number of individuals and organizations have attempted to claim it as a micronation. Because of the remoteness and hostile climate of the region, the vast majority of these claims have been declared online from other locations. No claim has been recognized by any government or international organization. Claims made by the attempted settlers have received large amounts of media attention.[1]",,,,,,,,,
1275,King Otto,"The Greece National Football Team at UEFA Euro 2004 are ranked 300 - 1, and had never won a game in a major international football tournament. Otto Rehhagel has left everything behind in his native Germany to take on the underachieving national team.[2] Matched against the giants of European football, the coach and the team come together to write a new chapter in Greek mythology and to achieve one of the biggest shocks in sports history.[3]",Christopher André Marks,Christopher André Marks,"Shani Hinton,, Christopher André Marks","Otto Rehhagel, ,, Ioannis Topalidis, ,, Giorgos Karagounis, ,, Traianos Dellas, ,, Takis Fyssas, ,, Giourkas Seitaridis, ,, Antonios Nikopolidis, ,, Vassilis Gagatsis","Lefteris Agapoulakis, Stelios Pissas, Yannis Kannakis","Chris Iversen, Yann Heckmann","May 27, 2021(Australia)","United States, Greece, United Kingdom, Germany","Greek, German, English, French"
1276,King Richard,"King Richard is a 2021 American biographical sports drama film directed by Reinaldo Marcus Green and written by Zach Baylin. The film stars Will Smith as Richard Williams, the father and coach of famed tennis players Venus and Serena Williams (both of whom served as executive producers on the film), with Aunjanue Ellis, Saniyya Sidney, Demi Singleton, Tony Goldwyn, and Jon Bernthal in supporting roles.",Reinaldo Marcus Green,Zach Baylin,"Tim White, Trevor White, Will Smith, Jon Mone, [, 1, ]","Will Smith, Aunjanue Ellis, Saniyya Sidney, Demi Singleton, Tony Goldwyn, Jon Bernthal",Robert Elswit,Pamela Martin,"September 2, 2021(Telluride)",United States,English
1277,The King's Man,"The King's Man is a 2021 British spy action film directed by Matthew Vaughn from his story and a screenplay he wrote with Karl Gajdusek. The third installment in the British Kingsman film series, which is based on the comic book The Secret Service (later retitled Kingsman) by Mark Millar and Dave Gibbons, in turn based on a concept by Millar and Vaughn, it is a prequel to Kingsman: The Secret Service (2014) and Kingsman: The Golden Circle (2017). Its ensemble cast includes Ralph Fiennes (also one of its executive producers), Gemma Arterton, Rhys Ifans, Matthew Goode, Tom Hollander, Harris Dickinson, Daniel Brühl, Djimon Hounsou, and Charles Dance. It focuses on several events during World War I and the birth of the Kingsman organisation.",Matthew Vaughn,,"Matthew Vaughn, David Reid, Adam Bohling","Ralph Fiennes, Gemma Arterton, Rhys Ifans, Matthew Goode, Tom Hollander, Harris Dickinson, Daniel Brühl, Djimon Hounsou, Charles Dance","Ben Davis, [, 2, ]","Jason Ballantine, Rob Hall",6 December 2021(London),United Kingdom,English
1278,Kipchoge: The Last Milestone,"The film was directed by Jake Scott, produced by Ross Plummer and executive produced by Kai-Lu Hsiung, Kevin Macdonald, and Ridley Scott.[1]",Jake Scott,,Ross Plummer,Eliud Kipchoge,Thomas Dirnhofer,"Struan Clay, Paul Trewartha",24 August 2021,United Kingdom,English
1279,The Kissing Booth 3,"The Kissing Booth 3 is a 2021 American teen romantic comedy film directed by Vince Marcello and written by Marcello and Jay Arnold. The third and final installment in The Kissing Booth trilogy based on Beth Reekles' novel of the same name (after The Kissing Booth and The Kissing Booth 2), the film stars Joey King, Joel Courtney, Jacob Elordi, Taylor Zakhar Perez, Maisie Richardson-Sellers, Meganne Young and Molly Ringwald.",Vince Marcello,"Vince Marcello, Jay Arnold","Ed Glauser, Andrew Cole-Bulgin, Vince Marcello, Michele Weisler","Joey King, Joel Courtney, Jacob Elordi, Taylor Zakhar Perez, Maisie Richardson-Sellers, Meganne Young, Molly Ringwald",Anastas Michos,Paul Millspaugh,"August 11, 2021",United States,English
1280,Knebworth 1996,"Knebworth 1996 is a 2021 live album and documentary film by English rock band Oasis. The film was directed by Jake Scott and released on 23 September 2021,[1] while the album was released on 19 November 2021. Both were recorded on 10–11 August 1996 at the Knebworth Festival at Knebworth Park, England. By the week after its release, the film had become the highest-grossing documentary of 2021 in the UK.[2] The cover art for the album is a Jill Furmanovsky photograph from the 1995 edition of Glastonbury and was used for promotional posters prior to the 1996 festival.[3]",,,,,,,,,
1281,Knocking,"Knocking (Swedish: Knackningar) is a 2021 Swedish thriller film directed by Frida Kempff and written by Emma Broström, based on a short story by Johan Theorin.[2] The film stars Cecilia Milocco, Krister Kern, Albin Grenholm, Ville Virtanen, and Alexander Salzberger.",Frida Kempff,"Emma Broström, based on a story by Johan Theorin",Erik Andersson,"Cecilia Milocco, Krister Kern, Albin Grenholm, Ville Virtanen, Alexander Salzberger",Hannes Krantz,Erika Gonzales,"January 30, 2021(Sundance)",Sweden,Swedish
1282,(K)nox: The Rob Knox Story,"Director Aaron Truss was approached by Rob Knox's father, Colin Knox, to direct the documentary in 2018. Both Aaron and Rob were childhood friends, training to be young actors together at D&B Theatre School. A handful of interviews had been shot prior to Truss' involvement, with Truss beginning production on the documentary in 2018 with B-roll and new interviews. The first interview was conducted in 2019 with Ray Winstone.[2] Winstone claimed, ""Some of my favourite jobs that I've done have been about social points, like Nil by Mouth or Scum. They're being made for a certain reason. Well, I guess that's where you place the documentary that we made because Scum was based on reality. Nil by Mouth was based on reality as a real story but was dramatised. But the thing about the documentary is, we've gone a step further, where it is purely reality"".[3] Aaron Truss would also act as executive producer alongside Joe Acres, with Colin Knox as producer.[4]",Aaron Truss,,"Colin Knox, Aaron Truss, Joe Acres, Nick Kenton, Koulla Anastasi",,,Aaron Truss,"April 9, 2021",United Kingdom,English
1283,Koati,"Koati is a hand-drawn animated adventure comedy film directed by Rodrigo Perez-Castro and produced by Upstairs Animation, Los Hijos de Jack, and Latin We.[4] It was released in theaters on October 15, 2021.[5] Executive produced by and starring Sofía Vergara, Koati tells a story of adventure, environmental awareness, and cultural pride.[6] The film is produced simultaneously in both English and Spanish.[7]",Rodrigo Perez-Castro,"Ligiah Villalobos, Alan Resnick","Anabella Sosa-Dovarganes, Melissa Escobar, Jose Nacif, Peter Denomme, María Pagán","Sofía Vergara, Rafael Dovarganes, Evaluna Montaner, Eduardo Franco, Joe Manganiello, Michele Lepe, Karol G",,Javier Escobar,"October 15, 2021(United States)","Mexico, United States, [, 2, ]","English, Spanish"
1284,Kodiyil Oruvan,"Kodiyil Oruvan (transl. One in a million) is a 2021 Indian Tamil-language political action drama film written and directed by Ananda Krishnan, and produced by Infiniti Film Ventures and Chendur Film International.[1] It stars Vijay Antony and Aathmika.[2] Vijay Antony also edited the film while the music is composed by Nivas K. Prasanna.",Ananda Krishnan,Ananda Krishnan,"T. D. Rajha, D. R. Sanjay Kumar, Kamal Bohra, Lalitha Dhananjayan, Pradeep, Pankaj Bohra","Vijay Antony, Aathmika",N. S. Uthayakumar,Vijay Antony,17 September 2021,India,Tamil
1285,Koi Jaane Na,Koi Jaane Na is a 2021 Indian Hindi-language psychological thriller film directed by Amin Hajee[1] starring Kunal Kapoor and Amyra Dastur. The film was theatrically released in India on 2 April 2021.[2],Amin Hajee,Amin Hajee,"Bhushan Kumar, Krishan Kumar, Amin Hajee","Kunal Kapoor, Amyra Dastur",Arun Prasad,Ballu Saluja,2 April 2021,India,Hindi
1286,Koli Taal,"Koli Taal (transl. The Chicken Curry) is an Indian Kannada satirical film written and directed by Abhilash Shetty.[1][2] The story follows a determined grandfather who embarks on an adventurous quest to find a missing rooster, and serve the chicken curry for his grandson before he departs for town.[3][4]",Abhilash Shetty,Abhilash Shetty,Sachin Pattanshetty,"Radha Ramachandra, Prabhakar Kunder, Ganesh Mogaveera, Sharath Devadiga, Guruprasad Nairy",Swaroop Yashwanth,Abhilash Shetty,4 June 2021(New York Indian Film Festival),India,Kannada
1287,Konda Polam,"Konda Polam (transl. Hillside farm) is a 2021 Indian Telugu-language Jungle adventure film[1] directed by Krish Jagarlamudi. Produced by First Frame Entertainments, it stars Panja Vaisshnav Tej and Rakul Preet Singh while Sai Chand, Kota Srinivasa Rao and Nassar play supporting roles. The film is an adaptation of the eponymous novel by Sannapureddy Venkata Rami Reddy.[2] Konda Polam was released on 8 October 2021 and ended up as a commercial failure.[3][4]",Krish Jagarlamudi,,"Saibabu Jagarlamudi, Yeduguru Rajeev Reddy","Panja Vaisshnav Tej, Rakul Preet Singh",Gnana Shekar V. S.,Shravan Katikaneni,8 October 2021,India,Telugu
1288,Koschey: The Everlasting Story,"The film was theatrically released in Russia on October 28, 2021 by KaroProkat (KaroRental in English).[3]","Andrey Kolpin (, ru, )","Yevgeny Golovin, Maria Parfyonova, Anton Lanshakov","Robert Gndolyan, Tatyana Tsyvareva, Yevgeny Golovin, Anton Smetankin, Marianna Galstukhova-Smetankina","Nikita Volkov, Irina Starshenbaum, Timur Rodriguez, Arseny Perel",Ivan Gudkov,"Olga Grinshpun, Leonid Feldman, Yana Martynenko",28 October 2021(Russia),Russia,Russian
1289,Kotigobba 3,"Kotigobba 3 (transl. One in a crore 3) is a 2021 Indian Kannada-language masala film directed by Shiva Karthik and produced by Soorappa Babu under Rambabu Production.[7] The film sequel to Kotigobba 2, stars Sudeepa and P. Ravi Shankar reprising their roles, alongside Aftab Shivdasani, Madonna Sebastian, Nawab Shah, Shraddha Das, Abhirami, Tarak Ponnappa in prominent roles. The music was composed by Arjun Janya, while cinematography and editing were handled by Shekhar Chandra and Goran Ivanovic.[8][9][10][11]",Shiva Karthik,"Sudeepa, T. Sivakumar, Shiva Karthik","Soorappa Babu, [, 1, ]","Sudeepa, Aftab Shivdasani, Madonna Sebastian","Shekhar Chandra, [, 2, ]","Goran Ivanovic, [, 3, ]",15 October 2021,India,Kannada
1290,Krack,"Krack is a 2021 Indian Telugu-language action thriller film directed by Gopichand Malineni, who wrote the script with the dialogues by Sai Madhav Burra. It stars Ravi Teja, Shruti Haasan, Samuthirakani, and Varalaxmi Sarathkumar. Produced by B. Madhu under Saraswathi Films Division banner and based on multiple true incidents that took place in the states of Andhra Pradesh and Telangana,[3] the film depicts the conflict between a circle inspector and a gangster. The film's narrative style is inspired from 2018 Kannada film Tagaru.[4]",Gopichand Malineni,,'Tagore' B. Madhu,"Ravi Teja, Shruti Haasan, Samuthirakani, Varalaxmi Sarathkumar",G. K. Vishnu,Naveen Nooli,9 January 2021,India,Telugu
1291,Krishna Talkies,"Krishna Talkies  (Kannada: ಕೃಷ್ಣ ಟಾಕೀಸ್) is a 2021 Indian Kannada-language mystery thriller film written and directed by Vijay Anand, produced by Govindaraju, with a music score by Sridhar V Sambram, and cinematography by Abhishek Kasargod it was released in India on 16 April 2021.",Vijayanandha,Sailesh,Govindaraju,"Ajay Rao, Sindhu Lokanath, Apoorva, Chikkanna",Abhishek Kasargod,Srikanth,16 April 2021,India,Kannada
1292,Krishnankutty Pani Thudangi,Krishnankutty Pani Thudangi[1][2](transl. Krishnankutty started the job) is a 2021 Indian rape revenge psychological horror film directed by Sooraj Tom[3][4][5][6] who had earlier directed ‘Pa.Va’ and ‘Ente Mezhuthiri Athazhangal’. It was released on 11 April 2021 simultaneously through Zee Keralam television channel and Zee5 app.[7],Sooraj Tom,Anand Madhusoodanan,Noble Jose,"Vishnu Unnikrishnan, Saniya Iyappan, Vijilesh Karayad",Jithu Damodar,Kiran Das,11 April 2021,India,Malayalam
1293,Kshanam,"Kshanam is a 2021 Indian Malayalam-language horror-thriller film directed by Suresh Unnithan and produced by Deshaan Movie Factory, along with Roshan Pictures.[1]",Suresh Unnithan,,,"Lal, Bharath, Ajmal Ameer",Jemin Jom Ayyaneth,,10 December 2021,India,Malayalam
1294,Kunjeldho,Kunjeldho is a 2021 Indian Malayalam-language romantic comedy film written and directed by Mathukkutty.The movie is produced by Suvin K Varkey and Prasobh Krishna for their studio Little Big Films. Asif Ali plays the leading role in this film.[1],Mathukkutty,Mathukkutty,"Suvin K Varkey, Prasobh Krishna","Asif Ali, Gopika Udayan, Siddique",Swaroop Philip,Ranjan Abraham,24 December 2021(India),India,Malayalam
1295,Kurt Vonnegut: Unstuck in Time,"Kurt Vonnegut: Unstuck in Time is a 2021 American documentary film, directed by Robert B. Weide.[1][2][3][4][5]","Robert B. Weide, Don Argott",Robert B. Weide,Robert B. Weide,"Kurt Vonnegut, Robert B. Weide",,"William Neal, Bo Price, Demian Fenton","November 11, 2021(DOC NYC)",United States,English
1296,Kurup,"Kurup is a 2021 Indian Malayalam-language biographical period crime thriller film[6] based on fugitive Sukumara Kurup.[7] Produced by Dulquer Salmaan and directed by Srinath Rajendran, it stars Dulquer Salmaan in the title role with an ensemble cast including Indrajith Sukumaran, Shine Tom Chacko, Sunny Wayne, Sobhita Dhulipala, Bharath, Tovino Thomas, Shivajith, Vijayaraghavan, Vijaykumar Prabhakaran, Saiju Kurup and Anupama Parameswaran.",Srinath Rajendran,,Dulquer Salmaan,"Dulquer Salmaan, Sobhita Dhulipala, Indrajith Sukumaran, Shine Tom Chacko, Saiju Kurup","Nimish Ravi, [, 1, ]",Vivek Harshan,12 November 2021(India)2,India,Malayalam
1297,Kuruthi,"Kuruthi (transl. Ritual slaughter) is a 2021 Indian Malayalam-language neo-noir crime thriller film directed by Manu Warrier, written by Anish Pallyal, and produced by Supriya Menon through Prithviraj Productions. It stars Prithviraj Sukumaran in the lead role along with an ensemble cast including Naslen, Roshan Mathew, Murali Gopy, Mamukkoya and Shine Tom Chacko. Jakes Bejoy composed the original songs and background score.[1][2] The film is about how enduring human relations that transcends boundaries struggle to survive trials of hatred and prejudice.[3]",Manu Warrier,Anish Pallyal,Supriya Menon,"Prithviraj Sukumaran, Naslen, Roshan Mathew, Murali Gopy, Mamukkoya, Srinda, Shine Tom Chacko",Abinandhan Ramanujam,Akhilesh Mohan,11 August 2021,India,Malayalam
1298,Kuthiraivaal,"Kuthiraivaal also spelt as Kuthirai Vaal (transl. Horse's tail) is a 2021 Indian Tamil-language psychological drama film written by G. Rajesh and co-directed by Manoj Leonel Jahson and Shyam Sunder on their directorial debuts.[citation needed] The film's background score has been composed by Martin Visser and the songs composed by Pradeep Kumar. The film stars Kalaiyarasan, Anjali Patil, Sowmya Jaganmurthy, Anand Sami and Chetan.[1] The film consists of magic realism elements such as man with a horse tail, horse without a tail and a sky with both sun and moon appearing simultaneously at the same time.[2][3] The film is deemed as one of only few Tamil films to have used the concept of magical realism besides Aalavandhan.[4] It became the first Indian film to have been nominated for international premiere at the Berlin critics film festival.[5] The film is loosely inspired from Franz Kafka's novel The Metamorphosis.[6] The film was scheduled to be released in theatres on 4 March 2022, but got postponed to 18 March 2022.[7] The film received mixed reviews from critics and audience.","Manoj Leonel Jahson, Shyam Sunder",G. Rajesh,"Pa. Ranjith, Vignesh Sundaresan","Kalaiyarasan, Anjali Patil",Karthik Muthukumar,Gridaran MKP,12 February 2021(IFFK),India,Tamil
1299,Edhirpaara Muththam (Unexpected kiss),"Kutty Story (transl. Short story) is a 2021 Indian Tamil-language romantic anthology film, consisting of four short film segments directed by Gautham Vasudev Menon, Vijay, Venkat Prabhu and Nalan Kumarasamy and produced by Ishari K. Ganesh under the banner of Vels Film International. The film stars Menon, Amala Paul, Vinoth Kishan, Amitash Pradhan, Megha Akash, Sunaina, Varun, Sakshi Agarwal, Vijay Sethupathi and Aditi Balan.[1] The film was released on 12 February 2021.[citation needed]","Gautham Vasudev Menon, Vijay, Venkat Prabhu, Nalan Kumarasamy","Gautham Vasudev Menon, Vijay, Venkat Prabhu, Nalan Kumarasamy",Ishari K. Ganesh,"Gautham Vasudev Menon, Amala Paul, Vinoth Kishan, Amitash Pradhan, Megha Akash, Sangeetha Krish, Varun, Sakshi Agarwal, Vijay Sethupathi, Aditi Balan","Manoj Paramahamsa, Arvind Krishna, Sakthi Saravanan, N. Shanmuga Sundaram","Anthony, Praveen K. L., A. Sreekar Prasad",12 February 2021,India,Tamil
1300,Laabam,"Laabam (transl. Profit) is a 2021 Indian Tamil-language action drama film[1] directed and co-written by S. P. Jananathan. It stars Vijay Sethupathi and Shruti Haasan, with Jagapathi Babu, Dhansika, and Kalaiyarasan in pivotal roles.",S. P. Jananathan,,"P. Arumuga Kumar, Vijay Sethupathi","Vijay Sethupathi, Shruti Haasan, Jagapathi Babu, Dhansika",Ramji,"N. Ganesh Kumar, S. P. Ahmed",9 September 2021,India,Tamil
1301,Laal Moroger Jhuti,,Nurul Alam Atique,Nurul Alam Atique,"Government of Bangladesh, Matia Banu Shuku","Ahmed Rubel, Ashna Habib Bhabna, Shahjahan Shamrat, Deepak Suman, Jyotika Jyoti, Ashish Khandaker, Zinat Sanu Swagata, Laila Hasan","Sumon Sarker, Kashef Shahbazi, Mazharul Islam",Sameer Ahmed,10 December 2021,Bangladesh,Bengali
1302,Lady Boss: The Jackie Collins Story,"Lady Boss: The Jackie Collins Story is a 2021 documentary film, directed by Laura Fairrie. It follows the life and career of Jackie Collins.",Laura Fairrie,,"John Battsek, Lizzie Gillett",,Lynda Hall,Joe Carey,"June 10, 2021(Tribeca)","United States, United Kingdom",English
1303,The Lady of Heaven,"Laith, an Iraqi child in the middle of a war-torn country at the hands of ISIS, after losing his mother, finds himself a new home with an elderly woman who tells him the story of Fatima, the daughter of Muhammad, from the Shia perspective, explaining how she was the first victim of terrorism.[5][6]",Eli King,Yasser Al-Habib,"Matthew Kuipers, Richard Rionda Del Castro","Denise Black, Ray Fearon, Mark Anthony Brighton, Chris Jarman, Gabriel Cartade",Mike Brewster,Steve Mercer,10 December 2021,"United Kingdom, Georgia",English
1304,Lady of the Manor,"Lady of the Manor is a 2021 American fantasy comedy film written and directed by brothers Justin Long and Christian Long in their directorial debuts. It stars Melanie Lynskey, Judy Greer, Justin Long, Ryan Phillippe, Luis Guzmán, and Patrick Duffy. The film premiered at the Gasparilla International Film Festival,[1] and was released by Lionsgate on September 17, 2021.[2]","Justin Long, Christian Long","Justin Long, Christian Long","Joseph Restaino, Tony Stopperan, Christian Long, Justin Long, Nick Morgulis","Melanie Lynskey, Judy Greer, Justin Long, Ryan Phillippe, Luis Guzmán, Patrick Duffy",Nick Morgulis,Annette Davey,"June 10, 2021(GIFF)",United States,English
1305,Lahore Confidential,"Lahore Confidential is a 2021 Indian Hindi-language spy thriller film which premiered on ZEE5 on 4 February 2021. The film is directed by Kunal Kohli.[1] It is created by S. Hussain Zaidi and stars Richa Chadda and Arunoday Singh. The film is about R&AW agents in Lahore investigating a Pakistani terrorist group's activities. It is a sequel to the 2020 film London Confidential, which premiered on ZEE5.",Kunal Kohli,"S. Hussain Zaidi, Vibha Singh",Ajay Rai,"Richa Chadda, Karishma Tanna, Arunoday Singh",Karthik Ganesh,Nikhil Parihar,4 February 2021,India,"Hindi, Urdu"
1306,Lakshya,"Lakshya (transl. Target) is a 2021 Indian Telugu-language sports drama film written and directed by Santhossh Jagarlapudi. It is produced by Sri Venkateswara Cinemas and Northstar Entertainment. The film stars Naga Shaurya, Jagapathi Babu, Ketika Sharma and Sachin Khedekar.[1] The film was released on 10 December 2021.[2]",Santhossh Jagarlapudi,Santhossh Jagarlapudi,"Narayan Das Narang, Puskur Ram Mohan Rao, Sharrath Marar","Naga Shaurya, Jagapathi Babu, Ketika Sharma, Sachin Khedekar",Raam Reddy,Junaid Siddiqui,10 December 2021,India,Telugu
1307,Lamb,"Lamb (Icelandic: Dýrið, lit. 'The Animal') is a 2021 folk horror film directed by Valdimar Jóhannsson, who co-wrote the screenplay with Sjón. It marks Valdimar's feature-length directorial debut and stars Noomi Rapace and Hilmir Snær Guðnason as a couple who adopt a mysterious human-sheep hybrid as their own.",Valdimar Jóhannsson,"Sjón, Valdimar Jóhannsson","Marcin Drabiński, Piodor Gustafsson, Zuzanna Hencz, Hrönn Kristinsdóttir, Jon Mankell, Sara Nassim, Jan Naszewski, Erik Rydell, Klaudia Śmieja-Rostworowska","Noomi Rapace, Hilmir Snær Guðnason, Björn Hlynur Haraldsson, Ingvar Eggert Sigurðsson",Eli Arenson,Agnieszka Glińska,13 July 2021(Cannes),"Iceland, Sweden, Poland",Icelandic
1308,Lamya's Poem,"Lamya's Poem is a 2021 animated adventure film, directed and written by Alex Kronemer. The film stars Mena Massoud, Millie Davis and Faran Tahir.","Alex Kronemer, Brandon Lloyd (animation/art)",Alex Kronemer,"Sam Kadi, Glenn James Brown, Alex Kronemer","Millie Davis, Faran Tahir, Aya Bryn, Mena Massoud",,,"June 14, 2021(Annecy)","Canada, United States",English
1309,Land,"Land is a 2021 psychological drama film directed by Robin Wright[5] in her feature directorial debut, from a screenplay by Jesse Chatham and Erin Dignam. It stars Wright, Demián Bichir and Kim Dickens. The film premiered at the 2021 Sundance Film Festival on January 31, and was released in the United States on February 12, 2021, by Focus Features. It received generally positive reviews from critics.",Robin Wright,"Jesse Chatham, Erin Dignam","Allyn Stewart, Lora Kennedy, Peter Saraf, Leah Holzer","Robin Wright, Demián Bichir",Bobby Bukowski,"Anne McCabe, Mikkel E.G. Nielsen","January 31, 2021(Sundance)","United States, United Kingdom, Canada",English
1310,Land of Dreams,"Lovia Gyarkye of The Hollywood Reporter gave the film a positive review and wrote, ""It’s a witty and thrilling take on American culture that benefits from its creators’ immigrant experiences and inventive style.""[2]","Shoja Azari, Shirin Neshat","Jean-Claude Carrière, Shoja Azari","Amir Hamz, Sol Tryon, Christian Springer","Sheila Vand, Matt Dillon, William Moseley, Isabella Rossellini, Christopher McDonald, Anna Gunn, Robin Bartlett, Gaius Charles, Nicole Ansari-Cox, Mohammad B. Ghaffari",Ghasem Ebrahimian,Mike Selemon,September 2021(Venice),United States,"English, Persian"
1311,The Land of Owls,"The film was released on Apple TV, iTunes and Amazon on 17 August 2021.[1]",Patrick Letterii,Patrick Letterii,"Brian Dekker, Randa Dekker, Christopher Letterii","Emma Duncan, David Rysdahl, Ricardo Davila, Ronald Peet, Jasmin Walker, Blake DeLong",Nona Catusanu,Coralie Jouandeau,17 August 2021,United States,English
