,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
1873,Love You to Death,"Love You to Death is a 2019 crime drama film that aired on Lifetime.[1] The film is inspired by the murder of Dee Dee Blanchard[2] and stars Marcia Gay Harden, Emily Skeggs, Brennan Keel Cook, Garfield Wilson, Kayla Deorksen, Heather Doerksen, and Tate Donovan.",,,,,,,,,
1874,Love You Zindagi,"Love You Zindagi is a 2019 Marathi-language film directed by Manoj Sawant and produced by Sachin Bamgude, The film stars Sachin Pilgaonkar, Prarthana Behere, and Kavita Lad.[1][2]",Manoj Sawant,,Sachin Bamgude,"Sachin Pilgaonkar, Kavita Lad, Prarthana Behere",Parag Deshmukh,,11 January 2019,India,Marathi
1875,Love Yourself in Seoul,"The film was given a one-day-only release in 102 countries worldwide, on January 26, 2019.[3][4][5] Due to popular demand, it returned to theaters in select territories on February 9 and 10.[6]",,,"Big Hit Entertainment, CJ CGV Screen X","RM, Jin, Suga, J-Hope, Jimin, V, Jungkook",,,"January 26, 2019",South Korea,Korean
1876,"Love, Antosha","Love, Antosha is a 2019 American independent documentary film directed and produced by Garret Price, focusing on the life and career of actor Anton Yelchin. The film premiered in the Doc Premieres category at the 2019 Sundance Film Festival on January 28, 2019. The film was produced and released by Lurker Productions in New York and Los Angeles in August 2019.[3]",Garret Price,,"Adam Gibbs, Drake Doremus","Anton Yelchin, (archival footage), Jodie Foster, Jennifer Lawrence, Chris Pine, Kristen Stewart",Radan Popovic,Garret Price,"January 28, 2019(Sundance)",United States,"English, Russian"
1877,"Love, Spells and All That","The film's cast also includes Ayşenil Şamlıoğlu, Uygar Özçelik, Emrah Kolukisa, Damla Ersan, Tonguç Rador, Murat Toprak, Sirzat Bilallar, Melisa Demir, Gizem Katmer, Rohat Culum, Ramazan Alkan, Serhat Gonen, Eyüp Kelen, Onur Alkan, Alaattin Ekin, Muharrem Dursun, Kasim Arli, Yilmaz Arli, Melik Alkan, Kerim Ünal, Ilhan Alkan and Görkem Mertsöz.",Ümit Ünal,Ümit Ünal,Ümit Ünal,"Selen Uçer, Ece Dizdar",Türksoy Gölebeyi,Melike Kasaplar,29 October 2019(Antalya),Turkey,Turkish
1878,Low Tide,"Low Tide is a 2019 American drama film, written and directed by Kevin McMullin. It stars Keean Johnson, Alex Neustaedter, Daniel Zolghadri, Kristine Froseth, Shea Whigham, and Jaeden Martell.",Kevin McMullin,Kevin McMullin,"Rian Cahill, Brian Kavanaugh-Jones, Brandon McHugh, Richard Peete, Kevin Rowe","Keean Johnson, Alex Neustaedter, Daniel Zolghadri, Kristine Froseth, Shea Whigham, Jaeden Martell",Andrew Ellmaker,Ed Yonaitis,"April 28, 2019(Tribeca)",United States,English
1879,LSS (Last Song Syndrome),"LSS (Last Song Syndrome) is a 2019 Filipino musical romantic drama film written and directed by Jade Castro, and starring Gabbi Garcia, Khalil Ramos, Tuesday Vargas, and Filipino folk-pop band Ben&Ben. It had a theatrical release in the Philippines on September 13, 2019, as one of the entries of the 2019 Pista ng Pelikulang Pilipino.[1]",Jade Castro,"Jade Castro, Siege Ledesma","Armi Rae S. Cacanindin, Emmanuel A. Dela Cruz, Kren V. Yap","Gabbi Garcia, Khalil Ramos, Tuesday Vargas, Ben&Ben","Malay Javier, Pao Orendain",Jeremiah Domingo,"September 13, 2019(Pista ng Pelikulang Pilipino)",Philippines,Filipino
1880,Luca,Luca is a 2019 Indian Malayalam-language drama film directed by Arun Bose and produced by Linto Thomas and Prince Hussain under the studio Stories & Thoughts Productions. The film is co-written by Mridul George and stars Tovino Thomas and Ahaana Krishna in lead roles.[1] Sooraj S. Kurup is the music director.[2],Arun Bose,"Arun Bose, Mridul George","Linto Thomas, Prince Hussain","Tovino Thomas, Ahaana Krishna, Anwar Shereef, Nithin George, Thalivasal Vijay, Sooraj S Kurup, Shalu Rahim, Neethu Bala",Nimish Ravi,Nikhil Venu,28 June 2019,India,Malayalam
1881,Lucania,"In the Basilicata region of Italy, Rocco, is a severe farmer who fights incessantly for his land, lives with his daughter Lucia, a girl raised like a savage, with no education that has become mute after her mother, Argenzia's death. Lucia seems to be in contact with her mother but Rocco misunderstands her ""dialogues with the wind"" as a form of madness and turns to a peasant scorceress to cure Lucia.",Gigi Roccati,,"Fabrique Entertainment, Moliwood Films,, Rai Cinema","Giovanni Capalbo, Angela Fontana, Pippo Delbono, Maia Morgenstern, Marco Leonardi",,,"June 20, 2019",Italy,Italian
1882,Luce,"Luce is a 2019 American social thriller drama film co-produced and directed by Julius Onah, who co-wrote the screenplay with JC Lee, based on the 2013 play by Lee. It stars Naomi Watts, Octavia Spencer, Kelvin Harrison Jr., and Tim Roth. The film tells the story of a couple (Watts and Roth) forced to reconsider their marriage and their family after an extremely disturbing essay written by their adopted son (Harrison Jr.) is brought to their attention by his teacher (Spencer).",Julius Onah,,"John Baker, Julius Onah, Andrew Yang","Naomi Watts, Octavia Spencer, Kelvin Harrison Jr., Norbert Leo Butz, Tim Roth",Larkin Seiple,Madeleine Gavin,"January 27, 2019(Sundance)",United States,English
1883,Lucifer,"Lucifer is a 2019 Indian Malayalam-language political action thriller film directed by Prithviraj Sukumaran, in his directorial debut, and written by Murali Gopy. It is the first installment in the Lucifer Universe. It is produced by Antony Perumbavoor under Aashirvad Cinemas. It stars Mohanlal along with an ensemble cast consisting of Prithviraj Sukumaran, Manju Warrier, Tovino Thomas, Vivek Oberoi, Indrajith Sukumaran, Saniya Iyappan, Saikumar, Kalabhavan Shajohn, Baiju Santhosh, Nyla Usha, Fazil, and Sachin Khedekar.",Prithviraj Sukumaran,Murali Gopy,Antony Perumbavoor,"Mohanlal, Prithviraj Sukumaran, Manju Warrier, Tovino Thomas, Vivek Oberoi, Indrajith Sukumaran",Sujith Vaassudev,Samjith Mohammed,28 March 2019,India,Malayalam
1884,Lucifer,Lucifer is a 2019 Nigerian action film about a man feared in the community. It was directed by Tope Adebayo and produced by Ibrahim Yekini.,"Tope Adebayo, Ibrahim Yekini",Ibrahim Yekini,Ibrahim Yekini,,,,2019,Nigeria,Yoruba
1885,Luckee,Luckee is a 2019 Indian Marathi-language romantic comedy film directed by Sanjay Jadhav. It stars Abhay Mahajan and Deepti Sati in lead roles. It is being produced by Sanjay Kukreja & Suraj Singh's Blive Productions & Music and Deepak Pandurang Rane's Dreaming 24/7 entertainment. It is confirmed for release on 7 February 2019.[1],Sanjay Jadhav,,"Sanjay Kukreja, Suraj Singh, Deepak Pandurang Rane","Abhay Mahajan, Deepti Sati, Mayur More, Shubhangi Tamble, Mehul Jangli, Kamesh, Sanika Ghaises, Rutuja Kulkarni",Vijay Soni,Apurva Motiwale,7 February 2019,India,Marathi
1886,Lucky,"Lucky is an American made-for-television animated film produced by Nickelodeon Animation Studio. An original Nickelodeon film, it features the voices of Mark Hamill, Kira Kosarin, Ron Funches, Flula Borg, and Gunnar Sizemore. The film follows an unlucky leprechaun who goes on a quest with his three best friends, Shannon, Sammy, and Reggie, to retrieve the pot of gold stolen from his family in order to restore their luck.[1]",,,,,,,,,
1887,Lucky Chan-sil,"Lee Chan-sil is a film producer who becomes jobless after the director she has worked with for years suddenly dies. She starts working as a cleaning lady for an actress and meets her new employer's French teacher. She is immediately attracted to him but she is held back by her life problems. Chan-sil realizes old anxieties are about to emerge: her already gone-youth, messed-up love life, and broken career.",Kim Cho-hee,Kim Cho-hee,"Seo Dong-hyun, Kim Sung-eun","Kang Mal-geum, Youn Yuh-jung, Kim Young-min, Yoon Seung-ah, Bae Yoo-ram",Ji Sang-bin,Son Yeon-ji,"October 8, 2019(BIFF)",South Korea,Korean
1888,Lucky Day,"Former safecracker Red is released from prison after two years. Red reconnects with his wife Chloe, their daughter ""Bea"" Beatrice (who now only speaks in her mother's native French after learning it from her nanny Lolita) and his former colleague Le Roi, who has been holding $500,000 in untraceable bearer bonds for him from their last heist in his pawn shop's hidden basement; Red's parole officer DPO Ernesto Sanchez remains suspicious of him and Le Roi. In Le Roi's basement, Red attempts to crack his safe, which is identical to the one from the bank he had robbed but finds he is no longer able to do so due to a lack of practice.",Roger Avary,Roger Avary,"Don Carmody, Samuel Hadida","Luke Bracey, Nina Dobrev, Crispin Glover, Ella Ryan Quinn, Clé Bennett, Clifton Collins Jr.",Brendan Steacy,Sylvie Landra,"September 18, 2019(France)","France, Canada","English, French"
1889,Lucky Grandma,"Lucky Grandma is a 2019 American independent comedy-drama film written and directed by Sasie Sealy, co-written by Angela Cheng, and starring Tsai Chin.[1] Lucky Grandma is the director's debut feature film.",Sasie Sealy,"Sasie Sealy, Angela Cheng","Penny B. Jackson, Milton Liu, Gilana Lobel, Joanna Lu, Gine Lui, Melvin Mar, Cara Marcous, Krista Parris",Tsai Chin,"Eduardo Enrique, Mayén",Hye Mee Na,2019,United States,"English, Mandarin, Cantonese"
1890,Lucy in the Sky,"Lucy in the Sky is a 2019 American psychological drama film directed by Noah Hawley in his feature directorial debut, and co-written by Hawley, Brian C. Brown, and Elliott DiGuiseppi. The film stars Natalie Portman as astronaut Lucy Cola, loosely based on the life of real-life NASA astronaut Lisa Nowak.[3] Alongside Portman, the cast includes Jon Hamm, Zazie Beetz, Dan Stevens, Colman Domingo, and Ellen Burstyn in supporting roles.",Noah Hawley,,"Reese Witherspoon, Bruna Papandrea, Noah Hawley, John Cameron","Natalie Portman, Jon Hamm, Zazie Beetz, Dan Stevens, Colman Domingo, Ellen Burstyn",Polly Morgan,Regis Kimble,"September 11, 2019(TIFF)",United States,English
1891,Luka Chuppi,"Luka Chuppi (transl. Hide and Seek) is a 2019 Indian Hindi-language romantic comedy film directed by Laxman Utekar and produced by Dinesh Vijan's Maddock Films.[1] The film stars Kartik Aaryan and Kriti Sanon with Aparshakti Khurana, Pankaj Tripathi, Vinay Pathak and Alka Amin playing supporting roles.[5] Set in Mathura, it is about a television reporter who cohabits with his headstrong intern and chaos ensues when their traditional families assume them to be married to each other.[6]",Laxman Utekar,Rohan Shankar,Dinesh Vijan,"Kartik Aaryan, Kriti Sanon",Milind Jog,Manish Pradhan,1 March 2019,India,Hindi
1892,The Lumber Baron,"The Lumber Baron is a 2019 American historical drama film written and produced by Wisconsin State Representative Karen R. Hurd and directed by Barry Andersson. Set in the early twentieth century during Wisconsin's lumber boom, the film follows a young heir who returns home after his father's death and becomes entangled in family conflict, labor tensions, and moral compromise. The film was shot on location in Eau Claire, Wisconsin.[1]",Barry Andersson,Karen R. Hurd,Karen R. Hurd,"Joseph Bezenek, Christina Baldwin, Anna Stranz",Travis Higgins,Joshua Steven,"June 4, 2019",United States,English
1893,Lunana: A Yak in the Classroom,"Lunana: A Yak in the Classroom (Dzongkha: ལུང་ནག་ན, romanized: lung nag na) is a 2019 Bhutanese drama film directed by Pawo Choyning Dorji in his feature directorial debut. The film had its world premiere at the BFI London Film Festival.[1] It was a nominee for Best International Feature Film at the 94th Academy Awards.",Pawo Choyning Dorji,Pawo Choyning Dorji,"Pawo Choyning Dorji, Jia Honglin, Stephanie Lai, Steven Xiang","Sherab Dorji, Ugyen Norbu Lhendup, Kelden Lhamo Gurung, Kunzang Wangdi",Jigme Tenzing,Hsiao-Yun Ku,5 October 2019(London),Bhutan,Dzongkha
1894,Lungi,"Lungi is a 2019 Indian Kannada romantic love story directed by Arjun Lewis[1] and Akshith Shetty.[2][3] The film has been bankrolled by Mukesh Hegde under the Khara Entertainment banner. The film stars newbie Pranav Hegde opposite Ahalya Suresh and Radhika Rao, while Prakash Thuminadu, Vj Vineeth, Karthik Varadaraju, Deepak Rai Panaji, and Roopa Vorkady appear in supporting roles.","Arjun Lewis, Akshith Shetty",,Mukesh Hegde,"Pranav Hegde, Ahalya Suresh, Radhika Rao",Rijo P. John,,11 October 2019,India,Kannada
1895,Lupin III: The First,"Set during the late 1960s of the Shōwa era, the film follows gentleman thief Arsène Lupin III and his crew to Paris and Brazil to find the whereabouts of the Bresson Diary, a treasure even Lupin's grandfather Arsène Lupin failed to catch.[2] A battle for the mechanical diary is unleashed as a Nazi treasure-hunter group led by Lambert and Geralt are also in a race to steal it, with the prize that whoever deciphers its mystery will be the owners of an enormous fortune.",Takashi Yamazaki,,"Shūji Abe, Kōji Nozaki, Naoaki Kitajima, Takeshi Itō, Ryota Kato","Kanichi Kurita, Kiyoshi Kobayashi, Daisuke Namikawa, Miyuki Sawashiro, Kōichi Yamadera, Suzu Hirose, Kōtarō Yoshida, Tatsuya Fujiwara",Yosuke Sakai,Tomokazu Takahashi,"October 18, 2019(Tokyo Midtown Hibiya)",Japan,Japanese
1896,Lupin the 3rd: Goodbye Partner,"During a typical attempt to capture Lupin, Inspector Zenigata is unexpectedly arrested on suspicion of helping Lupin commit his crimes. Lupin is annoyed to learn Zenigata is being pinned as the true mastermind behind all his heists, so to prove they are not colluding, he is manipulated into agreeing to steal a special diamond called the Time Crystal, which is also the key to control a quantum supercomputer.",,,,,,,,,
1897,Lupin the 3rd: Prison of the Past,This was the first Lupin the 3rd anime adaptation to be released during the Reiwa period and was also the first to be released after original creator Monkey Punch's death in April of that year.,,,,,,,,,
1898,Lupinranger VS Patranger VS Kyuranger,"The Lupinrangers are approached by alien pop star Hoshi Minato and his manager Jerataro, who demand money from them, when the Patrangers intervene. Suddenly, Lucky of the Kyurangers falls from the sky, allowing Minato and Jerataro to kidnap the Lupinrangers while the Patrangers arrest Lucky. After confirming that their captors are unable to help them in their quest to regain the Lupin Collection, the Lupinrangers break free. However, they overhear Minato and Jerataro saying they are stranded from their universe after they were dragged into a dimensional rift and agree to help them just as the BN Thieves Balance and Naga Ray appear, claiming they want Minato's guitar and join forces to ransom the Lupinrangers for the Patrangers's equipment, the guitar, and money. During the exchange, Gangler member Rirus Lipig appears and steals the guitar, forcing the Lupinrangers to use the Patrangers's gear to transform, but fail to prevent the enemy from escaping due to their unfamiliarity with them.",Hiroyuki Katō,Naruhisa Arakawa,"Motoi Sasaki (TV Asahi), Chihiro Inoue (TV Asahi), Ayumi Kanno (TV Asahi), Takaaki Utsunomiya (Toei), Takashi Mochizuki (Toei), Kōichi Yada (Toei Agency), Akihiro Fukada (Toei Agency)","Asahi Itou, Shogo Hama, Haruka Kudō, Kousei Yuki, Ryo Yokoyama, Kazusa Okuyama, Seiya Motoki, Takumi Kizu, Yosuke Kishi, Taiki Yamazaki, Sakurako Okubo, Tetsuji Sakakibara, Shota Taguchi, Keisuke Minami, Naoki Kunishima",Shingo Ōsawa,Kazuko Yanagisawa,"May 3, 2019",Japan,Japanese
1899,The Lurker,"In tribute to the 1980s slasher films it seeks to emulate, The Lurker is set in Crystal Lake, Illinois - the same location that the original Friday the 13th film took place.[3][4]",Eric Liberacki,John Lerchen,"John Lerchen, Wynona Ying Li","Scout Taylor-Compton, Michael Emery, Domenica Cameron-Scorsese, Rikki Lee Travolta, Naomi Grossman, Ari Lehman",Brandon Hoeg,Ward Crockett,"September 1, 2019",United States,
1900,Lusala,"Lusala, a young man who is rescued from his abusive alcoholic father and moves in with an affluent family in the capital of Kenya, Nairobi. His uncle Onesmus and his aunt Beatrice adopted him from the rural Kenya about twelve years ago. They raised him together with their only daughter Joma. Once when Beatrice learns of the sibling affection of Lusala towards Joma, she requests her husband to guide Lusala to start a life on his own will. Lusala soon obtains a job and moves into an apartment in Nairobi quite close to his workplace with the help of his uncle. Things turn swiftly as Lusala's younger sister Bakhita who was in a boarding school figures out the flat where Lusala lives.[3]",Mugambi Nthiga,,"Tom Tykwer, Marie Steinmann, Sarika Hemi Lakhani, Ginger Wilson, Guy Wilson","Brian Ogola, Alyce Wangari, Stycie Waweru",,,6 June 2019,"Kenya, Germany","English, Swahili"
1901,Lux Æterna,"Lux Æterna (stylized as LVX ÆTERNA) is a 2019 French independent experimental meta-art film written, produced and directed by Gaspar Noé.[2] The piece heavily employs epileptic imagery through grey and color strobes, split-screen, and uses of 1920s-esque documentary footage involving witchcraft and torture. It was screened out of competition at the 2019 Cannes Film Festival. The film received mixed to positive reviews from critics. It also garnered attention for a scene featuring strobing lights that lasts more than 10 minutes. When the film premiered at Cannes, paramedics were waiting outside in case of audience members becoming sick.[3][4]",Gaspar Noé,Gaspar Noé,"Anthony Vaccarello, Gary Farkas, Lucile Hadzihalilovic, Clément Lepoutre, Olivier Muller, Gaspar Noé","Charlotte Gainsbourg, Béatrice Dalle",Benoît Debie,Jérôme Pesnel,18 May 2019(Cannes),France,"French, English"
1902,Luz,"Luz also known as Luz: The Flower of Evil or Luz, la flor del mal is a 2019 fantasy-western horror film written and directed by Juan Diego Escobar Alzate, featuring Yuri Vargas in the lead role.[1][2] In October 2019, it was a contender in the Official Fantastic Competition at the SITGES Fantastic Film Festival in Spain. The film gained international recognition as it was part of numerous international film festivals, including the Glasgow Film Festival, Indiecork, Nocturna Madrid, Almería Western Film Festival, Horrible Imaginings, Fantaspoa, Insólito and Buenos Aires Rojo Sangre, among others. It garnered accolades for Best Iberoamerican Film, Best Photography, Best Editing, and Best Acting at various festivals. 'Luz: The Flower of Evil' also clinched the prestigious Silver Skull Award at Mórbido Fest in Mexico, marking its Latin American Premiere.[3][4]",Juan Diego Escobar Alzate,Juan Diego Escobar Alzate,"Juan Diego Escobar Alzate, Andrés Gómez","Yuri Vargas, Jim Muñoz, Conrado Osorio, Andrea Esquivel, Sharon Guzmán, Johan Alexander Camacho",Nicolás Caballero,"Juan Diego Escobar Alzate, Luis Vanegas",7 October 2019(Sitges Film Festival),Colombia,Spanish
1903,Find sources:,This article related to an American documentary film made from 2010 through 2019 is a stub. You can help Wikipedia by adding missing information.,,,,,,,,,
1904,Lying and Stealing,"Lying and Stealing is a 2019 American crime drama film, directed by Matt Aselton from a screenplay by Aselton and Adam Nagata. It stars Theo James, Emily Ratajkowski, Fred Melamed, Ebon Moss-Bachrach, Isiah Whitlock Jr. and Evan Handler.",Matt Aselton,"Matt Aselton, Adam Nagata","Mohamed AlRafi, Naomi Despres, Michael Costigan","Theo James, Emily Ratajkowski, Fred Melamed, Ebon Moss-Bachrach, Isiah Whitlock Jr., Evan Handler, Julia Haart",Corey Walter,Geoff Hounsell,"July 12, 2019",United States,English
1905,Lynn + Lucy,"Lynn + Lucy is a 2019 British drama film, directed by Fyzal Boulifa. It stars Roxanne Scrimshaw as Lynn and Nichola Burley as Lucy, two childhood friends who fall out after domestic tension in Lucy's household.[1] The film premiered at the 2019 San Sebastian Film Festival.[2]",Fyzal Boulifa,,,"Roxanne Scrimshaw, Nichola Burley, Shaq B. Grant, Samson Cox-Vinell, Tia Nelson, Jennifer Lee Moon, Kacey Ainsworth, Jack Shalloo, Molly Phipps",,,2019,United Kingdom,English
1906,M for Malaysia,"The film documents the 14th general elections (GE14) in May 2018, from campaigning to election night, which saw historic moments as Pakatan Harapan took over the government and Mahathir Mohamad becoming prime minister for the second time.","Dian Lee, Ineza Roussile",,"Dian Lee (executive), Marina Mahathir, (executive), Nazreen Hara Raj (coordinating), Ineza Roussille (co-producer), Ruby Yang (creative)",See below,,Sebastian Ng,12 September 2019,Malaysia,"Malay, English"
1907,Ma,"Ma is a 2019 American psychological horror-thriller film directed by Tate Taylor and Jack Vellone and written by Scotty Landes. It stars Octavia Spencer, Juliette Lewis, Diana Silvers, Corey Fogelmanis, Gianni Paolo, McKaley Miller and Luke Evans and follows a group of teenagers who befriend a lonely middle-aged woman. She lets them party in her basement, and they end up being terrorized by her.[2] The film was produced by Jason Blum through his Blumhouse Productions company, along with Taylor and John Norris.[3]",Tate Taylor,Scotty Landes,"Jason Blum, Tate Taylor, John Norris","Octavia Spencer, Juliette Lewis, Diana Silvers, Corey Fogelmanis, Gianni Paolo, McKaley Miller, Luke Evans",Christina Voros,"Lucy Donaldson, Jin Lee","May 31, 2019",United States,English
1908,Maadathy,"Maadathy: An Unfairy Tale[1] is a 2019 Indian Tamil-language folklore drama film directed by Leena Manimekalai. The film stars Ajmina Kassim, Patrick Raj, Semmalar Annam and Arul Kumar in the lead roles.",Leena Manimekalai,,"Leena Manimekalai, Bhavana Goparaju, Abinandhan Ramanujam, Abhayanand Singh, Elango Raghupathy","Ajmina Kassim, Patrick Raj, Semmalar Annam, Arul Kumar","Jeff Dolen, Karthik Muthukumar, Abinandhan Ramanujam",Thangaraj Palanivel,October 2019(Busan International Film Festival),India,Tamil
1909,Maamui,"The film follows story of Pradeep Rauf (Adam Rizwee), a half Maldivian, half Indian gangster, who cons people and loots their money, and then make them forget who they are. Pradeep is visited by his boss Hudhu Mukhthaar (Ahmed Shakir) who is about to launch a brand new drug called ""Maamui"". As preparations for the launch gets underway, local police gives chase to Pradeep, which forces him to hide the bottle inside Salman's house, using his family friendship with Salman's wife, Haifa (Mariyam Azza) as a pretext. Pradeep's plan backfires When Haifa's mother-in-law accidentally adds Maamui into a drink she prepared for her lover. He behaves strangely due to the drug effect of the drug, catching police's attention. In a cat and mouse chase for the drug, Pradeep loses his memory and Mukhthaar barely manages to escape police custody.",Ali Shifau,"Aishath Fuad Thaufeeq, Ahmed Tholal","Mohamed Ali, Aishath Fuad Thaufeeq","Sheela Najeeb, Mohamed Jumayyil, Mariyam Azza, Mariyam Majudha, Ismail Jumaih, Ahmed Shakir, Adam Rizwee, Abdullah Shafiu Ibrahim, Nuzuhath Shuaib","Ali Shifau, Ahmed Sinan",Ali Shifau,"July 1, 2019",Maldives,Dhivehi
1910,Maanaya,This article related to a Sri Lankan film of the 2010s is a stub. You can help Wikipedia by adding missing information.,Anju Dhananjaya,Anju Dhananjaya,Dian Films,"Wasantha Kumaravila, Upeksha Swarnamali",Devinda Guruge,Anura Bandara,19 July 2019,Sri Lanka,Sinhala
1911,Maanik,"Maanik is a 2019 Indian Tamil-language fantasy comedy film directed by Martyn and starring Ma Ka Pa Anand and Suza Kumar. Featuring music composed by Dharan Kumar and lyrics by Mirchi Vijay, the film began production in mid 2016 was released in January 2019.[1]",Martyn,,M. Subramaniyan,"Ma Ka Pa Anand, Suza Kumar",Mahesh Muthuswami,K M Riyaz,4 January 2019,India,Tamil
1912,Maarconi Mathaai,"Maarconi Mathaai is a 2019 Indian Malayalam-language comedy drama film written and directed by Sanil Kalathil, who directed Uthara. The film starring Jayaram (as the title character), Vijay Sethupathi and Athmiya Rajan in the lead roles. It marks Vijay Sethupathi's debut in Malayalam cinema[1] and the 100th film appearance of actor comedian Aju Varghese.[2] The film was dubbed in Telugu as Radio Madhav.[3] This movie was a box-office failure.[4] The film was released in Tamil as Kadhal Kadhai Sollava (2026) with cast track reshot with Nakkhul and Rittika Sen in lead roles and an additional song composed by Sharreth.[5][6]",Sanil Kalathil,Sanil Kalathil,Premachandran A.G.,"Jayaram, Vijay Sethupathi, Athmiya Rajan, Aju Varghese",Sajan Kalathil,Shameer Muhammed,11 July 2019,India,Malayalam
1913,Mad Dog and the Butcher,The film premiered at the Quebec City Film Festival (FCVQ) in September 2019.[3],Thomas Rinfret,"Annick Charlebois, Thomas Rinfret, Paul Rollins","Vito G. Balenzano, Valérie Bissonnette, Bruno Rosato","Maurice ""Mad Dog"" Vachon, Paul ""Butcher"" Vachon","Dominic Dorval, Vincent Masse, Thomas Rinfret, Richard Tremblay","Benoit Côté, Thomas Rinfret","September 21, 2019(FCVQ)",Canada,
1914,Mad Mom,"Mad Mom, also known as Psycho Mother-in-Law,[1] is a 2019 Canadian television film directed by Jean-François Rivard, and written by James Phillips. The film stars Romy Rosemont, Kari Matchett, and Victoria Diamond.[2] Principal photography started in May 2018.[2]",,,,,,,,,
1915,Made in Bangladesh,"Made in Bangladesh (also known in Bengali as Shimu Bengali: শিমু;) is a 2019 Bangladeshi drama film directed by Rubaiyat Hossain.[2] It premiered in the Contemporary World Cinema section at the 2019 Toronto International Film Festival,[3] following the participation at BFI London Film Festival,[4] Locarno Film Festival[5] and other major festivals. Distributed by Pyramide Films, the film was widely released in France on 4 December 2019 and running for several months following the theatrical release worldwide including USA, Canada, Denmark, Portugal, Germany, China, Mexico, Singapore, Australia, Turkey, Bangladesh and Japan.[6]",Rubaiyat Hossain,"Rubaiyat Hossain, Philippe Barrière","François D'artemare, Ashique Mostafa, Peter Hyldahl, Pedro Borges, Aadnan Imtiaz Ahmed, Rubaiyat Hossain",Rikita Nandini Shimu,Sabine Lancelin,"Raphaëlle Martin-Hölger, Sujan Mahmud",6 September 2019(TIFF),"Bangladesh, France, Denmark, Portugal",Bengali
1916,Made in China,"Made in China is a 2019 Indian Hindi-language comedy film directed by Mikhil Musale.[3][4] Produced by Dinesh Vijan under Maddock Films, the film stars Rajkummar Rao, Mouni Roy, Boman Irani, and explores the story of a Gujarati businessman, played by Rao, who goes to China to increase his business prospects.[5][6] The film is based on the novel of the same name by Parinda Joshi.[7]",Mikhil Musale,"Dialogues:, Karan Vyas, Niren Bhatt",Dinesh Vijan,"Rajkummar Rao, Mouni Roy, Boman Irani",Anuj Rakesh Dhawan,Manan Ashwin Mehta,25 October 2019,India,Hindi
1917,Made in Heaven,"Made in Heaven is a 2019 Nigerian romantic drama film directed by Toka McBaror and produced by Darlington Abuda. It features Richard Mofe-Damijo, Jide Kosoko, Nancy Isime,[1] Ayo Makun, Toyin Abraham, Blossom Chukwujekwu, Lasisi Elenu,[2] former Big Brother Naija housemate Kemen, among others.[3] The film follows its central characters as they seek spiritual help in their daily lives.[4]",Toka McBaror,,Darlington Abuda,"Richard Mofe Damijo, Jide Kosoko, Nancy Isime, Ayo Makun, Lasisi Elenu",,,2019,Nigeria,English
1918,A Madea Family Funeral,"A Madea Family Funeral is a 2019 American comedy film written, directed, and produced by Tyler Perry. It is the eleventh installment of the Madea cinematic universe and stars Perry in several roles, including the titular character, as well as Cassi Davis and Patrice Lovely. The plot follows Madea and her friends as they must set up an unexpected funeral during a family get-together in Maxine, Georgia.",Tyler Perry,Tyler Perry,"Tyler Perry, Ozzie Areu, Will Areu, Mark E. Swinton","Cassi Davis, Patrice Lovely, Tyler Perry",Richard Vialet,Larry Sexton,"March 1, 2019",United States,English
1919,Madha,Madha is a 2019 Indian Telugu-language medical thriller film directed by Srividya Basawa (in her directorial debut) and starring Trishna Mukherjee and Rahul Venkat.,Srividya Basawa,Prashanth Sagar Atlluri,Indira Basawa,"Trishna Mukherjee, Rahul Venkat",Abhiraj Nair,Renjith Touchriver,January 2019(Noida Film Festival),India,Telugu
1920,Madhaveeyam,"Madhaveeyam is a 2019 Malayalam-language film produced by Sudheer Kumar and directed by Thejas Perumanna, starring Vineeth. [1][2][3]",Thejas Perumanna,"Thejas Perumanna, Sudhi",,Vineeth,V. Aravind,Kapil Gopalakrishnan,11 January 2019,India,Malayalam
1921,Madhura Raja,"Madhura Raja (transl. King of Madurai) is a 2019 Indian Malayalam-language action comedy film directed by Vysakh, written by Udaykrishna and starring Mammootty, Jagapathi Babu and Jai alongside Anusree, Siddique, Nedumudi Venu, Vijayaraghavan, Salim Kumar, Mahima Nambiar, Anna Rajan and Shamna Kasim in supporting roles. The music is composed by Gopi Sundar. This film marks the debut of Jai in Malayalam cinema. The film is a spin-off to 2010 film Pokkiri Raja and Mammootty reprises his role as Raja.",Vysakh,Udaykrishna,Nelson Ipe,"Mammootty, Jagapathi Babu, Jai, Anusree, Siddique, Nedumudi Venu, Vijayaraghavan, Salim Kumar",Shaji Kumar,"Mahesh Narayanan, Johnkutty, Sunil. S. Pillai",12 April 2019(India),India,Malayalam
